"book_id","authors","original_publication_year","title","language_code","small_image_url","price","description"
1284,Jenny Han,2010,"It's Not Summer Without You (Summer, #2)",en-US,https://images.gr-assets.com/books/1479864019s/6584188.jpg,17.15,"Belly finds out what comes after falling in love in this follow-up to The Summer I Turned Pretty from the New York Times bestselling author of To All the Boys I’ve Loved Before (now a major motion picture!), Jenny Han. It used to be that Belly counted the days until summer, until she was back at Cousins Beach with Conrad and Jeremiah. But not this year. Not after Susannah got sick again and Conrad stopped caring. Everything that was right and good has fallen apart, leaving Belly wishing summer would never come. But when Jeremiah calls saying Conrad has disappeared, Belly knows what she must do to make things right again. And it can only happen back at the beach house, the three of them together, the way things used to be. If this summer really and truly is the last summer, it should end the way it started—at Cousins Beach."
1285,Katie McGarry,2012,"Pushing the Limits (Pushing the Limits, #1)",eng,https://images.gr-assets.com/books/1322770025s/10194514.jpg,10.99,"After breaking a centuries-old curse, Emma is ready to get back to a more normal life with her boyfriend and school, but discovers that her powers may not be strong enough to save them from a new threat."
1286,"Kennilworthy Whisp, J.K. Rowling",2001,Quidditch Through the Ages,eng,https://images.gr-assets.com/books/1369689506s/111450.jpg,15.8,Presents facsimile editions of two books from the world of Harry Potter--the text for Hogwarts' Care of Magical Creatures class and a book on the origins and development of the wizarding game of Quidditch.
1287,"Harry Allard, James  Marshall",1977,"Miss Nelson Is Missing! (Miss Nelson, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21.64,
1288,"Richard Bachman, Stephen King",1979,The Long Walk,eng,https://images.gr-assets.com/books/1309212400s/9014.jpg,20.68,
1289,"Lemony Snicket, Brett Helquist",2001,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",eng,https://images.gr-assets.com/books/1352066916s/172327.jpg,13.96,
1290,Lois Lowry,2004,"Messenger (The Giver, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18.21,
1291,J.R. Ward,2007,"Lover Revealed (Black Dagger Brotherhood, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16.15,"When the corpses of three police officers are discovered entombed in snowmen, Grace MacBride and her team of crime-busting computer jocks at the Monkeewrench firm are called in to assist. What they discover is a terrifying link among the victims that reaches beyond the badge and crosses the line between hard justice and stone cold vengeance."
1333,Walter Isaacson,2003,Benjamin Franklin: An American Life,eng,https://images.gr-assets.com/books/1397772877s/10883.jpg,20.76,"Presents a portrait of Benjamin Franklin as a scientist, inventor, diplomat, writer, business strategist, and statesman while tracing his life as one of America's Founding Fathers."
1292,"Stephen King, Jerry N. Uelsmann",2005,'Salem's Lot,eng,https://images.gr-assets.com/books/1320478491s/5413.jpg,23.68,"Prayer, our conversation with God, needs no set formulas or flowery phrases. It often needs no words at all. But for most believers, the words of others can be a wonderful aid to devotion, especially when these words come from faithful fellow pilgrims. An African Prayer Book is just such an aid, for in this collection all the spiritual riches of the vast and varied continent of Africa are bravely set forth. Here we overhear the simple prayer of the penniless Bushman, the words of some of the greatest Church fathers (Augustine and Athanasius), petitioning and jubilant voices from South Africa’s struggle for freedom, and even prayers from the Africa diasporas of North America and the Caribbean. Here are Jesus’s own encounters with Africa, which provided him refuge at the beginning of his life (from the murderous King Herod) and aid at its end (in the person of Simon of Cyrene, who helped Jesus carry his cross). From thunderous multi-invocation litanies to quiet meditations, here are prayers every heart can speak with strength and confidence."
1293,"Trenton Lee Stewart, Carson Ellis",2007,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",en-US,https://images.gr-assets.com/books/1342715444s/83369.jpg,11.86,
1294,Christopher Hitchens,2007,god is Not Great: How Religion Poisons Everything,eng,https://images.gr-assets.com/books/1411218313s/43369.jpg,10.28,
1295,Abbi Glines,2013,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",eng,https://images.gr-assets.com/books/1356822956s/17029526.jpg,22.69,
1296,Michael Crichton,2004,State of Fear,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18.49,"An intelligence agent travels to such exotic locations as Tokyo, Iceland, Antarctica, and the Solomon Islands in a desperate attempt to prevent a global environmental catastrophe."
1297,Jennifer E. Smith,2012,The Statistical Probability of Love at First Sight,eng,https://images.gr-assets.com/books/1337187623s/10798416.jpg,17.05,
1298,Jonathan Stroud,2004,"The Golem's Eye (Bartimaeus, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21.07,
1299,Tom Robbins,1980,Still Life with Woodpecker,eng,https://images.gr-assets.com/books/1308749778s/9566.jpg,13.63,"A sort of love story revealing the purpose of the moon, the difference between criminals and outlaws, and the problem with redheads. Also paints a humorous portrait of contemporary society."
1300,Jenna Blum,2004,Those Who Save Us,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17.07,
1301,John Grisham,2005,The Broker,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16.95,"#1 NEW YORK TIMES BEST SELLER • In his final hours in the Oval Office, the outgoing President grants a controversial last-minute pardon to Joel Backman, a notorious Washington power broker who has spent the last six years hidden away in a federal prison. What no one knows is that the President issues the pardon only after receiving enormous pressure from the CIA. It seems Backman, in his power broker heyday, may have obtained secrets that compromise the world’s most sophisticated satellite surveillance system. Backman is quietly smuggled out of the country in a military cargo plane, given a new name, a new identity, and a new home in Italy. Eventually, after he has settled into his new life, the CIA will leak his whereabouts to the Israelis, the Russians, the Chinese, and the Saudis. Then the CIA will do what it does best: sit back and watch. The question is not whether Backman will survive—there is no chance of that. The question the CIA needs answered is, who will kill him?"
1302,Beth Revis,2011,"Across the Universe (Across the Universe, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11.69,
1303,M. Scott Peck,1978,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",en-US,https://images.gr-assets.com/books/1322673263s/347852.jpg,18.4,
1304,Jim Butcher,2004,"Blood Rites (The Dresden Files, #6)",eng,https://images.gr-assets.com/books/1345557965s/99383.jpg,17.49,
1305,"Gertrude Chandler Warner, L. Kate Deal",1942,"The Boxcar Children (The Boxcar Children, #1)",en-US,https://images.gr-assets.com/books/1173489650s/297249.jpg,15.24,
1306,A.S.A. Harrison,2013,The Silent Wife,eng,https://images.gr-assets.com/books/1356094989s/16171291.jpg,15.52,"The New York Times bestselling novel soon to be a major motion picture starring Nicole Kidman, for fans of The Woman in the Window and The Silent Patient. ""I gobbled it down in one sitting."" – Anne Lamott, People Jodi and Todd are at a bad place in their marriage. Much is at stake, including the affluent life they lead in their beautiful waterfront condo in Chicago, as she, the killer, and he, the victim, rush haplessly toward the main event. He is a committed cheater. She lives and breathes denial. He exists in dual worlds. She likes to settle scores. He decides to play for keeps. She has nothing left to lose. Told in alternating voices, The Silent Wife is about a marriage in the throes of dissolution, a couple headed for catastrophe, concessions that can’t be made, and promises that won’t be kept. Expertly plotted and reminiscent of Gone Girl and These Things Hidden, The Silent Wife ensnares the reader from page one and does not let go."
1307,Caitlin Moran,2011,How to Be a Woman,eng,https://images.gr-assets.com/books/1405909800s/10600242.jpg,13.74,"1913: Suffragette throws herself under the King's horse. 1969 u Feminists storm Miss World. NOW u Caitlin Moran rewrites The Female Eunuch from a bar stool and demands to know why pants are getting smaller. There's never been a better time to be a woman: we have the vote and the Pill, and we haven't been burnt as witches since 1727."
1309,Keith Richards,2010,Life,en-GB,https://images.gr-assets.com/books/1327960451s/9439303.jpg,22.31,The story of one of the greatest legends of Formula 1 by the curator of the official museum dedicated to celebrating his achievements.
1310,Jhumpa Lahiri,2008,Unaccustomed Earth,eng,https://images.gr-assets.com/books/1320398140s/85301.jpg,21.01,"In this collection from a Pulitzer Prize-winning author, eight dazzling stories take readers from Cambridge and Seattle to India and Thailand as each explores the secrets at the heart of family life."
1311,Anita Shreve,1998,The Pilot's Wife,eng,https://images.gr-assets.com/books/1435011220s/5191.jpg,12.95,
1312,Don DeLillo,1985,White Noise,eng,https://images.gr-assets.com/books/1327934706s/11762.jpg,13.1,"Jack Gladney, a professor of Nazi history at a Middle American liberal arts school, and his family try to handle normal family life as a black cloud of lethal gaseous fumes threatens their town. Reprint."
1313,Stephen E. Ambrose,1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24.11,
1317,Christina Schwarz,2000,Drowning Ruth,eng,https://images.gr-assets.com/books/1390180160s/5171.jpg,13.9,"At once darkly comedic and moving, this witty exploration of female friendship, envy, and misguided ambition by the author of the number-one bestseller Drowning Ruth, deliciously satirizes the desire to shine in the world. In All is Vanity, Margaret and Letty, best friends since childhood and now living on opposite coasts, reach their mid-thirties and begin to chafe at their sense that they are not where they ought to be in life. Margaret, driven and overconfident, decides the best way to rectify this is to quit her job and whip out a literary tour de force. Frustrated almost immediately and humiliated at every turn, Margaret turns to Letty for support. But as Letty, a stay-at-home mother of four, begins to feel pressured to make a good showing in the upper-middle-class Los Angeles society into which her husband’s new job has thrust her, Margaret sees a plot unfolding that’s better than anything she could make up. Desperate to finish her book and against her better nature, she pushes Letty to take greater and greater risks, and secretly steals her friend’s stories as fast as she can live them. Hungry for the world’s regard, Margaret rashly sacrifices one of the things most precious to her, until the novel’s suspenseful conclusion shows her the terrible consequences of her betrayal. Widely celebrated for her debut novel, Drowning Ruth, Christina Schwarz once again proves herself to be a writer of remarkable depth and range. Like Drowning Ruth, All is Vanity probes into the mysteries of the human heart and uncovers the passions that drive ordinary people to break the rules in pursuit of their own desires."
1318,Charles Bukowski,1971,Post Office,en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10.95,"""It began as a mistake."" By middle age, Henry Chinaski has lost more than twelve years of his life to the U.S. Postal Service. In a world where his three true, bitter pleasures are women, booze, and racetrack betting, he somehow drags his hangover out of bed every dawn to lug waterlogged mailbags up mud-soaked mountains, outsmart vicious guard dogs, and pray to survive the day-to-day trials of sadistic bosses and certifiable coworkers. This classic 1971 novel—the one that catapulted its author to national fame—is the perfect introduction to the grimly hysterical world of legendary writer, poet, and Dirty Old Man Charles Bukowski and his fictional alter ego, Chinaski."
1319,Cormac McCarthy,1992,"All the Pretty Horses (The Border Trilogy, #1)",eng,https://images.gr-assets.com/books/1498463335s/469571.jpg,13.26,
1321,"Eiichirō Oda, Andy Nakatani",1997,"One Piece, Volume 01: Romance Dawn (One Piece, #1)",eng,https://images.gr-assets.com/books/1318523719s/1237398.jpg,12.39,
1322,Peter S. Beagle,1968,"The Last Unicorn (The Last Unicorn, #1)",eng,https://images.gr-assets.com/books/1358147318s/29127.jpg,20.59,"INCLUDES A NEW INTRODUCTION BY PATRICK ROTHFUSS Experience one of the most enduring classics of the twentieth century and the book that The Atlantic has called “one of the best fantasy novels ever.” The unicorn lived in a lilac wood, and she lived all alone... ...so she ventured out from the safety of the enchanted forest on a quest for others of her kind. Joined along the way by the bumbling magician Schmendrick and the indomitable Molly Grue, the unicorn learns all about the joys and sorrows of life and love before meeting her destiny in the castle of a despondent monarch—and confronting the creature that would drive her kind to extinction.... In The Last Unicorn, renowned and beloved novelist Peter S. Beagle spins a poignant tale of love, loss, and wonder that has resonated with millions of readers around the world. “Peter S. Beagle illuminates with his own particular magic.”—Ursula K. Le Guin"
1323,Angie Sage,2005,"Magyk (Septimus Heap, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20.1,
1324,Laurie Halse Anderson,2000,Fever 1793,en-US,https://images.gr-assets.com/books/1381743126s/781110.jpg,15.68,"Join Sara On A Magical Tour Of The White House The ghost of George Washington steps out of his White House portrait to introduce Sara -- and the reader -- to the ghosts of thirty-five other presidents. Brief biographies of all the presidents, loads of fascinating trivia, and a time line round out this unique history of the presidency."
1325,Tana French,2008,"The Likeness (Dublin Murder Squad, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14.68,"A follow-up to In the Woods finds a traumatized detective Cassie Maddox struggling in her career and relationship with Sam O'Neill while investigating the unsettling murder of a young woman whose name matches an alias Cassie once had used as an undercover officer. 50,000 first printing."
1326,Erik Larson,2015,Dead Wake: The Last Crossing of the Lusitania,eng,https://images.gr-assets.com/books/1408923747s/22551730.jpg,22.78,"#1 NEW YORK TIMES BESTSELLER • From the bestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the Lusitania “Both terrifying and enthralling.”—Entertainment Weekly “Thrilling, dramatic and powerful.”—NPR “Thoroughly engrossing.”—George R.R. Martin On May 1, 1915, with WWI entering its tenth month, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passengers were surprisingly at ease, even though Germany had declared the seas around Britain to be a war zone. For months, German U-boats had brought terror to the North Atlantic. But the Lusitania was one of the era’s great transatlantic “Greyhounds”—the fastest liner then in service—and her captain, William Thomas Turner, placed tremendous faith in the gentlemanly strictures of warfare that for a century had kept civilian ships safe from attack. Germany, however, was determined to change the rules of the game, and Walther Schwieger, the captain of Unterseeboot-20, was happy to oblige. Meanwhile, an ultra-secret British intelligence unit tracked Schwieger’s U-boat, but told no one. As U-20 and the Lusitania made their way toward Liverpool, an array of forces both grand and achingly small—hubris, a chance fog, a closely guarded secret, and more—all converged to produce one of the great disasters of history. It is a story that many of us think we know but don’t, and Erik Larson tells it thrillingly, switching between hunter and hunted while painting a larger portrait of America at the height of the Progressive Era. Full of glamour and suspense, Dead Wake brings to life a cast of evocative characters, from famed Boston bookseller Charles Lauriat to pioneering female architect Theodate Pope to President Woodrow Wilson, a man lost to grief, dreading the widening war but also captivated by the prospect of new love. Gripping and important, Dead Wake captures the sheer drama and emotional power of a disaster whose intimate details and true meaning have long been obscured by history. Finalist for the Washington State Book Award • One of the Best Books of the Year: The Washington Post, St. Louis Post-Dispatch, Miami Herald, Library Journal, Kirkus Reviews, LibraryReads, Indigo"
1327,Rudyard Kipling,1894,The Jungle Book,eng,https://images.gr-assets.com/books/1327873594s/77270.jpg,13.32,
1328,Terry Hayes,2013,"I Am Pilgrim (Pilgrim, #1)",eng,https://images.gr-assets.com/books/1403345411s/18144124.jpg,23.17,"The film writer for Bangkok Hilton presents a debut thriller that traces a collision between two geniuses, including a tortured hero and a determined terrorist, in the aftermath of a murder that a world-class secret agent discovers has been conducted according to his own forensic techniques to hide the victim's identity."
1329,"Allen Ginsberg, William Carlos Williams",1956,Howl and Other Poems,eng,https://images.gr-assets.com/books/1327870926s/6295.jpg,19.62,"""This copy is the first, or among the very first copies recieved by the publisher from the printer ... in the original laveled envelope addressed to Mr. Lawrence Ferlinghetti ... Fourteen extremely careful pencil corrections in the text, [some] incorporated in later printings. The envelope is annotated in pencil in Ferlinghetti's hand 'Advance Airmail Copy.' ... The postmark is clearly August, 1956. ... There are currently only three copies of HOWL (first printing) available in the trade ... None of the three are as important as the Milford copy.""--Appraisal by Peter B. Howard for Mary-Ann Milford, December 17, 2003."
1330,Richard Carlson,1997,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13.12,
1331,"Adam Mansbach, Ricardo Cortés",2011,Go the Fuck to Sleep,eng,https://images.gr-assets.com/books/1342861907s/11192642.jpg,14.77,
1332,Douglas Adams,1992,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",en-US,https://images.gr-assets.com/books/1320725132s/360.jpg,17.3,"Describes the psychological pitfalls faced by teenage girls growing up in a dangerous world in which violence, sexual harassment, eating disorders, promiscuity, and drug use have become the norm."
1882,"Jo Nesbø, Don Bartlett",2007,"The Snowman (Harry Hole, #7)",eng,https://images.gr-assets.com/books/1355881478s/9572203.jpg,9.22,From the author of The Devil's Star and The Snowman comes another entry in the Harry Hole series.
1335,Maria V. Snyder,2005,"Poison Study (Study, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11.69,"About to be executed for murder, Yelena is offered an extraordinary reprieve. She'll eat the best meals, have rooms in the palace- and risk assassination by anyone trying to kill the Commander of Ixia. And so Yelena chooses to become a food taster. But the chief of security, leaving nothing to chance, deliberately feeds her Butterfly's Dusté and only by appearing for her daily antidote will she delay an agonizing death from the poison. As Yelena tries to escape her new dilemma, disasters keep mounting. Rebels plot to seize Ixia and Yelena develops magical powers she can't control. Her life is threatened again and choices must be made. But this time the outcomes aren't so clear—."
1336,J.R. Ward,2007,"Lover Unbound (Black Dagger Brotherhood, #5)",eng,https://images.gr-assets.com/books/1351276662s/304027.jpg,13.09,"#1 New York Times bestselling author J. R. Ward’s Black Daggar Brotherhood series continues as the cold heart of a cunning predator is warmed against its will... Ruthless and brilliant, Vishous, son of the Bloodletter, possesses a destructive curse and a frightening ability to see the future. As a pretrans growing up in his father’s war camp, he was tormented and abused. As a member of the Black Dagger Brotherhood, he has no interest in love or emotion, only the battle with the Lessening Society. But when a mortal injury puts him in the care of a human surgeon, Dr. Jane Whitcomb compels him to reveal his inner pain and taste true pleasure for the first time—until a destiny he didn’t choose takes him into a future that cannot include her...."
1337,Terry Pratchett,2004,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24.04,
1338,"Anonymous, Joseph Smith Jr.",1830,The Book of Mormon: Another Testament of Jesus Christ,eng,https://images.gr-assets.com/books/1327389004s/323355.jpg,10.82,
1339,Stephen King,1980,The Mist,en-US,https://images.gr-assets.com/books/1331317781s/813214.jpg,21.63,"A beautiful young woman rides off into the wilderness alone, where she unexpectedly comes face to face with Flaming Arrow--an Indian warrior who has every reason to hate her. Her kind has driven his people from their home, and the last thing he needs is a woman whose beauty dazzles him, and whose awakening passion robs him of his reason. But a force greater than both of them has now brought them together and will ultimately transform both their lives."
1340,Jim Butcher,2005,"Dead Beat (The Dresden Files, #7)",eng,https://images.gr-assets.com/books/1345667776s/17683.jpg,15.76,"“The wildest, strangest, best Dresden adventure to date...Butcher’s blending of modern fantasy with classic noir sensibilities ensures that there’s never a dull moment.”—SF Site Paranormal investigations are Harry Dresden’s business and Chicago is his beat, as he tries to bring law and order to a world of wizards and monsters that exists alongside everyday life. And though most inhabitants of the Windy City don’t believe in magic, the Special Investigations Department of the Chicago PD knows better. Karrin Murphy is the head of S. I. and Harry’s good friend. So when a killer vampire threatens to destroy Murphy’s reputation unless Harry does her bidding, he has no choice. The vampire wants the Word of Kemmler (whatever that is) and all the power that comes with it. Now, Harry is in a race against time—and six merciless necromancers—to find the Word before Chicago experiences a Halloween night to wake the dead..."
1341,Pierce Brown,2015,"Golden Son (Red Rising, #2)",eng,https://images.gr-assets.com/books/1394684475s/18966819.jpg,18.3,
1342,Terry Pratchett,2002,"Night Watch (Discworld, #29; City Watch, #6)",eng,https://images.gr-assets.com/books/1320518310s/47989.jpg,24.92,
1343,Terry Pratchett,1986,"The Light Fantastic (Discworld, #2; Rincewind #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11.94,"Terry Pratchett's profoundly irreverent novels are consistent number one bestsellers in England, where they have garnered him a revered position in the halls of parody next to Mark Twain, Kurt Vonnegut, Douglas Adams, and Carl Hiaasen. In The Light Fantastic only one individual can save the world from a disastrous collision. Unfortunately, the hero happens to be the singularly inept wizard Rincewind, who was last seen falling off the edge of the world..."
1344,Malcolm Gladwell,2009,What the Dog Saw and Other Adventures,eng,https://images.gr-assets.com/books/1344263875s/6516450.jpg,9.29,"Collects the author's best ""New Yorker"" pieces, including essays on such topics as why there are so many kinds of mustard but only one type of ketchup, a surprising assessment of what makes a safer car, and an examination of a machine built to predict hit movies."
1345,Karin Slaughter,2015,Pretty Girls,eng,https://images.gr-assets.com/books/1432205734s/25574782.jpg,16.88,
1346,Joe Abercrombie,2008,"Last Argument of Kings (The First Law, #3)",eng,https://images.gr-assets.com/books/1302062699s/944076.jpg,9.56,"The end is coming. Logen Ninefingers might only have one more fight in him ¿ but it¿s going to be a big one. Battle rages across the North, the King of the Northmen still stands firm, and there¿s only one man who can stop him. His oldest friend, and his oldest enemy. It¿s past time for the Bloody-Nine to come home. With too many masters and too little time, Superior Glokta is fighting a different kind of war. A secret struggle in which no-one is safe, and no-one can be trusted. His days with a sword are far behind him. It¿s a good thing blackmail, threats and torture still work well enough. Jezal dan Luthar has decided that winning glory is far too painful, and turned his back on soldiering for a simple life with the woman he loves. But love can be painful too, and glory has a nasty habit of creeping up on a man when he least expects it. While the King of the Union lies on his deathbead, the peasants revolt and the nobles scramble to steal his crown. No-one believes that the shadow of war is falling across the very heart of the Union. The First of the Magi has a plan to save the world, as he always does. But there are risks. There is no risk more terrible, after all, than to break the First Law . . ."
1347,Stephen King,2014,Revival,en-US,https://images.gr-assets.com/books/1394651975s/20926278.jpg,16.83,"Years after a charismatic minister is banished in the wake of a faith-shattering tragedy, a heroin-addicted rock-and-roll guitarist from the same hometown reconnects with the man and forges a terrible pact."
1348,Dr. Seuss,1954,Horton Hears a Who!,eng,https://images.gr-assets.com/books/1327924655s/7779.jpg,22.17,
1431,Brian Jacques,1986,"Redwall (Redwall, #1)",eng,https://images.gr-assets.com/books/1327877368s/7996.jpg,15.13,"What can the peace-loving mice of Redwall Abbey do to defend themselves against a battle-seasoned army of rats? Teeming with riddles, humor, unforgettable characters, and high-bounding adventure, ""Redwall"" launched a series that has captured the world's attention."
1432,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848,The Communist Manifesto,eng,https://images.gr-assets.com/books/1420003664s/30474.jpg,24.7,
1349,Michael   Lewis,2006,The Blind Side: Evolution of a Game,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11.86,"The #1 New York Times Bestseller ""Lewis has such a gift for storytelling…he writes as lucidly for sports fans as for those who read him for other reasons."" —Janet Maslin, New York Times When we first meet him, Michael Oher is one of thirteen children by a mother addicted to crack; he does not know his real name, his father, his birthday, or how to read or write. He takes up football, and school, after a rich, white, Evangelical family plucks him from the streets. Then two great forces alter Oher: the family’s love and the evolution of professional football itself into a game where the quarterback must be protected at any cost. Our protagonist becomes the priceless package of size, speed, and agility necessary to guard the quarterback’s greatest vulnerability, his blind side."
1350,Garth Nix,2001,"Lirael (Abhorsen, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18.08,"With only her faithful companion, the Disreputable Dog, Lirael must undertake a desperate mission under the growing shadow of an ancient evil. In this sequel to ""Sabriel,"" Nix weaves a spellbinding tale of discovery, destiny, and danger."
1351,James Patterson,2006,"School's Out—Forever (Maximum Ride, #2)",en-US,https://images.gr-assets.com/books/1346079917s/13139.jpg,22.68,
1352,"Yana Toboso, Tomo Kimura",2007,"Black Butler, Vol. 1 (Black Butler, #1)",eng,https://images.gr-assets.com/books/1336691148s/6690979.jpg,20.36,"Earl Phantomhive, the Queen's faithful servant and twelve-year-old boy, is aided by his butler Sebastian whenever he is called in to save a dinner party gone awry or uncover the dark secrets of London's underground."
1353,Marissa Meyer,2015,"Winter (The Lunar Chronicles, #4)",eng,https://images.gr-assets.com/books/1470057036s/13206900.jpg,9.71,"Here is the stunning conclusion to the national bestselling Lunar Chronicles, inspired by Snow White."
1354,"Robert Louis Stevenson, Robert Mighall",1886,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,eng,https://images.gr-assets.com/books/1327927453s/51497.jpg,9.01,"Stevenson's famous exploration of humanity's basest capacity for evil Dr. Jekyll and Mr. Hyde have become synonymous with the idea of a split personality. More than a morality tale, this dark psychological fantasy is also a product of its time, drawing on contemporary theories of class, evolution, criminality, and secret lives. Also in this volume are ""The Body Snatcher,"" which charts the murky underside of Victorian medical practice, and ""Olalla,"" a tale of vampirism and ""the beast within,"" with a beautiful woman at its center. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
1356,Peter V. Brett,2008,"The Warded Man (Demon Cycle, #1)",eng,https://images.gr-assets.com/books/1354571949s/3428935.jpg,14.37,"As darkness falls each night, demons known as the corelings rise, and three young survivors of demon attacks risk everything to recover the secrets of the past to defeat the corelings and stop their relentless assault against humans."
1358,Lee Child,2005,"One Shot (Jack Reacher, #9)",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14.49,"Jack Reacher comes to the aid of Edward Lane, the head of an illegal soldiers-for-hire operation, who enlists Reacher's assistance to find and stop a vicious kidnapper who has abducted Lane's wife and child, but Reacher soon discovers that his new employer's dirty secrets could get him killed. Reprint."
1359,Rick Riordan,2012,"The Serpent's Shadow (Kane Chronicles, #3)",eng,https://images.gr-assets.com/books/1366227982s/12893742.jpg,12,
1360,Stephen King,2008,Duma Key,en-US,https://images.gr-assets.com/books/1470266968s/472343.jpg,21.28,
1361,Kate Morton,2006,The House at Riverton,eng,https://images.gr-assets.com/books/1356452218s/1278752.jpg,12.22,
1363,Jim Butcher,2006,"Proven Guilty (The Dresden Files, #8)",eng,https://images.gr-assets.com/books/1345667469s/91474.jpg,16.17,"Wizard for hire Harry Dresden has to track down the things that go bump in the night in this novel in Jim Butcher's #1 New York Times bestselling series. There’s no love lost between Harry Dresden, the only wizard in the Chicago phone book, and the White Council of Wizards, who find him brash and undisciplined. But war with the vampires has thinned their ranks, so the Council has drafted Harry as a Warden and assigned him to look into rumors of black magic in the Windy City. As Harry adjusts to his new role, another problem arrives in the form of the tattooed and pierced daughter of an old friend—all grown up and already in trouble. Her boyfriend is the only suspect in what looks like a supernatural assault straight out of a horror film. Malevolent entities that feed on fear are loose in Chicago, but it’s all in a day’s work for a wizard, his faithful dog, and a talking skull named Bob..."
1364,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",1864,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",eng,https://images.gr-assets.com/books/1411241656s/17876.jpg,16.17,"As part of the Signet Classics Shakespeare Series edited by Sylvan Barnet of Tufts University, this edition includes commentaries on both plays as well as up-to-date production histories."
1365,Carson McCullers,1940,The Heart is a Lonely Hunter,eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20.75,"Transfered to an army base in the American South of the 1930's, Alison Langdon watches her husband, his commanding officer, and the officer's wife get caught up in a web of passion and jealousy."
1367,T.H. White,1958,The Once and Future King (The Once and Future King #1-4),eng,https://images.gr-assets.com/books/1338741283s/43545.jpg,23.63,"Describes King Arthur's life from his childhood to the coronation, creation of the Round Table, and search for the Holy Grail"
1368,Terry Pratchett,1992,"Small Gods (Discworld, #13)",en-GB,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14.74,
1369,Christopher Paul Curtis,1999,"Bud, Not Buddy",eng,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18.92,"Ten-year-old Bud, a motherless boy living in Flint, Michigan, during the Great Depression, escapes a bad foster home and sets out in search of the man he believes to be his father--the renowned bandleader, H. E. Calloway of Grand Rapids."
