ad_channel,dt,impressions,clicks,ad_spend
facebook,2022-07-03,1282,64,622.9
facebook,2022-07-04,1033,52,513.0
facebook,2022-07-05,966,47,468.6
facebook,2022-07-06,875,45,433.7
facebook,2022-07-07,990,49,478.3
facebook,2022-07-08,1111,58,575.6
facebook,2022-07-09,1081,56,545.9
facebook,2022-07-10,1441,71,710.8
facebook,2022-07-11,1103,54,549.5
facebook,2022-07-12,1223,62,614.5
facebook,2022-07-13,1150,58,579.6
facebook,2022-07-14,1079,55,548.2
facebook,2022-07-15,1209,61,602.4
facebook,2022-07-16,1575,79,779.8
facebook,2022-07-17,1181,59,585.1
facebook,2022-07-18,1340,68,686.2
facebook,2022-07-19,1392,70,689.1
facebook,2022-07-20,1236,63,628.2
facebook,2022-07-21,1538,78,777.3
facebook,2022-07-22,1247,63,628.5
facebook,2022-07-23,1193,60,607.2
facebook,2022-07-24,1293,65,640.2
facebook,2022-07-25,1385,69,694.3
facebook,2022-07-26,1364,69,693.7
facebook,2022-07-27,1211,61,622.1
facebook,2022-07-28,1129,56,567.1
facebook,2022-07-29,1324,67,663.6
facebook,2022-07-30,1178,59,586.3
facebook,2022-07-31,1260,63,623.2
facebook,2022-08-01,1394,71,707.2
facebook,2022-08-02,1102,55,530.7
facebook,2022-08-03,1159,57,588.6
facebook,2022-08-04,1345,68,677.3
facebook,2022-08-05,1256,63,617.4
facebook,2022-08-06,1340,67,678.5
facebook,2022-08-07,1247,62,613.1
facebook,2022-08-08,1375,69,710.7
facebook,2022-08-09,894,45,444.0
facebook,2022-08-10,1169,59,585.7
facebook,2022-08-11,1379,70,695.7
facebook,2022-08-12,939,48,480.7
facebook,2022-08-13,1031,52,512.6
facebook,2022-08-14,1406,71,706.3
facebook,2022-08-15,1225,62,626.2
facebook,2022-08-16,1114,54,536.6
facebook,2022-08-17,1452,72,723.3
facebook,2022-08-18,1327,64,623.6
facebook,2022-08-19,1207,61,610.1
facebook,2022-08-20,857,45,438.5
facebook,2022-08-21,1047,52,531.7
facebook,2022-08-22,1298,66,670.3
facebook,2022-08-23,1267,65,638.2
facebook,2022-08-24,1151,60,603.5
facebook,2022-08-25,1310,63,624.6
facebook,2022-08-26,1424,72,711.8
facebook,2022-08-27,1133,58,584.2
facebook,2022-08-28,1267,64,627.9
facebook,2022-08-29,1280,63,623.1
facebook,2022-08-30,1273,64,630.6
facebook,2022-08-31,954,48,469.0
facebook,2022-09-01,1295,66,649.1
facebook,2022-09-02,1390,69,677.7
facebook,2022-09-03,1418,70,694.9
facebook,2022-09-04,1303,66,665.6
facebook,2022-09-05,1087,56,545.3
facebook,2022-09-06,1345,68,684.2
facebook,2022-09-07,1532,78,787.4
facebook,2022-09-08,1139,55,537.4
facebook,2022-09-09,1135,55,547.6
facebook,2022-09-10,1418,69,692.6
facebook,2022-09-11,554,27,264.8
facebook,2022-09-12,696,35,351.9
facebook,2022-09-13,778,39,379.4
facebook,2022-09-14,714,36,372.4
facebook,2022-09-15,686,35,349.1
facebook,2022-09-16,609,29,297.6
facebook,2022-09-17,486,25,252.4
facebook,2022-09-18,612,30,287.9
facebook,2022-09-19,690,36,359.2
facebook,2022-09-20,545,27,274.7
facebook,2022-09-21,622,31,310.2
facebook,2022-09-22,729,36,354.9
facebook,2022-09-23,817,39,389.4
facebook,2022-09-24,665,33,338.7
facebook,2022-09-25,579,29,299.3
facebook,2022-09-26,723,35,328.3
facebook,2022-09-27,616,31,296.9
facebook,2022-09-28,633,32,316.2
facebook,2022-09-29,579,29,285.2
facebook,2022-09-30,727,38,387.4
facebook,2022-10-01,627,31,313.8
facebook,2022-10-02,711,36,359.7
facebook,2022-10-03,488,25,251.0
facebook,2022-10-04,676,35,336.5
facebook,2022-10-05,722,36,354.5
facebook,2022-10-06,577,29,293.9
facebook,2022-10-07,764,39,384.5
facebook,2022-10-08,497,24,232.8
facebook,2022-10-09,503,26,260.1
facebook,2022-10-10,860,44,433.9
facebook,2022-10-11,898,45,447.2
facebook,2022-10-12,609,31,305.6
facebook,2022-10-13,747,38,381.7
facebook,2022-10-14,642,32,316.0
facebook,2022-10-15,704,36,350.2
facebook,2022-10-16,520,27,271.6
facebook,2022-10-17,442,23,228.8
facebook,2022-10-18,838,41,407.6
facebook,2022-10-19,741,37,366.8
facebook,2022-10-20,502,26,257.9
facebook,2022-10-21,543,28,271.4
facebook,2022-10-22,603,31,320.1
facebook,2022-10-23,517,26,249.3
facebook,2022-10-24,673,34,333.0
facebook,2022-10-25,458,23,228.9
facebook,2022-10-26,693,36,347.8
facebook,2022-10-27,638,32,322.4
facebook,2022-10-28,472,23,220.2
facebook,2022-10-29,710,36,363.0
facebook,2022-10-30,804,40,395.5
facebook,2022-10-31,521,26,264.6
facebook,2022-11-01,750,37,383.6
facebook,2022-11-02,635,34,326.7
facebook,2022-11-03,624,32,323.9
facebook,2022-11-04,824,40,400.3
facebook,2022-11-05,673,34,336.3
facebook,2022-11-06,744,36,345.1
facebook,2022-11-07,715,36,360.4
facebook,2022-11-08,575,28,274.2
facebook,2022-11-09,741,37,366.3
facebook,2022-11-10,664,34,336.7
facebook,2022-11-11,824,41,416.4
facebook,2022-11-12,532,26,264.5
facebook,2022-11-13,612,31,308.6
facebook,2022-11-14,672,33,321.5
facebook,2022-11-15,527,27,268.4
facebook,2022-11-16,661,35,357.2
facebook,2022-11-17,736,37,377.6
facebook,2022-11-18,710,37,366.4
facebook,2022-11-19,753,38,371.8
facebook,2022-11-20,900,45,452.9
facebook,2022-11-21,795,39,384.7
facebook,2022-11-22,700,34,342.7
facebook,2022-11-23,1634,82,845.2
facebook,2022-11-24,1591,80,794.9
facebook,2022-11-25,1704,87,888.0
facebook,2022-11-26,1566,79,790.0
google,2020-01-03,96,7,21.3714285714286
google,2020-01-04,28,2,6.14285714285714
google,2020-01-05,78,5,14.0
google,2020-01-06,122,9,24.9142857142857
google,2020-01-07,43,3,8.4
google,2020-01-08,14,1,2.68571428571429
google,2020-01-09,54,4,11.1428571428571
google,2020-01-10,151,11,31.0285714285714
google,2020-01-11,104,7,20.8571428571429
google,2020-01-12,71,5,15.4
google,2020-01-13,124,9,24.7714285714286
google,2020-01-14,107,8,23.3428571428571
google,2020-01-15,145,10,28.0285714285714
google,2020-01-16,118,8,21.8285714285714
google,2020-01-17,135,9,27.6857142857143
google,2020-01-18,85,6,17.9142857142857
google,2020-01-19,120,8,22.6285714285714
google,2020-01-20,92,7,21.2
google,2020-01-21,108,8,23.5428571428571
google,2020-01-22,128,9,24.6571428571429
google,2020-01-23,186,13,38.2285714285714
google,2020-01-24,117,8,22.9142857142857
google,2020-01-25,125,9,26.2285714285714
google,2020-01-26,184,13,39.4857142857143
google,2020-01-27,146,10,29.8857142857143
google,2020-01-28,207,14,39.5142857142857
google,2020-01-29,213,15,42.5714285714286
google,2020-01-30,130,10,29.3714285714286
google,2020-01-31,258,18,53.5714285714286
google,2020-02-01,204,15,43.0571428571429
google,2020-02-02,112,8,23.8
google,2020-02-03,134,9,25.3714285714286
google,2020-02-04,77,6,17.1428571428571
google,2020-02-05,112,7,19.8285714285714
google,2020-02-06,156,11,32.5142857142857
google,2020-02-07,141,10,28.8285714285714
google,2020-02-08,85,6,17.0285714285714
google,2020-02-09,153,11,31.8
google,2020-02-10,204,14,37.1428571428571
google,2020-02-11,136,9,26.8
google,2020-02-12,206,14,39.0285714285714
google,2020-02-13,186,13,38.4
google,2020-02-14,92,6,17.9714285714286
google,2020-02-15,73,5,13.1428571428571
google,2020-02-16,118,9,27.1428571428571
google,2020-02-17,129,9,26.2571428571429
google,2020-02-18,134,9,26.9142857142857
google,2020-02-19,142,10,28.1142857142857
google,2020-02-20,318,22,62.6285714285714
google,2020-02-21,184,13,36.7142857142857
google,2020-02-22,240,17,46.0
google,2020-02-23,93,6,16.4285714285714
google,2020-02-24,213,15,43.1142857142857
google,2020-02-25,186,13,36.8857142857143
google,2020-02-26,167,12,32.6857142857143
google,2020-02-27,203,14,41.1428571428571
google,2020-02-28,102,7,20.1142857142857
google,2020-02-29,114,9,26.3142857142857
google,2020-03-01,63,5,14.8285714285714
google,2020-03-02,78,6,19.0285714285714
google,2020-03-03,219,16,45.8
google,2020-03-04,227,16,45.3714285714286
google,2020-03-05,150,11,30.1714285714286
google,2020-03-06,198,14,39.5428571428571
google,2020-03-07,190,13,37.4571428571429
google,2020-03-08,218,15,42.0285714285714
google,2020-03-09,196,13,37.6285714285714
google,2020-03-10,189,13,37.6
google,2020-03-11,224,15,41.5428571428571
google,2020-03-12,122,8,21.3714285714286
google,2020-03-13,285,20,56.2
google,2020-03-14,162,11,29.5142857142857
google,2020-03-15,255,18,49.0857142857143
google,2020-03-16,235,17,48.8285714285714
google,2020-03-17,139,10,27.6285714285714
google,2020-03-18,229,17,48.0571428571429
google,2020-03-19,153,10,28.5142857142857
google,2020-03-20,250,17,47.2
google,2020-03-21,307,21,59.3428571428571
google,2020-03-22,159,12,32.4857142857143
google,2020-03-23,302,21,58.4571428571429
google,2020-03-24,303,21,59.5714285714286
google,2020-03-25,125,9,25.7142857142857
google,2020-03-26,201,14,40.4857142857143
google,2020-03-27,151,11,30.6285714285714
google,2020-03-28,160,12,32.5142857142857
google,2020-03-29,346,24,68.4857142857143
google,2020-03-30,197,14,39.2285714285714
google,2020-03-31,258,18,52.4285714285714
google,2020-04-01,354,25,70.5714285714286
google,2020-04-02,234,16,44.6285714285714
google,2020-04-03,108,8,21.4
google,2020-04-04,91,6,19.0285714285714
google,2020-04-05,289,20,60.1428571428571
google,2020-04-06,212,15,42.7428571428571
google,2020-04-07,177,12,35.7428571428571
google,2020-04-08,312,22,61.6571428571429
google,2020-04-09,212,15,42.6857142857143
google,2020-04-10,235,17,48.6857142857143
google,2020-04-11,200,14,42.4857142857143
google,2020-04-12,260,18,52.1142857142857
google,2020-04-13,108,8,22.5714285714286
google,2020-04-14,234,16,47.3714285714286
google,2020-04-15,231,16,46.0285714285714
google,2020-04-16,199,14,38.6571428571429
google,2020-04-17,184,13,34.1714285714286
google,2020-04-18,137,10,28.4
google,2020-04-19,240,16,46.1428571428571
google,2020-04-20,255,18,51.3142857142857
google,2020-04-21,143,10,27.3428571428571
google,2020-04-22,227,16,46.6571428571429
google,2020-04-23,293,21,59.2857142857143
google,2020-04-24,280,20,56.0285714285714
google,2020-04-25,294,20,53.8285714285714
google,2020-04-26,275,20,57.6857142857143
google,2020-04-27,262,19,56.3428571428571
google,2020-04-28,252,17,46.6
google,2020-04-29,407,28,79.3714285714286
google,2020-04-30,206,15,42.5428571428571
google,2020-05-01,206,15,43.2857142857143
google,2020-05-02,213,14,39.9142857142857
google,2020-05-03,235,16,44.0857142857143
google,2020-05-04,141,10,29.5428571428571
google,2020-05-05,345,24,66.1714285714286
google,2020-05-06,281,20,58.2571428571429
google,2020-05-07,274,19,56.0
google,2020-05-08,196,14,38.0
google,2020-05-09,257,18,51.0285714285714
google,2020-05-10,291,21,58.5714285714286
google,2020-05-11,291,21,60.3428571428571
google,2020-05-12,257,18,52.7142857142857
google,2020-05-13,248,17,50.8857142857143
google,2020-05-14,257,18,50.6857142857143
google,2020-05-15,370,25,70.0857142857143
google,2020-05-16,253,17,47.4857142857143
google,2020-05-17,305,21,58.7142857142857
google,2020-05-18,178,12,34.3142857142857
google,2020-05-19,224,16,46.6571428571429
google,2020-05-20,291,20,55.8857142857143
google,2020-05-21,317,22,61.1142857142857
google,2020-05-22,296,21,58.6285714285714
google,2020-05-23,366,25,71.2
google,2020-05-24,284,20,57.6857142857143
google,2020-05-25,207,15,41.3714285714286
google,2020-05-26,290,20,58.5428571428571
google,2020-05-27,368,26,80.3714285714286
google,2020-05-28,286,21,59.0571428571429
google,2020-05-29,357,25,71.2857142857143
google,2020-05-30,360,25,70.3428571428571
google,2020-05-31,268,19,53.3714285714286
google,2020-06-01,375,26,72.6285714285714
google,2020-06-02,194,13,37.1142857142857
google,2020-06-03,278,20,56.7428571428571
google,2020-06-04,269,19,51.5428571428571
google,2020-06-05,337,24,67.3714285714286
google,2020-06-06,337,24,69.7714285714286
google,2020-06-07,177,12,34.0285714285714
google,2020-06-08,440,30,85.4857142857143
google,2020-06-09,229,16,45.6285714285714
google,2020-06-10,298,21,59.4285714285714
google,2020-06-11,247,17,48.1428571428571
google,2020-06-12,321,23,66.9714285714286
google,2020-06-13,402,29,83.1428571428571
google,2020-06-14,337,24,68.7428571428571
google,2020-06-15,139,10,29.6285714285714
google,2020-06-16,386,27,79.0857142857143
google,2020-06-17,381,27,76.6
google,2020-06-18,392,27,75.6571428571429
google,2020-06-19,197,14,40.4285714285714
google,2020-06-20,318,22,62.2
google,2020-06-21,209,15,42.4285714285714
google,2020-06-22,346,24,68.7142857142857
google,2020-06-23,410,29,79.5428571428571
google,2020-06-24,287,20,61.0285714285714
google,2020-06-25,397,29,83.9714285714286
google,2020-06-26,216,15,44.2
google,2020-06-27,218,16,45.7428571428571
google,2020-06-28,342,24,66.0285714285714
google,2020-06-29,230,17,49.4285714285714
google,2020-06-30,242,17,46.4
google,2020-07-01,334,24,68.2285714285714
google,2020-07-02,402,28,77.4571428571429
google,2020-07-03,449,32,91.4857142857143
google,2020-07-04,288,20,55.3428571428571
google,2020-07-05,242,17,48.5142857142857
google,2020-07-06,397,28,83.0571428571429
google,2020-07-07,291,21,57.9142857142857
google,2020-07-08,379,26,74.1428571428571
google,2020-07-09,380,27,78.0571428571429
google,2020-07-10,334,23,66.0
google,2020-07-11,361,26,72.6285714285714
google,2020-07-12,222,16,46.8
google,2020-07-13,335,24,69.2571428571429
google,2020-07-14,242,17,50.2571428571429
google,2020-07-15,289,20,57.2571428571429
google,2020-07-16,367,26,75.4857142857143
google,2020-07-17,389,28,77.7428571428571
google,2020-07-18,290,21,60.7714285714286
google,2020-07-19,340,23,66.3428571428571
google,2020-07-20,380,27,78.7142857142857
google,2020-07-21,296,20,57.9142857142857
google,2020-07-22,292,21,60.3714285714286
google,2020-07-23,350,24,68.6857142857143
google,2020-07-24,337,24,67.0571428571429
google,2020-07-25,461,33,98.5142857142857
google,2020-07-26,235,17,46.8285714285714
google,2020-07-27,241,17,48.3142857142857
google,2020-07-28,185,12,33.0
google,2020-07-29,386,26,72.3714285714286
google,2020-07-30,272,18,51.8857142857143
google,2020-07-31,253,18,50.3142857142857
google,2020-08-01,341,24,66.9428571428572
google,2020-08-02,377,27,73.6571428571429
google,2020-08-03,409,29,81.6
google,2020-08-04,197,15,42.2285714285714
google,2020-08-05,442,32,92.3428571428571
google,2020-08-06,378,26,73.8285714285714
google,2020-08-07,375,28,84.1714285714286
google,2020-08-08,310,23,66.8857142857143
google,2020-08-09,282,20,55.7142857142857
google,2020-08-10,427,30,88.8285714285714
google,2020-08-11,312,22,66.3142857142857
google,2020-08-12,399,28,78.8857142857143
google,2020-08-13,472,34,98.1142857142857
google,2020-08-14,308,21,59.4571428571429
google,2020-08-15,314,22,60.7428571428571
google,2020-08-16,395,29,81.7714285714286
google,2020-08-17,317,23,65.9714285714286
google,2020-08-18,350,24,69.4
google,2020-08-19,234,17,48.9428571428571
google,2020-08-20,298,21,61.8571428571429
google,2020-08-21,256,18,52.4857142857143
google,2020-08-22,319,23,64.4571428571429
google,2020-08-23,215,15,42.6
google,2020-08-24,314,22,61.0857142857143
google,2020-08-25,462,32,86.5714285714286
google,2020-08-26,283,21,59.9714285714286
google,2020-08-27,309,22,60.8285714285714
google,2020-08-28,273,20,55.8285714285714
google,2020-08-29,238,17,46.1714285714286
google,2020-08-30,297,21,59.9428571428571
google,2020-08-31,381,26,71.7142857142857
google,2020-09-01,282,20,55.3714285714286
google,2020-09-02,397,27,81.0857142857143
google,2020-09-03,436,30,84.7714285714286
google,2020-09-04,270,19,53.6571428571429
google,2020-09-05,282,20,59.5714285714286
google,2020-09-06,337,25,68.6857142857143
google,2020-09-07,340,24,67.9142857142857
google,2020-09-08,287,21,60.8285714285714
google,2020-09-09,196,13,37.6857142857143
google,2020-09-10,346,24,66.4
google,2020-09-11,312,22,64.3142857142857
google,2020-09-12,370,26,71.2857142857143
google,2020-09-13,213,15,42.3714285714286
google,2020-09-14,384,27,76.7142857142857
google,2020-09-15,203,14,40.3714285714286
google,2020-09-16,388,27,76.5142857142857
google,2020-09-17,429,30,86.9714285714286
google,2020-09-18,424,29,82.6
google,2020-09-19,228,16,48.1428571428571
google,2020-09-20,403,27,76.5714285714286
google,2020-09-21,395,29,80.9428571428572
google,2020-09-22,325,23,64.2
google,2020-09-23,302,21,59.3714285714286
google,2020-09-24,380,28,78.1142857142857
google,2020-09-25,345,24,68.8285714285714
google,2020-09-26,340,26,73.0
google,2020-09-27,340,24,66.8285714285714
google,2020-09-28,319,22,61.8
google,2020-09-29,377,26,75.0571428571429
google,2020-09-30,454,31,84.7142857142857
google,2020-10-01,331,24,68.0285714285714
google,2020-10-02,319,22,62.3142857142857
google,2020-10-03,449,32,93.5428571428571
google,2020-10-04,338,23,64.7428571428571
google,2020-10-05,174,13,37.8285714285714
google,2020-10-06,348,25,74.6285714285714
google,2020-10-07,424,29,82.0857142857143
google,2020-10-08,325,22,61.2
google,2020-10-09,260,18,53.2571428571429
google,2020-10-10,234,17,48.2571428571429
google,2020-10-11,361,25,69.6285714285714
google,2020-10-12,451,32,88.9714285714286
google,2020-10-13,359,25,69.2857142857143
google,2020-10-14,335,23,63.0571428571429
google,2020-10-15,302,22,60.5428571428571
google,2020-10-16,251,17,45.8285714285714
google,2020-10-17,420,30,84.7428571428571
google,2020-10-18,310,22,60.8857142857143
google,2020-10-19,493,35,96.1714285714286
google,2020-10-20,224,16,44.8
google,2020-10-21,348,24,69.7428571428571
google,2020-10-22,284,20,57.3714285714286
google,2020-10-23,344,24,67.9428571428572
google,2020-10-24,436,31,89.0
google,2020-10-25,276,19,54.6571428571429
google,2020-10-26,292,21,58.0
google,2020-10-27,342,24,68.8285714285714
google,2020-10-28,266,19,53.4285714285714
google,2020-10-29,430,31,91.1714285714286
google,2020-10-30,390,27,78.9714285714286
google,2020-10-31,291,21,59.1142857142857
google,2020-11-01,337,23,64.9714285714286
google,2020-11-02,368,26,76.6285714285714
google,2020-11-03,353,25,70.4
google,2020-11-04,346,25,70.2285714285714
google,2020-11-05,391,28,76.8857142857143
google,2020-11-06,372,26,73.6571428571429
google,2020-11-07,350,25,71.4571428571429
google,2020-11-08,338,23,64.3714285714286
google,2020-11-09,497,34,98.5142857142857
google,2020-11-10,487,34,96.3714285714286
google,2020-11-11,356,25,73.4285714285714
google,2020-11-12,316,23,63.7428571428571
google,2020-11-13,353,24,65.9714285714286
google,2020-11-14,289,20,55.0285714285714
google,2020-11-15,340,23,64.4857142857143
google,2020-11-16,281,20,58.0
google,2020-11-17,291,21,58.2
google,2020-11-18,392,27,73.7142857142857
google,2020-11-19,504,35,98.2
google,2020-11-20,465,32,89.7428571428571
google,2020-11-21,404,28,79.1714285714286
google,2020-11-22,383,28,76.8285714285714
google,2020-11-23,465,33,96.4285714285714
google,2020-11-24,305,22,62.8571428571429
google,2020-11-25,355,25,68.4
google,2020-11-26,510,36,102.228571428571
google,2020-11-27,213,16,43.6
google,2020-11-28,276,18,50.6285714285714
google,2020-11-29,375,26,75.1142857142857
google,2020-11-30,528,37,102.628571428571
google,2020-12-01,360,25,70.9142857142857
google,2020-12-02,395,28,77.4857142857143
google,2020-12-03,304,22,63.5142857142857
google,2020-12-04,309,21,60.8
google,2020-12-05,329,23,65.8285714285714
google,2020-12-06,367,26,75.6857142857143
google,2020-12-07,464,32,91.5714285714286
google,2020-12-08,220,15,43.4571428571429
google,2020-12-09,270,19,55.2571428571429
google,2020-12-10,231,16,44.8
google,2020-12-11,360,25,68.2
google,2020-12-12,403,28,80.6285714285714
google,2020-12-13,350,25,68.8285714285714
google,2020-12-14,505,35,98.9428571428572
google,2020-12-15,251,17,46.8571428571429
google,2020-12-16,579,41,116.171428571429
google,2020-12-17,359,25,70.0571428571429
google,2020-12-18,332,23,67.3714285714286
google,2020-12-19,509,36,100.171428571429
google,2020-12-20,533,37,106.428571428571
google,2020-12-21,423,29,80.6857142857143
google,2020-12-22,339,23,64.9428571428572
google,2020-12-23,146,10,28.1142857142857
google,2020-12-24,415,29,82.3142857142857
google,2020-12-25,327,23,65.3714285714286
google,2020-12-26,280,20,57.2857142857143
google,2020-12-27,399,28,77.6
google,2020-12-28,466,32,90.2
google,2020-12-29,419,31,89.3142857142857
google,2020-12-30,313,22,63.7714285714286
google,2020-12-31,350,24,70.0285714285714
google,2021-01-01,516,37,105.371428571429
google,2021-01-02,358,25,67.8571428571429
google,2021-01-03,369,26,71.4285714285714
google,2021-01-04,384,27,74.4857142857143
google,2021-01-05,449,32,89.6285714285714
google,2021-01-06,428,30,85.3714285714286
google,2021-01-07,342,23,64.6
google,2021-01-08,449,31,92.2285714285714
google,2021-01-09,426,30,85.1142857142857
google,2021-01-10,366,24,68.0857142857143
google,2021-01-11,382,26,73.4
google,2021-01-12,327,23,66.2571428571429
google,2021-01-13,302,22,62.0571428571429
google,2021-01-14,442,31,91.3142857142857
google,2021-01-15,444,32,92.8
google,2021-01-16,494,34,95.5142857142857
google,2021-01-17,459,32,91.9142857142857
google,2021-01-18,308,21,59.4
google,2021-01-19,169,12,34.5428571428571
google,2021-01-20,365,26,72.4571428571429
google,2021-01-21,297,21,59.8
google,2021-01-22,304,21,59.0285714285714
google,2021-01-23,279,20,56.2285714285714
google,2021-01-24,283,20,60.0
google,2021-01-25,316,22,65.1142857142857
google,2021-01-26,350,24,65.2571428571429
google,2021-01-27,336,23,65.1142857142857
google,2021-01-28,288,20,53.9428571428571
google,2021-01-29,261,18,50.5428571428571
google,2021-01-30,204,15,41.7428571428571
google,2021-01-31,310,22,61.7142857142857
google,2021-02-01,228,17,45.2857142857143
google,2021-02-02,215,15,41.9142857142857
google,2021-02-03,318,22,63.8857142857143
google,2021-02-04,283,20,56.7142857142857
google,2021-02-05,277,20,59.5142857142857
google,2021-02-06,245,17,48.8571428571429
google,2021-02-07,275,19,55.2857142857143
google,2021-02-08,241,17,50.0571428571429
google,2021-02-09,331,24,68.1714285714286
google,2021-02-10,264,18,53.7428571428571
google,2021-02-11,161,12,34.2857142857143
google,2021-02-12,258,19,54.9428571428571
google,2021-02-13,238,17,46.8285714285714
google,2021-02-14,264,19,53.0571428571429
google,2021-02-15,355,25,73.0571428571429
google,2021-02-16,282,20,57.3714285714286
google,2021-02-17,296,22,61.2857142857143
google,2021-02-18,344,24,69.5714285714286
google,2021-02-19,411,28,78.3714285714286
google,2021-02-20,297,20,54.7714285714286
google,2021-02-21,317,22,61.3142857142857
google,2021-02-22,354,25,73.3142857142857
google,2021-02-23,211,15,41.9428571428571
google,2021-02-24,252,17,47.1428571428571
google,2021-02-25,285,20,56.5142857142857
google,2021-02-26,354,25,67.8857142857143
google,2021-02-27,308,21,60.1428571428571
google,2021-02-28,345,24,71.0
google,2021-03-01,272,19,54.1142857142857
google,2021-03-02,276,19,54.9428571428571
google,2021-03-03,300,22,61.8285714285714
google,2021-03-04,310,21,58.4571428571429
google,2021-03-05,292,20,56.0
google,2021-03-06,389,27,76.2571428571429
google,2021-03-07,313,23,65.6285714285714
google,2021-03-08,207,15,43.1428571428571
google,2021-03-09,383,27,77.4857142857143
google,2021-03-10,289,21,64.0571428571429
google,2021-03-11,242,17,45.6857142857143
google,2021-03-12,226,16,44.8
google,2021-03-13,286,21,61.7714285714286
google,2021-03-14,254,18,49.7142857142857
google,2021-03-15,356,26,76.2857142857143
google,2021-03-16,382,27,77.2
google,2021-03-17,359,25,71.8857142857143
google,2021-03-18,355,24,67.5428571428571
google,2021-03-19,310,22,62.2285714285714
google,2021-03-20,341,23,64.8571428571429
google,2021-03-21,241,17,48.1142857142857
google,2021-03-22,187,13,34.7714285714286
google,2021-03-23,351,26,72.6285714285714
google,2021-03-24,310,22,62.8285714285714
google,2021-03-25,230,16,46.5714285714286
google,2021-03-26,194,14,41.4857142857143
google,2021-03-27,251,17,46.1714285714286
google,2021-03-28,205,14,40.2285714285714
google,2021-03-29,326,22,61.1714285714286
google,2021-03-30,334,23,65.8571428571429
google,2021-03-31,318,21,59.7428571428571
google,2021-04-01,439,31,86.6285714285714
google,2021-04-02,330,23,67.7142857142857
google,2021-04-03,268,19,54.7428571428571
google,2021-04-04,348,25,71.5428571428571
google,2021-04-05,261,18,53.5714285714286
google,2021-04-06,335,24,67.4857142857143
google,2021-04-07,416,29,80.2571428571429
google,2021-04-08,345,24,67.3428571428571
google,2021-04-09,407,29,81.2857142857143
google,2021-04-10,335,23,64.7428571428571
google,2021-04-11,264,19,56.5714285714286
google,2021-04-12,276,19,55.0571428571429
google,2021-04-13,262,18,47.6285714285714
google,2021-04-14,404,28,80.7714285714286
google,2021-04-15,274,19,54.5428571428571
google,2021-04-16,268,19,56.7428571428571
google,2021-04-17,242,17,47.9428571428571
google,2021-04-18,290,21,59.6857142857143
google,2021-04-19,305,22,63.0
google,2021-04-20,228,16,47.2571428571429
google,2021-04-21,345,24,69.1142857142857
google,2021-04-22,286,20,56.6571428571429
google,2021-04-23,241,17,46.1142857142857
google,2021-04-24,226,16,44.2285714285714
google,2021-04-25,267,19,55.6857142857143
google,2021-04-26,230,17,49.0
google,2021-04-27,271,19,55.6571428571429
google,2021-04-28,204,14,39.4
google,2021-04-29,189,13,36.7714285714286
google,2021-04-30,245,17,48.0857142857143
google,2021-05-01,163,12,34.9714285714286
google,2021-05-02,187,13,37.2571428571429
google,2021-05-03,138,10,28.0
google,2021-05-04,172,12,36.7142857142857
google,2021-05-05,169,12,34.2857142857143
google,2021-05-06,124,9,25.8857142857143
google,2021-05-07,100,7,18.8
google,2021-05-08,177,12,34.3714285714286
google,2021-05-09,181,12,33.1428571428571
google,2021-05-10,138,10,28.6285714285714
google,2021-05-11,240,16,46.0857142857143
google,2021-05-12,172,12,35.0857142857143
google,2021-05-13,80,6,16.4285714285714
google,2021-05-14,174,12,34.7142857142857
google,2021-05-15,244,17,48.8285714285714
google,2021-05-16,227,16,44.5142857142857
google,2021-05-17,134,9,25.9428571428571
google,2021-05-18,177,12,33.4571428571429
google,2021-05-19,146,10,28.9142857142857
google,2021-05-20,161,11,32.4571428571429
google,2021-05-21,236,16,45.1142857142857
google,2021-05-22,251,18,54.6571428571429
google,2021-05-23,107,8,23.3428571428571
google,2021-05-24,153,11,32.6285714285714
google,2021-05-25,202,14,39.0571428571429
google,2021-05-26,159,11,30.6571428571429
google,2021-05-27,165,12,33.0285714285714
google,2021-05-28,142,10,28.4285714285714
google,2021-05-29,196,14,39.1714285714286
google,2021-05-30,184,13,38.8857142857143
google,2021-05-31,165,12,33.4571428571429
google,2021-06-01,136,10,25.9142857142857
google,2021-06-02,154,11,31.2571428571429
google,2021-06-03,201,14,36.4285714285714
google,2021-06-04,129,9,26.4857142857143
google,2021-06-05,137,10,27.8285714285714
google,2021-06-06,112,8,23.6857142857143
google,2021-06-07,196,14,37.7714285714286
google,2021-06-08,130,9,25.2571428571429
google,2021-06-09,143,10,27.0571428571429
google,2021-06-10,240,17,49.0857142857143
google,2021-06-11,191,13,33.8
google,2021-06-12,150,11,30.5142857142857
google,2021-06-13,236,17,48.2857142857143
google,2021-06-14,136,10,29.0571428571429
google,2021-06-15,214,15,42.3428571428571
google,2021-06-16,213,15,42.7428571428571
google,2021-06-17,154,11,31.9142857142857
google,2021-06-18,90,7,18.8857142857143
google,2021-06-19,190,13,37.2285714285714
google,2021-06-20,155,11,31.6857142857143
google,2021-06-21,203,14,41.9142857142857
google,2021-06-22,185,14,40.2
google,2021-06-23,158,11,32.4571428571429
google,2021-06-24,134,9,24.3142857142857
google,2021-06-25,186,12,32.7142857142857
google,2021-06-26,267,19,55.1428571428571
google,2021-06-27,197,14,40.8857142857143
