"payment_id","user_id","created_at","payment_sum"
6829,2264,2021-01-17 07:02:39.000,38.88
6833,2589,2021-01-17 09:16:52.000,44.22
6836,2020,2021-01-17 10:20:16.000,28.68
6837,2041,2021-01-17 11:19:57.000,22.66
6838,1909,2021-01-17 12:05:29.000,21.89
6839,2096,2021-01-17 14:02:08.000,41.9
6840,2591,2021-01-17 15:52:09.000,14.95
6842,38,2021-01-17 16:55:40.000,29.06
6843,2374,2021-01-17 18:23:46.000,57.99
6844,2592,2021-01-17 18:58:53.000,12.13
6846,2593,2021-01-17 20:21:26.000,23.84
6848,139,2021-01-17 21:13:27.000,19.11
6850,1571,2021-01-17 22:13:24.000,18.93
6853,2594,2021-01-18 02:52:38.000,23.64
6854,1767,2021-01-18 02:58:46.000,15.29
6858,2597,2021-01-18 08:13:58.000,49.38
6860,1975,2021-01-18 08:38:51.000,29.73
6861,2013,2021-01-18 08:58:08.000,19.63
6863,1264,2021-01-18 09:44:13.000,10.46
6866,2599,2021-01-18 14:29:33.000,23.03
6867,2099,2021-01-18 14:46:34.000,16.66
6868,1013,2021-01-18 16:36:20.000,24.33
6870,1282,2021-01-18 17:46:50.000,13.89
6871,2101,2021-01-18 19:03:01.000,21.06
6876,2440,2021-01-18 21:54:28.000,9.82
6877,2601,2021-01-18 22:07:55.000,15.16
6878,1371,2021-01-18 23:30:08.000,22.84
6883,2603,2021-01-19 02:24:09.000,23.4
6885,2604,2021-01-19 05:08:35.000,89.36
6887,2098,2021-01-19 07:00:55.000,10.63
6889,2113,2021-01-19 08:50:36.000,13.14
6892,2171,2021-01-19 09:35:30.000,18.21
6893,420,2021-01-19 09:57:12.000,15.07
6894,213,2021-01-19 10:27:26.000,47.07
6895,2594,2021-01-19 10:51:36.000,21.28
6897,1354,2021-01-19 14:04:37.000,29.42
6899,286,2021-01-19 15:14:12.000,13.07
6898,2607,2021-01-19 15:28:12.000,67.79
6901,2608,2021-01-19 17:04:34.000,48.26
6903,1648,2021-01-19 19:04:10.000,13.26
6904,363,2021-01-19 19:59:25.000,13.29
6905,1423,2021-01-19 20:09:35.000,21.99
6906,2609,2021-01-19 21:33:35.000,23.64
6911,1345,2021-01-20 02:24:56.000,23.49
6912,2610,2021-01-20 02:38:23.000,60.72
6914,2611,2021-01-20 06:04:38.000,15.7
6915,2316,2021-01-20 07:15:30.000,27.33
6916,2612,2021-01-20 08:52:47.000,33.54
6918,2489,2021-01-20 10:24:14.000,21.61
6921,1055,2021-01-20 13:08:08.000,12.02
6922,724,2021-01-20 13:15:09.000,21.14
6924,2614,2021-01-20 15:22:20.000,12.71
6925,2615,2021-01-20 16:29:19.000,19.11
6928,868,2021-01-20 20:15:16.000,12.63
6929,1293,2021-01-20 21:24:33.000,23.49
6930,2107,2021-01-20 21:25:47.000,21.14
6931,2354,2021-01-20 22:14:06.000,11.26
6932,2616,2021-01-21 00:18:15.000,23.13
6933,1160,2021-01-21 00:25:30.000,24.5
6935,1585,2021-01-21 03:44:26.000,17.24
6937,1578,2021-01-21 04:34:38.000,24.85
6938,1625,2021-01-21 05:55:29.000,13.84
6939,2617,2021-01-21 07:05:24.000,16.15
6940,2124,2021-01-21 07:08:37.000,16.91
6941,2048,2021-01-21 08:34:49.000,67.17
6942,2517,2021-01-21 09:30:36.000,52.49
6944,1906,2021-01-21 12:30:26.000,21.06
6945,1349,2021-01-21 13:27:43.000,11.32
6948,321,2021-01-21 13:48:58.000,20.91
6949,2618,2021-01-21 13:58:18.000,15.26
6953,1542,2021-01-21 20:10:34.000,13.76
6957,1976,2021-01-21 23:13:15.000,9.6
6958,557,2021-01-21 23:17:36.000,16.07
6959,1157,2021-01-21 23:29:53.000,10.43
6961,2591,2021-01-22 02:13:53.000,16.3
6962,2444,2021-01-22 02:19:15.000,19.11
6963,2511,2021-01-22 02:52:52.000,24.63
6964,2276,2021-01-22 03:08:39.000,24.12
6965,2621,2021-01-22 04:21:51.000,10.75
6966,2622,2021-01-22 04:53:02.000,13.28
6967,2464,2021-01-22 07:06:06.000,93.05
6969,1781,2021-01-22 07:06:51.000,19.7
6971,1834,2021-01-22 08:24:21.000,36
6972,1411,2021-01-22 08:59:44.000,32.25
6973,2623,2021-01-22 09:24:58.000,16.47
6974,2588,2021-01-22 11:08:34.000,53.36
6975,2624,2021-01-22 11:10:42.000,10.05
6976,700,2021-01-22 13:21:31.000,25.51
6980,1721,2021-01-22 18:05:29.000,36.21
6982,2627,2021-01-22 18:22:24.000,42.28
6981,2626,2021-01-22 18:26:27.000,31.41
6985,2127,2021-01-22 20:28:39.000,70.68
6989,2628,2021-01-22 23:07:10.000,12.36
6990,2629,2021-01-22 23:07:19.000,12.58
6991,1659,2021-01-22 23:36:32.000,12.6
6993,1763,2021-01-23 04:29:33.000,14.91
6996,2631,2021-01-23 08:50:31.000,15.7
6997,2632,2021-01-23 09:27:29.000,21.05
7001,2633,2021-01-23 14:14:30.000,12.31
7002,2485,2021-01-23 17:10:32.000,48.14
7003,2634,2021-01-23 17:20:59.000,27.67
7005,2014,2021-01-23 18:55:44.000,14.07
7006,1672,2021-01-23 19:03:35.000,22.57
7008,1757,2021-01-23 22:43:06.000,21.22
7011,2078,2021-01-24 02:21:23.000,17.53
7015,2639,2021-01-24 06:52:15.000,13.4
7016,2640,2021-01-24 09:26:24.000,17.42
7022,1712,2021-01-24 17:37:08.000,9.56
7023,2065,2021-01-24 19:55:05.000,36.55
7026,1404,2021-01-24 22:06:34.000,12.74
7029,2327,2021-01-25 00:01:00.000,22.42
7031,2479,2021-01-25 00:24:39.000,22.42
7032,711,2021-01-25 01:30:17.000,24.41
7033,2264,2021-01-25 01:30:18.000,11.72
7034,808,2021-01-25 02:20:50.000,19.06
7036,1184,2021-01-25 04:08:01.000,14.67
7040,180,2021-01-25 08:03:40.000,9.15
7041,83,2021-01-25 08:04:47.000,10.8
7042,2412,2021-01-25 09:24:24.000,16.33
7045,2217,2021-01-25 09:56:24.000,14.07
7046,2646,2021-01-25 10:47:42.000,11.89
7047,1178,2021-01-25 10:58:14.000,70.42
7048,2647,2021-01-25 11:39:36.000,60.16
7051,2131,2021-01-25 12:33:09.000,102.63
7052,1525,2021-01-25 14:23:35.000,38.69
7053,2649,2021-01-25 15:17:13.000,46.74
7054,2054,2021-01-25 17:55:55.000,22.46
7055,2650,2021-01-25 18:04:09.000,12.47
7057,2223,2021-01-25 19:19:33.000,12.37
7058,2538,2021-01-25 19:24:35.000,22.33
7059,1573,2021-01-25 19:41:26.000,24.86
7056,93,2021-01-25 19:43:19.000,79.9
7062,2385,2021-01-25 21:38:06.000,9.52
7066,1325,2021-01-26 02:03:01.000,12.97
7065,2652,2021-01-26 02:09:20.000,28.87
7067,2653,2021-01-26 02:37:01.000,44.66
7068,2426,2021-01-26 04:22:36.000,17.24
7069,673,2021-01-26 04:34:18.000,30.14
7070,2654,2021-01-26 04:47:19.000,9.83
7073,841,2021-01-26 09:44:28.000,66.06
7074,2344,2021-01-26 09:51:18.000,24.03
7075,2187,2021-01-26 11:50:57.000,38.28
7076,2655,2021-01-26 12:07:10.000,24.1
7077,2274,2021-01-26 13:06:17.000,66.17
7079,2656,2021-01-26 14:06:16.000,18.86
7083,1447,2021-01-26 16:56:44.000,30.67
7084,2657,2021-01-26 20:33:11.000,22.41
7087,267,2021-01-27 01:31:58.000,17.59
7088,2584,2021-01-27 01:57:37.000,10.26
7090,2660,2021-01-27 04:11:31.000,11.85
7094,2661,2021-01-27 10:10:12.000,47.6
7095,2662,2021-01-27 11:12:12.000,13.76
7096,2663,2021-01-27 11:15:20.000,14.98
7097,2664,2021-01-27 11:25:30.000,23.98
7099,2386,2021-01-27 12:10:58.000,18.39
7101,2665,2021-01-27 13:10:49.000,18.8
7100,2505,2021-01-27 13:14:18.000,24.69
7104,2615,2021-01-27 14:30:59.000,17.42
7103,1350,2021-01-27 14:35:20.000,36.6
7105,2666,2021-01-27 17:30:19.000,12.37
7106,1088,2021-01-27 17:38:28.000,14.66
7107,2131,2021-01-27 18:03:11.000,49.44
7109,2667,2021-01-27 20:20:31.000,17.42
7112,2154,2021-01-28 00:18:56.000,11.03
7113,2549,2021-01-28 00:51:36.000,11.1
7114,844,2021-01-28 02:46:28.000,10.05
7115,1926,2021-01-28 03:58:02.000,18.61
7116,2437,2021-01-28 05:12:09.000,10.06
7120,2672,2021-01-28 13:54:59.000,9.12
7121,2248,2021-01-28 13:55:32.000,33.72
7124,2674,2021-01-28 15:18:43.000,32.04
7125,1025,2021-01-28 16:22:33.000,73.64
7127,281,2021-01-28 19:39:01.000,11.65
7128,326,2021-01-28 20:43:35.000,54.53
7132,685,2021-01-29 00:34:11.000,39.95
7131,226,2021-01-29 00:38:30.000,58.5
7134,2677,2021-01-29 00:57:12.000,10.89
7137,1578,2021-01-29 01:31:02.000,17.05
7138,2524,2021-01-29 01:37:37.000,45.22
7139,2678,2021-01-29 06:05:27.000,22.78
7140,2679,2021-01-29 06:12:35.000,16.54
7143,2680,2021-01-29 10:56:10.000,44.94
7150,2683,2021-01-29 13:13:25.000,16.16
7154,2684,2021-01-29 18:44:51.000,22.04
7157,1705,2021-01-29 20:57:35.000,11.85
7158,1346,2021-01-29 21:02:53.000,24.41
7159,453,2021-01-29 22:15:11.000,13.09
7162,2686,2021-01-30 00:40:41.000,22.63
7163,2537,2021-01-30 01:45:40.000,17.79
7165,2687,2021-01-30 09:28:52.000,60.68
7167,1368,2021-01-30 11:46:38.000,36.36
7168,2688,2021-01-30 11:52:02.000,9.78
7170,2689,2021-01-30 11:58:46.000,20.08
7172,2691,2021-01-30 12:28:10.000,24.57
7173,1911,2021-01-30 15:55:45.000,15.04
7175,481,2021-01-30 17:13:33.000,33.55
7176,687,2021-01-30 17:49:20.000,10.17
7177,2116,2021-01-30 17:49:56.000,12.13
7178,2693,2021-01-30 18:15:04.000,14.96
7179,1993,2021-01-30 19:47:42.000,12.07
7184,2696,2021-01-30 23:22:54.000,43.68
7185,1612,2021-01-31 00:00:01.000,16.33
7186,2697,2021-01-31 00:40:32.000,9.43
7190,2145,2021-01-31 04:17:38.000,43.1
7192,1486,2021-01-31 05:03:43.000,31.52
7194,2228,2021-01-31 08:11:33.000,11.94
7195,1264,2021-01-31 10:38:58.000,41.21
7196,1379,2021-01-31 12:21:20.000,24.06
7197,2700,2021-01-31 13:37:51.000,18.46
7201,1678,2021-01-31 19:20:20.000,15.04
7204,2703,2021-01-31 20:30:42.000,24.34
7205,1816,2021-01-31 21:34:13.000,15.42
7206,2704,2021-01-31 21:47:29.000,16.37
7208,1109,2021-01-31 23:15:57.000,12.82
7210,2396,2021-02-01 02:13:19.000,24.34
7214,807,2021-02-01 06:08:47.000,11.32
7215,1973,2021-02-01 06:17:12.000,15.19
7217,2629,2021-02-01 09:26:56.000,15.16
7221,2578,2021-02-01 11:58:28.000,84.89
7224,207,2021-02-01 15:10:29.000,16.18
7225,2630,2021-02-01 16:02:10.000,9.17
7226,1744,2021-02-01 16:20:32.000,34.17
7227,2455,2021-02-01 17:01:04.000,14.93
7228,714,2021-02-01 17:50:25.000,32.01
7232,2708,2021-02-01 21:41:30.000,22.1
7234,1921,2021-02-01 22:50:53.000,39.33
7236,659,2021-02-02 00:05:05.000,12.02
7237,2710,2021-02-02 00:22:49.000,24.06
7239,1471,2021-02-02 02:26:45.000,44.52
7240,2363,2021-02-02 04:24:01.000,18.36
7241,1782,2021-02-02 05:42:29.000,12.74
7242,1941,2021-02-02 06:34:45.000,22.75
7243,2711,2021-02-02 07:07:21.000,22.22
7244,2712,2021-02-02 08:14:24.000,13.26
7249,2477,2021-02-02 18:04:22.000,43.4
7250,1215,2021-02-02 18:25:49.000,20.57
7251,858,2021-02-02 19:21:10.000,9.01
7252,2672,2021-02-02 19:33:13.000,21.7
7254,2229,2021-02-02 20:02:52.000,22.83
7253,2417,2021-02-02 20:14:49.000,39
7255,442,2021-02-02 20:27:57.000,14.16
7256,2456,2021-02-02 21:19:04.000,14.04
7261,1444,2021-02-03 00:01:03.000,16.18
7263,2142,2021-02-03 01:42:13.000,22.34
7262,320,2021-02-03 02:27:48.000,35.03
7265,1307,2021-02-03 04:45:19.000,16.03
7266,194,2021-02-03 05:04:03.000,10.92
7270,700,2021-02-03 08:53:06.000,19.39
7272,1013,2021-02-03 10:34:21.000,12.53
7273,2422,2021-02-03 11:55:03.000,10.58
7274,1774,2021-02-03 12:52:23.000,23.64
7275,2667,2021-02-03 13:21:08.000,19.08
7278,1981,2021-02-03 16:25:18.000,49.14
7279,2718,2021-02-03 16:34:13.000,24.5
7281,2719,2021-02-03 19:19:08.000,10.75
7285,435,2021-02-04 00:35:13.000,23.82
7286,1055,2021-02-04 03:05:09.000,21.4
7287,1367,2021-02-04 04:52:53.000,52.23
7289,2722,2021-02-04 05:41:46.000,32.32
7292,1169,2021-02-04 07:56:04.000,22.99
7294,2423,2021-02-04 09:11:25.000,25.02
7295,2217,2021-02-04 10:58:52.000,39.97
7297,2271,2021-02-04 14:31:14.000,48.94
7300,2725,2021-02-04 15:40:52.000,15.95
7302,267,2021-02-04 17:35:31.000,18.45
7303,1599,2021-02-04 19:18:17.000,18.39
7304,683,2021-02-04 22:40:37.000,12.26
7305,1018,2021-02-04 23:14:39.000,10.15
7308,2727,2021-02-05 02:00:18.000,28.75
7309,2703,2021-02-05 02:15:08.000,46.53
7312,93,2021-02-05 03:39:28.000,18.06
7314,479,2021-02-05 06:46:43.000,16.09
7315,1081,2021-02-05 07:37:51.000,21.99
7316,2519,2021-02-05 10:00:21.000,15.4
7318,1074,2021-02-05 12:04:03.000,39.29
7319,2662,2021-02-05 13:24:39.000,43.98
7320,561,2021-02-05 14:21:13.000,15.07
7329,2520,2021-02-05 22:16:56.000,38.47
7333,1613,2021-02-06 01:21:49.000,21
7330,1357,2021-02-06 01:42:36.000,61.19
7335,1547,2021-02-06 05:50:08.000,15.98
7337,2443,2021-02-06 06:44:35.000,20.45
7340,2735,2021-02-06 10:37:13.000,35.48
7342,936,2021-02-06 11:04:20.000,18.8
7347,2738,2021-02-06 21:29:43.000,25.48
7349,2001,2021-02-06 21:53:34.000,16.18
7351,81,2021-02-07 06:04:03.000,14.36
7353,1816,2021-02-07 06:54:32.000,19.35
7354,213,2021-02-07 11:31:56.000,23.82
7356,347,2021-02-07 14:51:20.000,17.3
7357,1308,2021-02-07 17:11:53.000,156.43
7359,911,2021-02-07 20:53:54.000,22.41
7363,2284,2021-02-08 01:27:42.000,18.21
7366,1761,2021-02-08 06:02:16.000,12.74
7369,2741,2021-02-08 07:19:05.000,24.05
7370,2741,2021-02-08 07:22:19.000,68.55
7373,2592,2021-02-08 11:11:25.000,13.22
7374,2425,2021-02-08 11:56:21.000,22.24
7375,2022,2021-02-08 11:58:43.000,14.16
7376,2742,2021-02-08 11:58:58.000,37.26
7377,2412,2021-02-08 12:07:50.000,15.02
7378,1660,2021-02-08 12:44:18.000,9.3
7380,98,2021-02-08 13:31:28.000,36.51
7382,1022,2021-02-08 13:45:52.000,24.26
7386,2323,2021-02-08 19:20:04.000,40.89
7387,1859,2021-02-08 20:05:21.000,21.67
7388,1643,2021-02-08 22:11:22.000,15.51
7390,1562,2021-02-08 23:20:23.000,20.16
7391,1679,2021-02-08 23:34:54.000,44.44
7394,2483,2021-02-09 00:26:31.000,18.66
7397,2295,2021-02-09 02:24:37.000,11.06
7398,1195,2021-02-09 03:19:10.000,24.84
7400,808,2021-02-09 05:01:12.000,39.35
7406,2748,2021-02-09 11:52:11.000,18.77
7410,2246,2021-02-09 13:51:52.000,24.03
7412,2750,2021-02-09 13:52:14.000,13.14
7413,2751,2021-02-09 14:46:56.000,18.36
7414,2752,2021-02-09 15:48:11.000,56.69
7419,755,2021-02-09 18:50:25.000,23.4
7423,1571,2021-02-09 22:37:06.000,13.99
7422,1312,2021-02-09 23:28:04.000,95.15
7425,1914,2021-02-10 02:14:12.000,24.77
7426,2708,2021-02-10 02:26:40.000,33.5
7430,702,2021-02-10 05:28:16.000,34.23
7431,2104,2021-02-10 06:26:56.000,91.32
7434,1343,2021-02-10 09:24:13.000,102.97
7438,2003,2021-02-10 11:16:58.000,28.98
7440,2756,2021-02-10 14:53:03.000,18.66
7442,1088,2021-02-10 18:50:10.000,17.96
7443,588,2021-02-10 21:34:18.000,54.1
7444,2296,2021-02-10 22:26:09.000,9.71
7445,203,2021-02-10 22:39:08.000,19.63
7446,2757,2021-02-11 00:19:31.000,11.35
7447,2151,2021-02-11 01:21:09.000,10.05
7450,1799,2021-02-11 04:08:34.000,24.77
7452,2405,2021-02-11 04:22:01.000,16.35
7453,1521,2021-02-11 05:19:33.000,24.88
7454,2759,2021-02-11 05:25:52.000,13.4
7460,2023,2021-02-11 12:35:03.000,54.33
7464,2604,2021-02-11 15:23:29.000,22.85
7465,2549,2021-02-11 15:51:51.000,9.3
7467,155,2021-02-11 21:55:38.000,12.02
7470,2580,2021-02-12 01:08:23.000,22.78
7474,2216,2021-02-12 02:18:51.000,16.43
7475,2387,2021-02-12 03:38:19.000,14.67
7479,2664,2021-02-12 09:03:57.000,24.88
7481,990,2021-02-12 11:05:21.000,68.67
7483,2765,2021-02-12 16:26:25.000,36.68
7482,2261,2021-02-12 16:48:40.000,145.52
7484,2535,2021-02-12 17:39:05.000,33.85
7486,1993,2021-02-12 19:18:11.000,9.97
7487,2766,2021-02-12 19:23:58.000,38.72
7490,2597,2021-02-12 20:35:43.000,18.1
7495,2770,2021-02-13 07:24:18.000,48.16
7497,2771,2021-02-13 09:43:34.000,10.37
7499,465,2021-02-13 11:33:50.000,14.57
7500,2065,2021-02-13 11:54:07.000,13.07
7501,2773,2021-02-13 14:31:14.000,24.59
7502,663,2021-02-13 14:45:57.000,10.75
7504,2775,2021-02-13 16:14:01.000,48.68
7509,234,2021-02-13 19:13:17.000,23.45
7510,2777,2021-02-13 19:32:05.000,19.58
7513,1724,2021-02-13 20:52:12.000,15.26
7514,2779,2021-02-13 21:37:34.000,74.52
7517,1655,2021-02-14 01:33:15.000,13.02
7518,1730,2021-02-14 02:02:39.000,25.68
7519,1722,2021-02-14 02:09:42.000,21.16
7520,2529,2021-02-14 03:32:17.000,19.53
7522,2341,2021-02-14 09:45:11.000,45.08
7523,1401,2021-02-14 10:55:18.000,47.67
7525,2143,2021-02-14 12:01:52.000,15.42
7526,2781,2021-02-14 15:11:41.000,21.61
7529,1602,2021-02-14 21:08:53.000,20.95
7534,1602,2021-02-15 01:41:10.000,23.29
7538,1351,2021-02-15 07:56:16.000,16.43
7539,2786,2021-02-15 08:02:06.000,19.08
7541,1607,2021-02-15 09:38:59.000,30.38
7542,2770,2021-02-15 09:51:59.000,22.22
7545,2788,2021-02-15 10:49:08.000,16.37
7544,2612,2021-02-15 10:51:55.000,45.42
7548,2544,2021-02-15 13:04:51.000,17.91
7550,2634,2021-02-15 17:19:59.000,19.46
7555,1866,2021-02-15 21:39:43.000,36.24
7557,203,2021-02-15 22:15:58.000,23.4
7560,2793,2021-02-16 02:51:04.000,18.12
7569,1002,2021-02-16 09:04:27.000,64.44
7573,1895,2021-02-16 11:26:00.000,38.22
7575,100,2021-02-16 12:02:41.000,13.22
7578,313,2021-02-16 13:41:06.000,24.84
7579,2796,2021-02-16 13:57:40.000,24.03
7583,1393,2021-02-16 14:34:51.000,18.38
7584,552,2021-02-16 14:47:43.000,23.06
7586,878,2021-02-16 18:07:44.000,24.15
7587,1447,2021-02-16 19:34:24.000,24.49
7588,1460,2021-02-16 20:28:58.000,14.3
7589,874,2021-02-16 21:15:32.000,26.36
7590,2800,2021-02-16 22:29:41.000,49.71
7592,885,2021-02-16 23:31:49.000,26.18
7593,2409,2021-02-17 00:42:05.000,12.58
7595,2576,2021-02-17 02:26:35.000,17.61
7596,2469,2021-02-17 02:55:59.000,24.63
7597,1099,2021-02-17 04:36:58.000,36.83
7598,428,2021-02-17 05:14:40.000,15.95
7599,123,2021-02-17 06:22:31.000,22.04
7602,2362,2021-02-17 08:20:34.000,42.36
7605,2642,2021-02-17 11:12:15.000,33.09
7609,1292,2021-02-17 17:13:51.000,18.06
7610,2358,2021-02-17 20:10:06.000,48.62
7611,2803,2021-02-17 20:22:48.000,20.39
7612,1667,2021-02-17 20:51:37.000,21.23
7615,260,2021-02-17 22:16:04.000,15.9
7617,2203,2021-02-17 22:50:21.000,13.29
7618,1539,2021-02-17 22:59:36.000,13.4
7619,2738,2021-02-17 23:12:35.000,22.95
7616,2696,2021-02-17 23:15:09.000,57.83
7621,2217,2021-02-18 00:28:19.000,21.99
7625,2510,2021-02-18 06:15:24.000,11.35
7626,584,2021-02-18 08:07:29.000,22.78
7627,2020,2021-02-18 10:04:07.000,23.82
7629,1866,2021-02-18 11:40:03.000,21.05
7632,1721,2021-02-18 15:33:44.000,13.09
7633,1368,2021-02-18 17:16:32.000,17.61
7635,2810,2021-02-18 20:52:32.000,17.9
7636,2811,2021-02-18 22:17:57.000,25.48
7637,2812,2021-02-18 23:12:31.000,12.13
7638,2290,2021-02-19 00:01:18.000,48.35
7639,557,2021-02-19 00:02:40.000,18.63
7640,2813,2021-02-19 03:07:47.000,33.12
7641,2623,2021-02-19 04:06:02.000,21.5
7645,1049,2021-02-19 09:24:12.000,15.69
7646,2506,2021-02-19 10:40:58.000,11.32
7648,2816,2021-02-19 11:16:36.000,19.28
7650,2817,2021-02-19 12:39:32.000,33.9
7653,2121,2021-02-19 14:05:34.000,16.16
7659,2739,2021-02-19 19:59:02.000,10.17
7660,2541,2021-02-19 22:33:10.000,11.21
7661,1503,2021-02-19 23:35:09.000,9.01
7662,2819,2021-02-19 23:37:50.000,15.46
7663,45,2021-02-20 01:38:14.000,14.98
7671,1379,2021-02-20 10:23:09.000,19.1
7673,1943,2021-02-20 18:52:48.000,17.76
7674,1199,2021-02-20 19:17:51.000,22.41
7675,1404,2021-02-20 21:05:27.000,18.63
7676,1896,2021-02-20 21:58:08.000,11.61
7677,1002,2021-02-20 22:10:45.000,41.84
7680,1613,2021-02-20 23:29:13.000,14.16
7681,2824,2021-02-21 03:33:51.000,44.58
7682,1913,2021-02-21 04:24:53.000,18.36
7683,2646,2021-02-21 05:41:54.000,29.15
7685,2366,2021-02-21 06:43:58.000,13.95
7688,2826,2021-02-21 08:04:22.000,23.45
7689,2492,2021-02-21 08:31:30.000,12.47
7690,868,2021-02-21 08:38:30.000,14.8
7691,743,2021-02-21 10:50:31.000,12.69
7692,2199,2021-02-21 14:00:07.000,42.56
7693,858,2021-02-21 14:44:01.000,39.21
7694,1960,2021-02-21 15:24:57.000,13.76
7696,1562,2021-02-21 16:45:53.000,24.84
7697,1991,2021-02-21 18:35:04.000,23.59
7698,2473,2021-02-21 21:23:05.000,24.8
7699,268,2021-02-21 21:50:25.000,67.2
7700,2118,2021-02-21 22:31:45.000,12.63
7701,2167,2021-02-22 01:39:23.000,22.42
7702,2598,2021-02-22 05:46:47.000,18.63
7703,2389,2021-02-22 06:34:33.000,32.45
7704,481,2021-02-22 08:53:47.000,51.18
7705,2176,2021-02-22 09:08:39.000,46.14
7706,2416,2021-02-22 12:13:47.000,34.94
7708,1659,2021-02-22 13:58:18.000,21.05
7710,1100,2021-02-22 15:48:42.000,17.3
7712,2827,2021-02-22 16:38:56.000,22.54
7719,2829,2021-02-22 21:01:46.000,30.44
7721,2795,2021-02-22 23:49:07.000,25.92
7722,2193,2021-02-23 02:38:10.000,22.85
7723,1709,2021-02-23 03:10:35.000,11.21
7724,2830,2021-02-23 03:43:58.000,12.82
7728,2833,2021-02-23 11:58:41.000,24.88
7729,2834,2021-02-23 12:01:18.000,21.84
7730,1451,2021-02-23 13:04:11.000,15.4
7732,780,2021-02-23 14:05:07.000,9.42
7734,421,2021-02-23 14:55:06.000,23.93
7735,2142,2021-02-23 16:08:28.000,23.51
7736,494,2021-02-23 16:19:55.000,45.22
7741,2089,2021-02-24 10:14:29.000,10.89
7742,1011,2021-02-24 10:27:44.000,18.8
7744,2423,2021-02-24 11:02:10.000,50.12
7748,2836,2021-02-24 16:12:35.000,11.94
7750,1401,2021-02-24 17:43:20.000,18.67
7754,601,2021-02-24 20:16:05.000,10.58
7753,1763,2021-02-24 20:17:54.000,30.25
7756,1678,2021-02-24 22:10:03.000,46.35
7757,1408,2021-02-24 23:39:06.000,90.86
7759,2665,2021-02-25 00:35:47.000,18.61
7761,223,2021-02-25 01:03:19.000,22.84
7764,2843,2021-02-25 04:07:15.000,44.53
7766,1225,2021-02-25 06:15:29.000,29.08
7768,2311,2021-02-25 08:52:21.000,11.06
7771,2653,2021-02-25 13:51:50.000,19.49
7772,330,2021-02-25 14:11:56.000,24.58
7773,2845,2021-02-25 14:20:58.000,24.8
7774,2632,2021-02-25 17:05:58.000,12.36
7776,2846,2021-02-25 22:39:46.000,45.42
7777,707,2021-02-25 22:55:26.000,19.11
7780,1684,2021-02-26 04:31:31.000,29.19
7782,2221,2021-02-26 06:37:30.000,47.58
7784,2489,2021-02-26 07:16:32.000,24.26
7785,1211,2021-02-26 08:25:27.000,20.74
7786,1565,2021-02-26 08:38:59.000,17.76
7787,1080,2021-02-26 09:50:03.000,20.08
7788,2848,2021-02-26 09:50:16.000,18.25
7789,2529,2021-02-26 11:05:03.000,11.09
7790,2849,2021-02-26 11:55:02.000,17.82
7793,2850,2021-02-26 22:10:25.000,38.84
7794,1214,2021-02-26 23:45:38.000,20.03
7795,1666,2021-02-27 02:06:10.000,13.14
7798,2136,2021-02-27 03:47:36.000,23.45
7799,2102,2021-02-27 05:41:08.000,28.59
7803,370,2021-02-27 08:55:46.000,22.39
7804,433,2021-02-27 09:20:09.000,24.08
7807,2269,2021-02-27 11:12:20.000,35.43
7806,2684,2021-02-27 11:16:36.000,63.15
7808,2811,2021-02-27 11:20:02.000,11.85
7813,1617,2021-02-27 16:10:45.000,39.06
7814,1061,2021-02-27 17:00:35.000,24.83
7815,2155,2021-02-27 17:42:07.000,23.12
7819,2855,2021-02-27 20:48:22.000,11.24
7822,1757,2021-02-27 22:58:12.000,24.5
7823,2795,2021-02-27 23:13:57.000,21.14
7824,2020,2021-02-27 23:26:04.000,23.25
7826,2857,2021-02-28 00:05:19.000,55.8
7828,2858,2021-02-28 02:10:48.000,34.33
7829,2859,2021-02-28 03:09:58.000,61.49
7831,2251,2021-02-28 03:39:50.000,39.89
7833,1575,2021-02-28 06:21:31.000,16.66
7836,1720,2021-02-28 09:49:31.000,17.95
7838,1408,2021-02-28 10:46:17.000,18.98
7839,1972,2021-02-28 10:55:31.000,37.02
7841,2316,2021-02-28 15:00:51.000,23.66
7842,1282,2021-02-28 16:53:28.000,51.9
7843,2862,2021-02-28 17:05:03.000,15.4
7845,2567,2021-02-28 18:23:04.000,11.89
7847,464,2021-02-28 20:59:17.000,12.31
7848,2864,2021-02-28 21:59:53.000,9.17
7850,2865,2021-02-28 23:17:58.000,12.73
7851,114,2021-03-01 02:42:51.000,13.27
7854,1931,2021-03-01 05:43:58.000,16.48
7856,2866,2021-03-01 06:06:18.000,24.41
7859,1954,2021-03-01 07:39:46.000,18.63
7866,2870,2021-03-01 12:40:26.000,13.19
7867,215,2021-03-01 12:48:29.000,24.03
7870,2872,2021-03-01 19:07:26.000,21.71
7872,2542,2021-03-02 00:34:49.000,23.59
7873,2703,2021-03-02 00:49:22.000,21.01
7875,2766,2021-03-02 01:42:21.000,25.16
7876,1051,2021-03-02 04:37:31.000,26.56
7877,60,2021-03-02 04:38:56.000,9.6
7883,2261,2021-03-02 11:03:22.000,18.55
7884,1687,2021-03-02 11:24:12.000,40.86
7888,2003,2021-03-02 21:10:59.000,9.15
7890,1814,2021-03-03 01:15:17.000,18.3
7892,2306,2021-03-03 03:15:15.000,51.3
7893,2813,2021-03-03 04:47:47.000,39.66
