order_id,order_date,order_amount,order_quantity,client_type
490,2022-03-01 08:26:34.131377126,81.0,4,individual
491,2022-03-01 11:21:20.826942314,98.1,3,corporate
492,2022-03-01 14:16:07.522507503,97.2,2,individual
493,2022-03-01 17:10:54.218072691,91.8,4,individual
494,2022-03-01 20:05:40.913637879,90.9,3,corporate
495,2022-03-01 23:00:27.609203068,95.4,4,corporate
496,2022-03-02 01:55:14.304768256,85.5,4,corporate
497,2022-03-02 04:50:01.000333445,82.8,2,individual
498,2022-03-02 07:44:47.695898633,94.5,4,corporate
499,2022-03-02 10:39:34.391463821,87.3,3,corporate
500,2022-03-02 13:34:21.087029010,82.8,2,corporate
501,2022-03-02 16:29:07.782594198,92.7,3,corporate
502,2022-03-02 19:23:54.478159387,93.6,2,individual
503,2022-03-02 22:18:41.173724575,98.1,2,individual
504,2022-03-03 01:13:27.869289763,98.1,3,individual
505,2022-03-03 04:08:14.564854952,83.7,4,individual
506,2022-03-03 07:03:01.260420140,86.4,3,individual
507,2022-03-03 09:57:47.955985329,91.8,3,corporate
508,2022-03-03 12:52:34.651550517,88.2,1,corporate
509,2022-03-03 15:47:21.347115705,95.4,3,corporate
510,2022-03-03 18:42:08.042680894,94.5,3,corporate
511,2022-03-03 21:36:54.738246082,81.0,4,individual
512,2022-03-04 00:31:41.433811271,90.9,4,corporate
513,2022-03-04 03:26:28.129376459,93.6,3,corporate
514,2022-03-04 06:21:14.824941647,84.6,3,corporate
515,2022-03-04 09:16:01.520506836,82.8,1,individual
516,2022-03-04 12:10:48.216072024,89.1,1,individual
517,2022-03-04 15:05:34.911637213,84.6,3,individual
518,2022-03-04 18:00:21.607202401,83.7,4,corporate
519,2022-03-04 20:55:08.302767589,92.7,1,corporate
520,2022-03-04 23:49:54.998332778,90.9,2,individual
521,2022-03-05 02:44:41.693897966,97.2,1,individual
522,2022-03-05 05:39:28.389463155,83.7,4,corporate
523,2022-03-05 08:34:15.085028343,84.6,1,corporate
524,2022-03-05 11:29:01.780593531,88.2,3,corporate
525,2022-03-05 14:23:48.476158720,82.8,4,corporate
526,2022-03-05 17:18:35.171723908,87.3,4,individual
527,2022-03-05 20:13:21.867289097,89.1,1,individual
528,2022-03-05 23:08:08.562854285,88.2,3,individual
529,2022-03-06 02:02:55.258419473,86.4,4,individual
530,2022-03-06 04:57:41.953984662,81.9,2,individual
531,2022-03-06 07:52:28.649549850,81.9,3,corporate
532,2022-03-06 10:47:15.345115039,98.1,4,corporate
533,2022-03-06 13:42:02.040680227,93.6,4,corporate
534,2022-03-06 16:36:48.736245415,91.8,2,individual
535,2022-03-06 19:31:35.431810604,91.8,4,corporate
536,2022-03-06 22:26:22.127375792,94.5,1,individual
537,2022-03-07 01:21:08.822940981,89.1,3,individual
538,2022-03-07 04:15:55.518506169,90.0,3,individual
539,2022-03-07 07:10:42.214071357,81.0,2,corporate
540,2022-03-07 10:05:28.909636546,92.7,4,corporate
541,2022-03-07 13:00:15.605201734,85.5,4,individual
542,2022-03-07 15:55:02.300766922,98.1,2,corporate
543,2022-03-07 18:49:48.996332111,91.8,1,individual
544,2022-03-07 21:44:35.691897299,91.8,1,individual
545,2022-03-08 00:39:22.387462488,81.9,4,corporate
546,2022-03-08 03:34:09.083027676,88.2,1,corporate
547,2022-03-08 06:28:55.778592864,98.1,3,corporate
548,2022-03-08 09:23:42.474158053,85.5,3,individual
549,2022-03-08 12:18:29.169723241,96.3,4,individual
550,2022-03-08 15:13:15.865288430,96.3,4,corporate
551,2022-03-08 18:08:02.560853618,92.7,3,individual
552,2022-03-08 21:02:49.256418806,91.8,2,individual
553,2022-03-08 23:57:35.951983995,84.6,1,corporate
554,2022-03-09 02:52:22.647549183,87.3,1,corporate
555,2022-03-09 05:47:09.343114372,81.0,1,corporate
556,2022-03-09 08:41:56.038679560,86.4,3,corporate
557,2022-03-09 11:36:42.734244748,96.3,3,individual
558,2022-03-09 14:31:29.429809937,93.6,4,corporate
559,2022-03-09 17:26:16.125375125,81.9,2,corporate
560,2022-03-09 20:21:02.820940314,97.2,4,corporate
561,2022-03-09 23:15:49.516505502,86.4,1,corporate
562,2022-03-10 02:10:36.212070690,90.9,3,corporate
563,2022-03-10 05:05:22.907635879,88.2,4,corporate
564,2022-03-10 08:00:09.603201067,92.7,1,corporate
565,2022-03-10 10:54:56.298766256,95.4,2,individual
566,2022-03-10 13:49:42.994331444,81.0,1,corporate
567,2022-03-10 16:44:29.689896632,87.3,4,individual
568,2022-03-10 19:39:16.385461821,89.1,1,individual
569,2022-03-10 22:34:03.081027009,81.9,3,individual
570,2022-03-11 01:28:49.776592198,85.5,1,corporate
571,2022-03-11 04:23:36.472157386,85.5,2,individual
572,2022-03-11 07:18:23.167722574,90.0,1,individual
573,2022-03-11 10:13:09.863287763,82.8,1,corporate
574,2022-03-11 13:07:56.558852951,83.7,3,corporate
575,2022-03-11 16:02:43.254418140,90.9,1,individual
576,2022-03-11 18:57:29.949983328,90.0,2,individual
577,2022-03-11 21:52:16.645548516,90.9,4,individual
578,2022-03-12 00:47:03.341113705,81.9,2,individual
579,2022-03-12 03:41:50.036678893,83.7,3,individual
580,2022-03-12 06:36:36.732244082,96.3,2,individual
581,2022-03-12 09:31:23.427809270,94.5,1,individual
582,2022-03-12 12:26:10.123374458,85.5,3,corporate
583,2022-03-12 15:20:56.818939647,85.5,4,corporate
584,2022-03-12 18:15:43.514504835,82.8,1,corporate
585,2022-03-12 21:10:30.210070024,90.0,1,individual
586,2022-03-13 00:05:16.905635212,88.2,2,corporate
587,2022-03-13 03:00:03.601200400,92.7,2,individual
588,2022-03-13 05:54:50.296765589,98.1,2,corporate
589,2022-03-13 08:49:36.992330777,82.8,3,individual
590,2022-03-13 11:44:23.687895966,94.5,4,individual
591,2022-03-13 14:39:10.383461154,98.1,1,individual
592,2022-03-13 17:33:57.079026342,90.0,3,individual
593,2022-03-13 20:28:43.774591531,95.4,3,corporate
594,2022-03-13 23:23:30.470156719,97.2,4,individual
595,2022-03-14 02:18:17.165721908,90.9,3,individual
596,2022-03-14 05:13:03.861287096,86.4,3,individual
597,2022-03-14 08:07:50.556852284,96.3,4,corporate
598,2022-03-14 11:02:37.252417473,93.6,2,corporate
599,2022-03-14 13:57:23.947982661,90.0,3,individual
600,2022-03-14 16:52:10.643547849,93.6,1,corporate
601,2022-03-14 19:46:57.339113038,96.3,4,corporate
602,2022-03-14 22:41:44.034678226,97.2,3,individual
603,2022-03-15 01:36:30.730243415,81.0,3,corporate
604,2022-03-15 04:31:17.425808603,90.9,3,individual
605,2022-03-15 07:26:04.121373791,91.8,4,corporate
606,2022-03-15 10:20:50.816938980,86.4,1,corporate
607,2022-03-15 13:15:37.512504168,94.5,4,individual
608,2022-03-15 16:10:24.208069357,81.0,4,corporate
609,2022-03-15 19:05:10.903634545,85.5,1,corporate
610,2022-03-15 21:59:57.599199733,84.6,4,individual
611,2022-03-16 00:54:44.294764922,92.7,3,individual
612,2022-03-16 03:49:30.990330110,81.9,1,individual
613,2022-03-16 06:44:17.685895299,83.7,4,corporate
614,2022-03-16 09:39:04.381460487,85.5,3,corporate
615,2022-03-16 12:33:51.077025675,85.5,1,corporate
616,2022-03-16 15:28:37.772590864,90.9,4,individual
617,2022-03-16 18:23:24.468156052,82.8,1,corporate
618,2022-03-16 21:18:11.163721241,81.0,1,individual
619,2022-03-17 00:12:57.859286429,97.2,3,corporate
620,2022-03-17 03:07:44.554851617,95.4,3,individual
621,2022-03-17 06:02:31.250416806,85.5,3,corporate
622,2022-03-17 08:57:17.945981994,87.3,4,individual
623,2022-03-17 11:52:04.641547183,96.3,3,individual
624,2022-03-17 14:46:51.337112371,90.0,1,individual
625,2022-03-17 17:41:38.032677559,84.6,4,corporate
626,2022-03-17 20:36:24.728242748,94.5,3,corporate
627,2022-03-17 23:31:11.423807936,87.3,3,corporate
628,2022-03-18 02:25:58.119373125,86.4,2,corporate
629,2022-03-18 05:20:44.814938313,82.8,1,corporate
630,2022-03-18 08:15:31.510503501,84.6,3,individual
631,2022-03-18 11:10:18.206068690,85.5,1,corporate
632,2022-03-18 14:05:04.901633878,90.0,4,corporate
633,2022-03-18 16:59:51.597199067,85.5,1,individual
634,2022-03-18 19:54:38.292764255,82.8,2,individual
635,2022-03-18 22:49:24.988329443,86.4,3,corporate
636,2022-03-19 01:44:11.683894632,88.2,3,corporate
637,2022-03-19 04:38:58.379459820,84.6,3,corporate
638,2022-03-19 07:33:45.075025009,95.4,3,individual
639,2022-03-19 10:28:31.770590197,95.4,1,corporate
640,2022-03-19 13:23:18.466155385,88.2,2,individual
641,2022-03-19 16:18:05.161720574,97.2,3,individual
642,2022-03-19 19:12:51.857285762,90.0,4,corporate
643,2022-03-19 22:07:38.552850951,82.8,4,corporate
644,2022-03-20 01:02:25.248416139,81.9,3,corporate
645,2022-03-20 03:57:11.943981327,90.9,1,individual
646,2022-03-20 06:51:58.639546516,95.4,2,corporate
647,2022-03-20 09:46:45.335111704,81.0,3,individual
648,2022-03-20 12:41:32.030676893,89.1,1,corporate
649,2022-03-20 15:36:18.726242081,91.8,1,individual
650,2022-03-20 18:31:05.421807269,81.0,2,corporate
651,2022-03-20 21:25:52.117372458,88.2,1,corporate
652,2022-03-21 00:20:38.812937646,90.9,4,corporate
653,2022-03-21 03:15:25.508502835,83.7,2,individual
654,2022-03-21 06:10:12.204068023,90.9,2,individual
655,2022-03-21 09:04:58.899633211,95.4,4,individual
656,2022-03-21 11:59:45.595198400,90.0,1,corporate
657,2022-03-21 14:54:32.290763588,88.2,1,corporate
658,2022-03-21 17:49:18.986328776,88.2,1,individual
659,2022-03-21 20:44:05.681893965,86.4,4,corporate
660,2022-03-21 23:38:52.377459153,94.5,3,individual
661,2022-03-22 02:33:39.073024342,93.6,3,individual
662,2022-03-22 05:28:25.768589530,97.2,1,corporate
663,2022-03-22 08:23:12.464154718,81.9,4,individual
664,2022-03-22 11:17:59.159719907,91.8,2,corporate
665,2022-03-22 14:12:45.855285095,94.5,1,corporate
666,2022-03-22 17:07:32.550850284,87.3,4,corporate
667,2022-03-22 20:02:19.246415472,87.3,4,individual
668,2022-03-22 22:57:05.941980660,97.2,2,individual
669,2022-03-23 01:51:52.637545849,84.6,3,individual
670,2022-03-23 04:46:39.333111037,89.1,4,individual
671,2022-03-23 07:41:26.028676226,90.0,1,corporate
672,2022-03-23 10:36:12.724241414,84.6,3,corporate
673,2022-03-23 13:30:59.419806602,93.6,3,corporate
674,2022-03-23 16:25:46.115371791,93.6,3,corporate
675,2022-03-23 19:20:32.810936979,89.1,2,individual
676,2022-03-23 22:15:19.506502168,84.6,1,corporate
677,2022-03-24 01:10:06.202067356,91.8,2,corporate
678,2022-03-24 04:04:52.897632544,82.8,2,corporate
679,2022-03-24 06:59:39.593197733,95.4,1,corporate
680,2022-03-24 09:54:26.288762921,88.2,4,individual
681,2022-03-24 12:49:12.984328110,85.5,3,corporate
682,2022-03-24 15:43:59.679893298,83.7,2,individual
683,2022-03-24 18:38:46.375458486,85.5,3,corporate
684,2022-03-24 21:33:33.071023675,89.1,4,corporate
685,2022-03-25 00:28:19.766588863,90.9,1,corporate
686,2022-03-25 03:23:06.462154052,91.8,2,individual
687,2022-03-25 06:17:53.157719240,86.4,4,individual
688,2022-03-25 09:12:39.853284428,84.6,2,corporate
689,2022-03-25 12:07:26.548849617,85.5,1,corporate
690,2022-03-25 15:02:13.244414805,98.1,2,corporate
691,2022-03-25 17:56:59.939979994,96.3,3,individual
692,2022-03-25 20:51:46.635545182,97.2,1,corporate
693,2022-03-25 23:46:33.331110370,90.0,3,individual
694,2022-03-26 02:41:20.026675559,95.4,4,corporate
695,2022-03-26 05:36:06.722240747,86.4,3,individual
696,2022-03-26 08:30:53.417805936,98.1,4,corporate
697,2022-03-26 11:25:40.113371124,95.4,4,individual
698,2022-03-26 14:20:26.808936312,97.2,1,corporate
699,2022-03-26 17:15:13.504501501,81.9,3,corporate
700,2022-03-26 20:10:00.200066689,97.2,4,corporate
701,2022-03-26 23:04:46.895631878,93.6,3,corporate
702,2022-03-27 01:59:33.591197066,98.1,4,corporate
703,2022-03-27 04:54:20.286762254,88.2,4,corporate
704,2022-03-27 07:49:06.982327443,88.2,3,individual
705,2022-03-27 10:43:53.677892631,85.5,1,corporate
706,2022-03-27 13:38:40.373457820,90.9,2,corporate
707,2022-03-27 16:33:27.069023008,81.0,1,individual
708,2022-03-27 19:28:13.764588196,98.1,1,individual
709,2022-03-27 22:23:00.460153385,89.1,3,individual
710,2022-03-28 01:17:47.155718573,85.5,3,individual
711,2022-03-28 04:12:33.851283762,91.8,2,corporate
712,2022-03-28 07:07:20.546848950,84.6,1,individual
713,2022-03-28 10:02:07.242414138,87.3,4,individual
714,2022-03-28 12:56:53.937979327,90.9,1,corporate
715,2022-03-28 15:51:40.633544515,97.2,3,corporate
716,2022-03-28 18:46:27.329109703,97.2,2,corporate
717,2022-03-28 21:41:14.024674892,90.9,2,individual
718,2022-03-29 00:36:00.720240080,97.2,2,individual
719,2022-03-29 03:30:47.415805269,87.3,2,corporate
720,2022-03-29 06:25:34.111370457,87.3,3,corporate
721,2022-03-29 09:20:20.806935645,82.8,3,corporate
722,2022-03-29 12:15:07.502500834,98.1,3,corporate
723,2022-03-29 15:09:54.198066022,93.6,2,corporate
724,2022-03-29 18:04:40.893631211,86.4,1,individual
725,2022-03-29 20:59:27.589196399,82.8,3,individual
726,2022-03-29 23:54:14.284761587,81.9,3,corporate
727,2022-03-30 02:49:00.980326776,97.2,1,corporate
728,2022-03-30 05:43:47.675891964,93.6,4,individual
729,2022-03-30 08:38:34.371457153,82.8,3,corporate
730,2022-03-30 11:33:21.067022341,97.2,1,individual
731,2022-03-30 14:28:07.762587529,92.7,3,corporate
732,2022-03-30 17:22:54.458152718,90.9,2,individual
733,2022-03-30 20:17:41.153717906,92.7,3,individual
734,2022-03-30 23:12:27.849283095,89.1,1,corporate
735,2022-03-31 02:07:14.544848283,88.2,3,individual
736,2022-03-31 05:02:01.240413471,88.2,2,corporate
737,2022-03-31 07:56:47.935978660,87.3,1,corporate
738,2022-03-31 10:51:34.631543848,90.9,2,corporate
739,2022-03-31 13:46:21.327109037,96.3,4,corporate
740,2022-03-31 16:41:08.022674225,96.3,2,individual
741,2022-03-31 19:35:54.718239413,84.6,3,corporate
742,2022-03-31 22:30:41.413804602,98.1,4,individual
743,2022-04-01 01:25:28.109369790,96.3,2,corporate
744,2022-04-01 04:20:14.804934979,92.7,1,corporate
745,2022-04-01 07:15:01.500500167,92.7,4,corporate
746,2022-04-01 10:09:48.196065355,81.9,3,corporate
747,2022-04-01 13:04:34.891630544,98.1,4,corporate
748,2022-04-01 15:59:21.587195732,90.0,3,individual
749,2022-04-01 18:54:08.282760921,97.2,2,corporate
750,2022-04-01 21:48:54.978326109,82.8,1,corporate
751,2022-04-02 00:43:41.673891297,95.4,4,individual
752,2022-04-02 03:38:28.369456486,94.5,1,corporate
753,2022-04-02 06:33:15.065021674,82.8,3,individual
754,2022-04-02 09:28:01.760586863,85.5,3,corporate
755,2022-04-02 12:22:48.456152051,95.4,1,individual
756,2022-04-02 15:17:35.151717239,90.0,1,corporate
757,2022-04-02 18:12:21.847282428,88.2,3,individual
758,2022-04-02 21:07:08.542847616,91.8,4,individual
759,2022-04-03 00:01:55.238412805,85.5,3,corporate
760,2022-04-03 02:56:41.933977993,84.6,2,corporate
761,2022-04-03 05:51:28.629543181,88.2,1,corporate
762,2022-04-03 08:46:15.325108370,83.7,4,individual
763,2022-04-03 11:41:02.020673558,82.8,3,corporate
764,2022-04-03 14:35:48.716238747,83.7,4,corporate
765,2022-04-03 17:30:35.411803935,82.8,1,corporate
766,2022-04-03 20:25:22.107369123,96.3,3,individual
767,2022-04-03 23:20:08.802934312,90.9,1,corporate
768,2022-04-04 02:14:55.498499500,93.6,4,individual
769,2022-04-04 05:09:42.194064688,97.2,2,corporate
770,2022-04-04 08:04:28.889629877,86.4,2,corporate
771,2022-04-04 10:59:15.585195065,97.2,2,corporate
772,2022-04-04 13:54:02.280760254,87.3,3,corporate
773,2022-04-04 16:48:48.976325442,85.5,1,individual
774,2022-04-04 19:43:35.671890630,85.5,4,individual
775,2022-04-04 22:38:22.367455819,92.7,4,individual
776,2022-04-05 01:33:09.063021007,83.7,4,individual
777,2022-04-05 04:27:55.758586196,89.1,3,individual
778,2022-04-05 07:22:42.454151384,98.1,3,individual
779,2022-04-05 10:17:29.149716572,93.6,2,individual
780,2022-04-05 13:12:15.845281761,95.4,4,individual
781,2022-04-05 16:07:02.540846949,96.3,4,individual
782,2022-04-05 19:01:49.236412138,87.3,4,individual
783,2022-04-05 21:56:35.931977326,90.9,3,corporate
784,2022-04-06 00:51:22.627542514,87.3,3,corporate
785,2022-04-06 03:46:09.323107703,90.0,3,corporate
786,2022-04-06 06:40:56.018672891,96.3,2,individual
787,2022-04-06 09:35:42.714238080,82.8,1,individual
788,2022-04-06 12:30:29.409803268,96.3,1,individual
789,2022-04-06 15:25:16.105368456,84.6,3,corporate
790,2022-04-06 18:20:02.800933645,93.6,1,corporate
791,2022-04-06 21:14:49.496498833,93.6,4,individual
792,2022-04-07 00:09:36.192064022,91.8,4,individual
793,2022-04-07 03:04:22.887629210,95.4,3,corporate
794,2022-04-07 05:59:09.583194398,90.9,1,corporate
795,2022-04-07 08:53:56.278759587,83.7,4,corporate
796,2022-04-07 11:48:42.974324775,91.8,2,individual
797,2022-04-07 14:43:29.669889964,94.5,2,individual
798,2022-04-07 17:38:16.365455152,96.3,2,individual
799,2022-04-07 20:33:03.061020340,98.1,2,corporate
800,2022-04-07 23:27:49.756585529,95.4,1,individual
801,2022-04-08 02:22:36.452150717,85.5,4,individual
802,2022-04-08 05:17:23.147715906,94.5,3,individual
803,2022-04-08 08:12:09.843281094,82.8,3,individual
804,2022-04-08 11:06:56.538846282,93.6,2,corporate
805,2022-04-08 14:01:43.234411471,81.0,3,corporate
806,2022-04-08 16:56:29.929976659,95.4,1,individual
807,2022-04-08 19:51:16.625541848,82.8,2,corporate
808,2022-04-08 22:46:03.321107036,97.2,4,individual
809,2022-04-09 01:40:50.016672224,92.7,3,individual
810,2022-04-09 04:35:36.712237413,96.3,2,individual
811,2022-04-09 07:30:23.407802601,92.7,1,individual
812,2022-04-09 10:25:10.103367790,95.4,4,individual
813,2022-04-09 13:19:56.798932978,86.4,2,individual
814,2022-04-09 16:14:43.494498166,94.5,1,corporate
815,2022-04-09 19:09:30.190063355,84.6,3,individual
816,2022-04-09 22:04:16.885628543,88.2,4,individual
817,2022-04-10 00:59:03.581193732,86.4,3,corporate
818,2022-04-10 03:53:50.276758920,90.9,3,corporate
819,2022-04-10 06:48:36.972324108,81.0,1,individual
820,2022-04-10 09:43:23.667889297,91.8,2,individual
821,2022-04-10 12:38:10.363454485,90.9,3,corporate
822,2022-04-10 15:32:57.059019674,93.6,3,corporate
823,2022-04-10 18:27:43.754584862,97.2,1,individual
824,2022-04-10 21:22:30.450150050,85.5,1,corporate
825,2022-04-11 00:17:17.145715239,97.2,3,individual
826,2022-04-11 03:12:03.841280427,93.6,4,individual
827,2022-04-11 06:06:50.536845615,87.3,2,corporate
828,2022-04-11 09:01:37.232410804,82.8,4,individual
829,2022-04-11 11:56:23.927975992,85.5,1,corporate
830,2022-04-11 14:51:10.623541181,81.0,4,corporate
831,2022-04-11 17:45:57.319106369,85.5,1,corporate
832,2022-04-11 20:40:44.014671557,94.5,1,corporate
833,2022-04-11 23:35:30.710236746,92.7,4,corporate
834,2022-04-12 02:30:17.405801934,95.4,4,individual
835,2022-04-12 05:25:04.101367123,91.8,4,individual
836,2022-04-12 08:19:50.796932311,89.1,4,individual
837,2022-04-12 11:14:37.492497499,90.0,1,individual
838,2022-04-12 14:09:24.188062688,83.7,2,individual
839,2022-04-12 17:04:10.883627876,90.9,3,corporate
840,2022-04-12 19:58:57.579193065,98.1,3,corporate
841,2022-04-12 22:53:44.274758253,91.8,2,individual
842,2022-04-13 01:48:30.970323441,86.4,1,individual
843,2022-04-13 04:43:17.665888630,86.4,3,corporate
844,2022-04-13 07:38:04.361453818,83.7,1,individual
845,2022-04-13 10:32:51.057019007,86.4,2,corporate
846,2022-04-13 13:27:37.752584195,96.3,1,individual
847,2022-04-13 16:22:24.448149383,90.0,1,individual
848,2022-04-13 19:17:11.143714572,97.2,3,individual
849,2022-04-13 22:11:57.839279760,96.3,2,corporate
850,2022-04-14 01:06:44.534844949,81.9,2,individual
851,2022-04-14 04:01:31.230410137,93.6,2,corporate
852,2022-04-14 06:56:17.925975325,85.5,2,corporate
853,2022-04-14 09:51:04.621540514,93.6,2,individual
854,2022-04-14 12:45:51.317105702,97.2,3,corporate
855,2022-04-14 15:40:38.012670891,98.1,1,individual
856,2022-04-14 18:35:24.708236079,85.5,3,corporate
857,2022-04-14 21:30:11.403801267,92.7,1,corporate
858,2022-04-15 00:24:58.099366456,92.7,3,corporate
859,2022-04-15 03:19:44.794931644,95.4,1,corporate
860,2022-04-15 06:14:31.490496832,97.2,4,individual
861,2022-04-15 09:09:18.186062020,98.1,4,individual
862,2022-04-15 12:04:04.881627210,84.6,2,individual
863,2022-04-15 14:58:51.577192398,85.5,3,individual
864,2022-04-15 17:53:38.272757586,89.1,3,individual
865,2022-04-15 20:48:24.968322774,86.4,3,corporate
866,2022-04-15 23:43:11.663887962,86.4,3,corporate
867,2022-04-16 02:37:58.359453152,91.8,2,corporate
868,2022-04-16 05:32:45.055018340,96.3,4,individual
869,2022-04-16 08:27:31.750583528,91.8,3,corporate
870,2022-04-16 11:22:18.446148716,90.0,3,individual
871,2022-04-16 14:17:05.141713904,90.0,3,individual
872,2022-04-16 17:11:51.837279094,90.0,4,corporate
873,2022-04-16 20:06:38.532844282,81.0,4,individual
874,2022-04-16 23:01:25.228409470,83.7,3,individual
875,2022-04-17 01:56:11.923974658,97.2,4,individual
876,2022-04-17 04:50:58.619539846,85.5,1,corporate
877,2022-04-17 07:45:45.315105036,83.7,1,individual
878,2022-04-17 10:40:32.010670224,91.8,1,corporate
879,2022-04-17 13:35:18.706235412,95.4,2,individual
880,2022-04-17 16:30:05.401800600,88.2,2,individual
881,2022-04-17 19:24:52.097365788,97.2,2,individual
882,2022-04-17 22:19:38.792930978,91.8,4,corporate
883,2022-04-18 01:14:25.488496166,91.8,3,individual
884,2022-04-18 04:09:12.184061354,91.8,2,individual
885,2022-04-18 07:03:58.879626542,81.0,2,individual
886,2022-04-18 09:58:45.575191730,86.4,1,individual
887,2022-04-18 12:53:32.270756920,90.0,1,individual
888,2022-04-18 15:48:18.966322108,91.8,2,corporate
889,2022-04-18 18:43:05.661887296,93.6,2,corporate
890,2022-04-18 21:37:52.357452484,88.2,4,individual
891,2022-04-19 00:32:39.053017672,97.2,2,corporate
892,2022-04-19 03:27:25.748582862,87.3,3,corporate
893,2022-04-19 06:22:12.444148050,85.5,3,individual
894,2022-04-19 09:16:59.139713238,83.7,1,corporate
895,2022-04-19 12:11:45.835278426,87.3,3,corporate
896,2022-04-19 15:06:32.530843614,94.5,3,corporate
897,2022-04-19 18:01:19.226408804,90.0,2,corporate
898,2022-04-19 20:56:05.921973992,83.7,4,corporate
899,2022-04-19 23:50:52.617539180,90.9,3,corporate
900,2022-04-20 02:45:39.313104368,84.6,3,individual
901,2022-04-20 05:40:26.008669556,84.6,3,corporate
902,2022-04-20 08:35:12.704234746,96.3,3,individual
903,2022-04-20 11:29:59.399799934,94.5,4,individual
904,2022-04-20 14:24:46.095365122,90.9,3,corporate
905,2022-04-20 17:19:32.790930310,98.1,3,individual
906,2022-04-20 20:14:19.486495498,88.2,1,individual
907,2022-04-20 23:09:06.182060688,81.9,1,individual
908,2022-04-21 02:03:52.877625876,89.1,4,individual
909,2022-04-21 04:58:39.573191064,81.0,3,corporate
910,2022-04-21 07:53:26.268756252,87.3,2,corporate
911,2022-04-21 10:48:12.964321440,97.2,2,corporate
912,2022-04-21 13:42:59.659886630,87.3,1,corporate
913,2022-04-21 16:37:46.355451818,84.6,4,corporate
914,2022-04-21 19:32:33.051017006,96.3,4,individual
915,2022-04-21 22:27:19.746582194,84.6,2,corporate
916,2022-04-22 01:22:06.442147382,81.0,4,individual
917,2022-04-22 04:16:53.137712572,81.0,2,corporate
918,2022-04-22 07:11:39.833277760,96.3,4,individual
919,2022-04-22 10:06:26.528842948,81.0,3,corporate
920,2022-04-22 13:01:13.224408136,87.3,3,corporate
921,2022-04-22 15:55:59.919973324,81.9,4,corporate
922,2022-04-22 18:50:46.615538514,98.1,1,corporate
923,2022-04-22 21:45:33.311103702,93.6,1,individual
924,2022-04-23 00:40:20.006668890,91.8,2,individual
925,2022-04-23 03:35:06.702234078,85.5,1,individual
926,2022-04-23 06:29:53.397799266,85.5,1,corporate
927,2022-04-23 09:24:40.093364456,89.1,1,individual
928,2022-04-23 12:19:26.788929644,93.6,4,corporate
929,2022-04-23 15:14:13.484494832,93.6,1,individual
930,2022-04-23 18:09:00.180060020,94.5,3,corporate
931,2022-04-23 21:03:46.875625208,97.2,4,individual
932,2022-04-23 23:58:33.571190398,81.9,3,corporate
933,2022-04-24 02:53:20.266755586,85.5,3,corporate
934,2022-04-24 05:48:06.962320774,95.4,3,corporate
935,2022-04-24 08:42:53.657885962,81.9,3,individual
936,2022-04-24 11:37:40.353451150,94.5,2,corporate
937,2022-04-24 14:32:27.049016340,97.2,1,individual
938,2022-04-24 17:27:13.744581528,88.2,2,corporate
939,2022-04-24 20:22:00.440146716,93.6,2,corporate
940,2022-04-24 23:16:47.135711904,90.9,2,corporate
941,2022-04-25 02:11:33.831277092,88.2,4,corporate
942,2022-04-25 05:06:20.526842282,96.3,1,individual
943,2022-04-25 08:01:07.222407470,96.3,4,individual
944,2022-04-25 10:55:53.917972658,83.7,4,corporate
945,2022-04-25 13:50:40.613537846,90.9,4,individual
946,2022-04-25 16:45:27.309103034,90.0,4,individual
947,2022-04-25 19:40:14.004668224,92.7,4,corporate
948,2022-04-25 22:35:00.700233412,94.5,3,corporate
949,2022-04-26 01:29:47.395798600,88.2,1,corporate
950,2022-04-26 04:24:34.091363788,92.7,2,corporate
951,2022-04-26 07:19:20.786928976,86.4,2,corporate
952,2022-04-26 10:14:07.482494166,82.8,3,individual
953,2022-04-26 13:08:54.178059354,92.7,3,corporate
954,2022-04-26 16:03:40.873624542,96.3,3,corporate
955,2022-04-26 18:58:27.569189730,84.6,2,individual
956,2022-04-26 21:53:14.264754918,90.9,1,individual
957,2022-04-27 00:48:00.960320108,86.4,2,individual
958,2022-04-27 03:42:47.655885296,81.9,3,individual
959,2022-04-27 06:37:34.351450484,95.4,2,corporate
960,2022-04-27 09:32:21.047015672,86.4,2,corporate
961,2022-04-27 12:27:07.742580860,86.4,2,corporate
962,2022-04-27 15:21:54.438146050,84.6,1,individual
963,2022-04-27 18:16:41.133711238,88.2,2,corporate
964,2022-04-27 21:11:27.829276426,81.0,2,individual
965,2022-04-28 00:06:14.524841614,88.2,1,individual
966,2022-04-28 03:01:01.220406802,96.3,2,corporate
967,2022-04-28 05:55:47.915971992,87.3,4,corporate
968,2022-04-28 08:50:34.611537180,82.8,3,individual
969,2022-04-28 11:45:21.307102368,82.8,1,corporate
970,2022-04-28 14:40:08.002667556,93.6,2,individual
971,2022-04-28 17:34:54.698232744,87.3,4,individual
972,2022-04-28 20:29:41.393797932,98.1,1,corporate
973,2022-04-28 23:24:28.089363122,89.1,1,individual
974,2022-04-29 02:19:14.784928310,82.8,4,corporate
975,2022-04-29 05:14:01.480493498,98.1,3,corporate
976,2022-04-29 08:08:48.176058686,93.6,1,corporate
977,2022-04-29 11:03:34.871623874,98.1,4,individual
978,2022-04-29 13:58:21.567189064,89.1,3,individual
