"line_item_id","payment_id","item_id","quantity","price"
11021,8421,2469,1,22.83
11023,8423,2817,1,23.93
11024,8423,353,1,14.96
11025,8424,8041,1,15.35
11027,8426,7,3,11.47
11029,8428,6314,1,18.84
11030,8428,5702,1,10.89
11031,8428,755,1,13.58
11033,8430,310,1,23.64
11037,8434,188,1,23.38
11038,8435,1031,1,24.55
11041,8438,3247,1,22.54
11042,8439,6727,1,14.99
11043,8439,9400,1,24.77
11046,8442,305,2,21.7
11050,8444,49,1,18.12
11051,8445,892,1,14.87
11056,8448,7469,3,14.8
11057,8449,7887,1,15.88
11058,8450,1106,2,12.84
11059,8450,3547,1,19.36
11060,8451,1058,1,12.61
11062,8453,958,1,12.37
11063,8454,3754,2,16.15
11064,8454,8212,1,24.12
11068,8457,986,1,19.63
11069,8458,8,1,9.52
11071,8460,6501,1,12.07
11072,8460,3752,1,10.43
11074,8462,1139,1,18.8
11079,8466,8726,3,21.89
11080,8467,1741,2,14.36
11084,8471,297,1,11.82
11085,8471,135,1,24.85
11086,8472,391,1,11.04
11087,8473,688,1,24.48
11088,8473,2536,1,21.59
11089,8473,3528,4,11.48
11090,8474,188,1,23.38
11096,8480,1360,9,24.15
11101,8484,794,1,15.04
11102,8485,49,2,18.12
11104,8487,675,1,17.59
11105,8487,1980,1,24.27
11106,8488,127,1,19.1
11108,8490,8726,1,21.89
11109,8490,427,1,19.33
11110,8491,196,1,23.3
11111,8492,1519,1,14.96
11112,8493,5702,1,10.89
11113,8494,1496,1,24.06
11114,8495,2086,1,20.95
11115,8495,73,1,18.5
11116,8496,6693,1,9.82
11117,8496,2470,1,22.61
11119,8498,953,3,15.16
11120,8499,7611,1,17.61
11123,8502,8140,1,16.66
11124,8503,628,1,19.53
11129,8508,5439,1,18.58
11130,8508,5149,2,9.12
11131,8509,1410,1,24.31
11132,8510,7006,1,18.94
11134,8512,9642,1,10.37
11136,8514,9400,1,24.77
11137,8515,2935,1,11.41
11139,8517,399,1,22.39
11150,8523,8829,1,12.01
11155,8527,2512,1,11.51
11156,8528,3775,2,16.8
11157,8529,275,3,21.06
11159,8531,243,1,15.7
11162,8533,804,1,11.4
11164,8535,3756,4,17.53
11165,8536,2536,1,21.59
11166,8537,7523,2,10.36
11169,8539,1184,2,24.19
11171,8541,609,1,22.91
11173,8543,3401,1,17.05
11175,8545,3654,1,15.26
11177,8547,240,1,14.98
11178,8548,3464,1,11.49
11179,8549,3358,2,10.8
11180,8550,1641,3,16.47
11181,8551,3362,1,11.26
11188,8554,54,2,15.11
11189,8555,6214,1,15.46
11191,8557,488,1,23.51
11192,8557,2730,1,23.13
11193,8557,4728,1,14.91
11194,8558,6693,1,9.82
11195,8559,6509,1,10.58
11203,8566,211,1,24.5
11205,8568,264,1,9.31
11206,8569,5265,2,10.53
11209,8572,2084,1,11.03
11211,8574,6314,1,18.84
11212,8574,6575,2,9.09
11213,8574,2452,1,24.05
11214,8574,54,1,15.11
11215,8575,855,1,13.09
11221,8580,2589,1,24.78
11222,8580,5100,1,19.06
11223,8580,2781,1,20.52
11225,8582,6898,1,21.47
11226,8583,4565,1,19.5
11227,8584,2624,2,10.05
11228,8585,5665,1,14.49
11229,8586,9972,1,22.11
11234,8589,1105,1,22.09
11235,8590,3978,1,24.82
11236,8591,6417,1,24.62
11237,8592,8041,1,15.35
11240,8594,1223,1,10.49
11241,8595,9430,1,19.5
11242,8595,1347,1,11.32
11243,8596,3752,2,10.43
11244,8596,1360,1,24.15
11245,8596,7635,1,22.84
11247,8598,2172,2,24.03
11248,8598,2673,3,11.77
11249,8599,1106,1,12.84
11252,8602,6314,1,18.84
11253,8603,5144,1,19.42
11254,8604,243,1,15.7
11255,8604,1885,1,10.46
11258,8607,128,1,15.01
11259,8608,6575,1,9.09
11260,8609,2821,1,16.54
11261,8610,714,1,18.32
11262,8611,484,1,12.58
11263,8612,709,1,20.26
11264,8612,3712,1,9.6
11265,8613,507,1,13
11270,8615,12,2,12.63
11271,8615,732,4,18.39
11272,8616,8874,3,16.91
11273,8616,5702,1,10.89
11274,8616,8630,1,9.25
11276,8618,2045,1,21.02
11277,8619,3247,1,22.54
11278,8620,170,4,10.22
11279,8621,3731,1,16.09
11280,8622,897,1,18.63
11281,8623,1142,1,24.34
11282,8624,774,1,18.66
11283,8625,7338,1,16.54
11284,8626,55,1,21.99
11287,8629,12,1,12.63
11288,8630,3409,1,22.29
11289,8631,3133,1,18.06
11291,8633,1490,1,13.4
11292,8634,465,1,10.58
11293,8634,465,1,10.58
11294,8634,395,1,23.05
11295,8635,5783,1,14.15
11296,8635,2452,1,24.05
11297,8636,1332,1,14.68
11298,8637,1687,1,24.75
11299,8638,5505,1,23.66
11301,8640,2084,1,11.03
11302,8640,7635,1,22.84
11308,8645,3247,1,22.54
11309,8646,5303,4,18.99
11310,8647,2422,1,21.64
11311,8648,8848,1,15.46
11313,8650,4120,1,9.71
11315,8652,1142,1,24.34
11316,8653,2859,1,24.35
11318,8655,305,1,21.7
11320,8657,236,1,24.3
11321,8658,3363,1,24.84
11322,8659,7338,1,16.54
11324,8661,2552,1,15.98
11325,8662,6273,1,9.42
11326,8662,6417,1,24.62
11327,8662,1972,1,10.72
11328,8663,798,1,15.51
11330,8665,9117,1,17.59
11333,8668,110,1,18.36
11334,8668,6,1,15.09
11335,8669,9405,1,12.82
11336,8669,9117,2,17.59
11341,8671,1045,1,18.87
11344,8674,7082,1,16.48
11345,8674,17,1,18.11
11346,8674,8563,1,24.01
11347,8674,804,5,11.4
11349,8676,362,1,10.18
11350,8677,9257,1,11.06
11351,8677,133,1,9.37
11353,8679,127,1,19.1
11356,8682,890,1,16.47
11357,8683,2086,1,20.95
11363,8688,774,1,18.66
11364,8688,243,2,15.7
11365,8688,514,1,22.36
11366,8689,4517,1,22.95
11367,8690,358,1,14.57
11368,8691,1124,1,15.07
11371,8693,5702,1,10.89
11373,8695,3246,1,14.66
11381,8701,2704,1,18.43
11386,8704,2043,1,9.17
11387,8705,8979,1,17.79
11388,8706,6501,1,12.07
11389,8706,293,1,17.24
11390,8707,3529,1,13.28
11391,8707,405,1,13.26
11393,8709,2098,1,21.05
11395,8711,2172,1,24.03
11396,8712,88,1,18.23
11398,8714,9405,2,12.82
11408,8720,2086,1,20.95
11409,8720,5,1,21.61
11410,8721,17,1,18.11
11416,8726,1333,1,14.68
11417,8727,37,1,15.42
11421,8731,483,1,18.25
11422,8732,5782,2,18.86
11425,8735,1643,1,18.93
11427,8737,154,1,11.61
11428,8737,5446,1,18.29
11429,8738,7921,1,19.08
11430,8738,5100,2,19.06
11431,8739,1722,4,9.26
11432,8739,405,1,13.26
11435,8742,1344,1,23.96
11442,8746,8755,1,12.43
11446,8748,6506,1,23.82
11449,8751,4517,1,22.95
11450,8751,3285,1,17.3
11451,8752,7208,1,16.65
11452,8753,3000,1,22.34
11456,8756,1139,1,18.8
11459,8759,1498,1,24.16
11460,8760,1124,1,15.07
11461,8761,5858,1,12.53
11462,8762,3754,1,16.15
11463,8763,2155,1,23.03
11464,8764,974,1,12.74
11467,8767,3287,3,12.97
11468,8767,1344,1,23.96
11469,8767,17,1,18.11
11470,8767,755,1,13.58
11474,8770,4768,1,23.97
11479,8775,8212,1,24.12
11480,8775,3699,1,16.35
11481,8776,3528,1,11.48
11482,8777,774,1,18.66
11487,8780,1014,3,14.07
11488,8780,7748,1,18.21
11491,8783,1995,1,16.37
11495,8787,2470,1,22.61
11497,8789,432,1,17.91
11498,8790,1732,1,15.29
11499,8791,1058,1,12.61
11500,8792,3133,1,18.06
11503,8794,5884,4,10.75
11504,8795,5118,1,15.07
11505,8796,5446,1,18.29
11506,8796,7469,1,14.8
11507,8797,7635,3,22.84
11508,8797,911,1,11.89
11509,8798,6732,1,15.02
11510,8799,666,1,14.16
11511,8799,1058,1,12.61
11512,8800,17,1,18.11
11513,8801,6575,2,9.09
11514,8802,3146,2,19.46
11516,8804,7208,1,16.65
11518,8806,5782,1,18.86
11519,8807,1261,1,9.01
11520,8808,3246,1,14.66
11521,8809,6417,1,24.62
11522,8809,4885,1,16.16
11531,8816,264,1,9.31
11534,8819,17,2,18.11
11536,8821,2881,2,11.94
11537,8822,599,1,23.49
11539,8824,6141,1,19.52
11540,8825,5782,1,18.86
11542,8827,284,1,10.61
11543,8828,2422,1,21.64
11544,8829,9523,1,21.23
11546,8831,3127,1,10.13
11547,8832,322,1,13.89
11549,8834,550,2,21.4
11550,8835,7991,1,15.4
11552,8837,2045,1,21.02
11553,8838,974,1,12.74
11554,8838,6141,1,19.52
11555,8839,5665,1,14.49
11556,8840,4,1,13.17
11558,8842,3764,1,12.71
11559,8842,8591,1,16.03
11560,8843,4369,1,11.1
11562,8845,6499,1,21.28
11564,8847,556,2,20.17
11565,8848,54,1,15.11
11567,8850,3200,3,17.24
11568,8850,2041,1,20.74
11569,8850,533,1,11.8
11570,8850,1704,1,23.98
11573,8852,2880,4,20.66
11574,8853,2098,1,21.05
11575,8853,7838,1,13.26
11576,8853,1236,1,24.03
11578,8855,4768,1,23.97
11581,8858,2470,1,22.61
11582,8859,3000,1,22.34
11585,8862,4728,1,14.91
11586,8862,1687,3,24.75
11587,8862,1348,3,15.14
11590,8864,672,1,22.04
11592,8866,135,1,24.85
11593,8867,2979,1,16.48
11594,8868,6727,2,14.99
11595,8868,8371,1,12.3
11596,8869,2755,1,22.8
11597,8869,3753,1,12.13
11598,8869,2491,1,17.95
11599,8870,3754,1,16.15
11600,8870,2196,1,14.04
11601,8870,5229,1,11.78
11603,8872,3754,1,16.15
11604,8872,5707,1,21.28
11616,8882,167,1,18
11618,8884,2011,1,16.07
11619,8885,8215,1,21.7
11620,8886,401,1,23.08
11624,8890,349,1,13.14
11625,8891,1641,1,16.47
11629,8895,670,1,21.9
11632,8898,5568,1,12.31
11634,8900,675,1,17.59
11635,8901,6497,1,9.43
11637,8903,2755,1,22.8
11638,8904,5149,3,9.12
11639,8905,1262,1,22.42
11640,8905,5149,1,9.12
11641,8906,282,1,18.55
11642,8907,3359,1,21.78
11643,8908,6575,1,9.09
11644,8909,8212,1,24.12
11645,8910,9116,1,17.23
11646,8910,1014,1,14.07
11647,8911,4160,1,11.21
11652,8916,3753,1,12.13
11653,8917,3359,1,21.78
11654,8918,3600,1,23.03
11658,8921,2339,1,15.55
11659,8922,3274,1,18.34
11670,8930,2730,1,23.13
11671,8931,8726,3,21.89
11672,8931,1531,1,20.98
11673,8932,7208,1,16.65
11674,8933,714,1,18.32
11678,8937,1496,1,24.06
11679,8937,9139,1,13.22
11681,8939,2086,1,20.95
11682,8940,2957,1,23.33
11683,8941,8432,1,24.03
11684,8942,785,1,23
11685,8942,322,1,13.89
11686,8943,5704,1,12.99
11688,8945,4885,1,16.16
11691,8947,349,1,13.14
11692,8948,612,1,12.25
11693,8949,1089,2,24.83
11694,8950,2944,1,17.72
11695,8951,691,1,17.82
11696,8951,9923,1,22.95
11702,8955,2452,1,24.05
11704,8957,1074,1,24.33
11705,8958,2172,1,24.03
11707,8960,1879,2,11.32
11708,8960,5949,2,10.78
11709,8961,8312,1,18.2
11710,8962,1105,1,22.09
11711,8963,347,2,11.65
11714,8966,2817,1,23.93
11715,8967,3752,1,10.43
11716,8967,2422,1,21.64
11717,8968,4885,1,16.16
11719,8970,353,1,14.96
11720,8970,7523,2,10.36
11724,8972,3795,1,11.33
11725,8973,2860,3,17.24
11731,8978,1643,1,18.93
11732,8978,5702,3,10.89
11734,8980,986,1,19.63
11736,8982,1223,2,10.49
11737,8983,9758,1,15.69
11738,8984,2881,1,11.94
11739,8984,6499,1,21.28
11740,8985,9972,1,22.11
11741,8985,9642,1,10.37
11745,8987,288,1,10.92
11746,8988,1410,1,24.31
11747,8989,2730,1,23.13
11748,8990,1995,1,16.37
11749,8990,1704,1,23.98
11751,8992,1348,1,15.14
11752,8993,7748,1,18.21
11754,8995,2170,1,10.17
11756,8997,9758,1,15.69
11761,9000,3904,1,10.55
11763,9002,9405,1,12.82
11769,9008,1124,3,15.07
11777,9013,3753,1,12.13
11778,9014,155,1,19.08
11779,9015,5259,1,23.45
11782,9017,5259,1,23.45
11785,9019,54,1,15.11
11786,9019,4014,1,10.98
11789,9021,2109,1,24.26
11790,9022,911,1,11.89
11791,9023,74,1,14.31
11795,9027,161,2,13.84
11796,9027,293,1,17.24
11797,9028,1123,1,12.23
11798,9028,798,8,15.51
11799,9028,1676,1,12.68
11800,9028,1727,1,20.49
11801,9028,7469,2,14.8
11802,9029,1343,1,21.67
11804,9031,4457,1,23.06
11805,9031,3712,1,9.6
11806,9031,9801,1,21.18
11807,9031,1490,1,13.4
11808,9032,7748,1,18.21
11810,9034,6211,1,22.1
11811,9034,3200,1,17.24
11812,9035,5470,1,12.39
11814,9037,4698,1,9.53
11818,9040,5439,1,18.58
11824,9044,483,1,18.25
11825,9045,442,1,19.21
11835,9052,1900,1,21.14
11836,9052,967,2,24.49
11837,9052,2781,1,20.52
11838,9053,1410,1,24.31
11839,9053,3383,2,21.14
11840,9053,739,1,9.83
11841,9053,623,1,13.63
11842,9053,2935,1,11.41
11844,9055,703,1,15.7
11845,9056,3126,1,16.16
11846,9057,73,1,18.5
11847,9058,201,1,22.57
11848,9059,6968,1,23.29
11850,9061,2902,1,17.15
11851,9062,7251,1,17.76
11853,9064,2624,1,10.05
11854,9065,347,1,11.65
11855,9066,161,1,13.84
11856,9067,1768,1,22.63
11857,9067,953,1,15.16
11858,9068,133,1,9.37
11859,9069,200,1,19.97
11860,9070,2794,1,23.49
11861,9070,3287,1,12.97
11862,9070,3528,1,11.48
11863,9071,5326,2,13.29
11864,9072,128,1,15.01
11865,9073,8563,1,24.01
11866,9074,465,1,10.58
11867,9074,2254,1,11.09
11870,9077,2470,1,22.61
11872,9079,666,1,14.16
11874,9081,6501,1,12.07
11875,9082,553,1,13.6
11883,9087,264,1,9.31
11884,9088,7887,1,15.88
11885,9089,1333,2,14.68
11887,9091,429,1,14.95
11888,9092,395,1,23.05
11889,9093,3126,1,16.16
11890,9093,1641,1,16.47
11900,9099,48,1,23.24
11901,9099,4925,1,24.88
11902,9100,1589,1,24.35
11903,9101,751,2,23.59
11906,9103,5326,1,13.29
11907,9103,8140,1,16.66
11908,9103,3255,1,19.63
11909,9104,6214,1,15.46
11910,9105,1060,1,9.39
11911,9105,126,1,9.15
11912,9105,3255,1,19.63
11913,9106,353,1,14.96
11914,9107,9699,1,12.07
11917,9110,8859,1,19.35
11919,9112,6251,1,22.22
11920,9113,2098,2,21.05
11921,9114,2794,2,23.49
11922,9115,798,1,15.51
11924,9117,3528,1,11.48
11926,9119,4088,1,16.1
11927,9120,7006,1,18.94
11928,9120,672,1,22.04
11929,9121,688,1,24.48
11931,9123,986,1,19.63
11932,9124,364,1,23.46
11933,9125,201,1,22.57
11938,9130,2011,1,16.07
11939,9131,2944,1,17.72
11941,9133,8829,1,12.01
11942,9134,5286,1,13.07
11943,9135,5100,1,19.06
11945,9137,8212,1,24.12
11946,9138,6506,1,23.82
11947,9139,9048,2,15.94
11948,9139,2552,1,15.98
11949,9140,533,1,11.8
11953,9143,465,1,10.58
11954,9143,441,2,13.14
11955,9144,581,1,21.7
11956,9145,2718,1,21.65
11957,9146,305,1,21.7
11958,9147,5783,1,14.15
11965,9153,3103,1,20.16
11966,9154,4162,1,15.85
11968,9156,1722,2,9.26
11969,9156,105,1,18.46
11971,9158,2209,1,21.5
11972,9159,188,1,23.38
11973,9160,503,1,13.65
11974,9161,277,5,24.41
11975,9162,3528,1,11.48
11976,9162,7672,1,13.14
11978,9164,2552,1,15.98
11979,9165,9360,1,19.49
11980,9166,3383,1,21.14
11981,9166,7748,1,18.21
11982,9167,7469,2,14.8
11984,9169,4885,1,16.16
11985,9170,8868,1,15.53
11986,9171,427,1,19.33
11989,9174,675,2,17.59
11990,9175,442,1,19.21
11991,9176,7469,3,14.8
11992,9177,422,1,23.59
11993,9177,276,1,22.66
11994,9178,5858,1,12.53
11997,9180,3072,1,23.25
11998,9181,6693,1,9.82
12000,9183,1732,1,15.29
12001,9184,9801,1,21.18
12002,9184,2457,1,13.95
12003,9185,6356,1,21.71
12004,9185,48,1,23.24
12005,9185,2704,1,18.43
12006,9186,391,1,11.04
12007,9186,1729,1,18.67
12008,9187,5568,1,12.31
12009,9188,465,1,10.58
12012,9191,1060,1,9.39
12013,9192,110,1,18.36
12014,9193,2254,1,11.09
12015,9193,6141,1,19.52
12017,9195,1112,1,11.72
12018,9195,9758,1,15.69
12019,9196,1768,1,22.63
12020,9197,3229,1,21
12021,9197,3000,1,22.34
12022,9197,1589,1,24.35
12023,9197,8432,1,24.03
12024,9198,5439,1,18.58
12027,9201,1687,2,24.75
12028,9202,362,1,10.18
12029,9202,2084,1,11.03
12033,9205,5505,1,23.66
12034,9206,474,1,9.52
12041,9210,1197,1,10.52
12042,9210,2817,3,23.93
12043,9210,2422,1,21.64
12044,9211,5265,1,10.53
12045,9212,2149,2,13.19
12046,9212,1496,2,24.06
12047,9213,2781,1,20.52
12050,9215,1727,1,20.49
12051,9215,691,1,17.82
12052,9216,8,1,9.52
12053,9217,347,1,11.65
12054,9218,1972,1,10.72
12056,9220,161,1,13.84
12059,9223,49,1,18.12
12060,9224,9698,1,17.74
12061,9225,5303,1,18.99
12062,9226,127,1,19.1
12063,9226,9473,1,9.3
12064,9227,1142,1,24.34
12065,9228,1045,1,18.87
12068,9230,8591,1,16.03
12069,9230,2881,2,11.94
12070,9231,55,1,21.99
12071,9232,1995,1,16.37
12072,9233,503,1,13.65
12075,9236,9,1,21.84
12076,9237,26,1,21.85
12077,9238,2553,1,22.33
12078,9238,8755,3,12.43
12079,9239,1045,4,18.87
12080,9240,1208,1,13.27
12081,9240,9,1,21.84
12083,9242,332,1,16.18
12084,9243,1589,1,24.35
12091,9248,2086,1,20.95
12092,9249,6212,1,22.78
12093,9250,165,1,23.57
12094,9251,55,1,21.99
12097,9254,3547,2,19.36
12098,9255,8726,1,21.89
12099,9256,3359,1,21.78
12100,9257,1019,1,10.59
12101,9258,581,1,21.7
12102,9258,897,1,18.63
12104,9260,405,1,13.26
12109,9263,9523,1,21.23
12114,9267,1347,1,11.32
12115,9268,7607,2,11.21
12117,9270,6512,1,9.78
12118,9270,6087,1,12.26
12121,9273,2242,3,24.06
12122,9274,1019,2,10.59
12123,9274,3978,1,24.82
12125,9276,729,1,15.9
12126,9276,305,1,21.7
12127,9277,7469,1,14.8
12129,9279,165,1,23.57
12130,9280,2155,1,23.03
12133,9283,4160,1,11.21
12134,9284,4885,1,16.16
12135,9284,6684,1,21.24
12138,9287,6497,1,9.43
12139,9288,7619,1,11.24
12143,9292,56,1,22.99
12144,9293,3528,1,11.48
12145,9294,2704,2,18.43
12153,9299,7635,2,22.84
12154,9299,4515,1,16.57
12155,9300,130,1,18.45
12156,9301,556,1,20.17
12160,9303,553,3,13.6
12161,9304,9317,2,24.8
12162,9305,6732,1,15.02
12163,9306,196,1,23.3
12164,9307,1727,1,20.49
12166,9309,391,1,11.04
12168,9311,2084,1,11.03
12169,9312,581,1,21.7
12170,9313,128,1,15.01
12171,9314,236,1,24.3
12172,9315,3138,1,15.55
12173,9315,391,1,11.04
12174,9315,7991,1,15.4
12175,9315,1347,1,11.32
12176,9316,556,2,20.17
12182,9320,9405,1,12.82
12189,9325,3464,1,11.49
12191,9327,6506,1,23.82
12192,9328,17,1,18.11
12193,9328,6693,1,9.82
12196,9331,2011,1,16.07
12197,9332,2469,1,22.83
12199,9334,951,1,9.42
12200,9334,3133,1,18.06
12201,9335,5229,1,11.78
12202,9336,1112,1,11.72
12203,9337,1182,1,13.4
12204,9338,427,1,19.33
12205,9339,6684,1,21.24
12206,9339,275,1,21.06
12207,9340,243,1,15.7
12209,9342,288,1,10.92
12210,9343,9699,1,12.07
12213,9345,1589,1,24.35
12214,9346,9699,1,12.07
12215,9347,4515,1,16.57
12216,9348,2666,2,15.19
12217,9349,7,1,11.47
12218,9350,1031,1,24.55
12222,9354,7082,1,16.48
12223,9355,4517,1,22.95
12224,9356,2646,1,9.35
12226,9358,12,1,12.63
12232,9363,8312,1,18.2
12233,9363,1924,1,9.52
12234,9364,4088,2,16.1
12235,9364,74,1,14.31
12236,9364,69,1,19.11
12237,9364,9523,1,21.23
12238,9365,953,1,15.16
12239,9366,39,1,19.6
12240,9366,2817,1,23.93
12241,9367,483,1,18.25
12242,9367,1184,3,24.19
12244,9369,8755,1,12.43
12247,9372,755,1,13.58
12248,9372,6212,1,22.78
12252,9375,3858,1,12.37
12253,9375,3072,1,23.25
12254,9376,4369,1,11.1
12257,9378,785,1,23
12258,9379,5470,1,12.39
12259,9380,798,1,15.51
12260,9381,2196,1,14.04
12261,9381,6692,1,10.06
12262,9382,6530,1,17.96
12263,9383,2470,1,22.61
12265,9385,288,1,10.92
12266,9386,703,1,15.7
12271,9391,401,1,23.08
12272,9392,1423,1,13.02
12273,9393,1139,1,18.8
12274,9393,2271,1,19.58
12275,9394,9085,1,22.11
12276,9395,542,1,23.31
12281,9399,2781,1,20.52
12282,9399,798,1,15.51
12283,9399,3529,1,13.28
12284,9399,6509,1,10.58
12286,9401,240,1,14.98
12290,9403,794,2,15.04
12291,9404,1741,1,14.36
12292,9404,2021,1,20.08
12293,9405,6314,1,18.84
12294,9406,155,1,19.08
12295,9407,4240,1,15.95
12299,9410,26,1,21.85
12300,9411,672,1,22.04
12304,9414,5118,1,15.07
12305,9414,2491,2,17.95
12306,9415,8212,1,24.12
12307,9415,55,1,21.99
12309,9417,1124,1,15.07
12311,9419,5903,1,22.85
12312,9419,441,1,13.14
12313,9419,474,1,9.52
12314,9420,284,1,10.61
12319,9424,2817,1,23.93
12320,9424,1924,1,9.52
12321,9425,4877,2,24.63
12322,9426,8312,2,18.2
12323,9427,193,1,13.93
12325,9429,6898,1,21.47
12326,9430,1348,2,15.14
12328,9432,2209,1,21.5
12329,9433,2666,1,15.19
12330,9433,2170,1,10.17
12331,9433,1042,1,11.35
12332,9434,1732,1,15.29
12334,9436,1980,1,24.27
12335,9436,804,2,11.4
12336,9436,9257,1,11.06
12337,9436,2944,1,17.72
12338,9436,9972,1,22.11
12339,9437,3127,1,10.13
12340,9438,8432,1,24.03
12342,9440,2361,1,21.05
12343,9440,5508,1,16.43
12344,9440,5782,1,18.86
12346,9442,6497,1,9.43
12348,9444,1937,1,9.93
12353,9448,4728,1,14.91
12354,9449,110,1,18.36
12355,9449,1519,1,14.96
12356,9450,6212,1,22.78
12357,9451,1529,5,17.3
12358,9452,1727,1,20.49
12359,9452,7082,1,16.48
12362,9454,1531,1,20.98
12363,9455,293,1,17.24
12365,9457,3246,1,14.66
12366,9458,798,1,15.51
12367,9458,236,1,24.3
12368,9458,8726,1,21.89
12371,9460,4565,1,19.5
12372,9461,7523,1,10.36
12374,9463,1498,3,24.16
12375,9464,9257,2,11.06
12377,9466,432,1,17.91
12378,9466,2944,1,17.72
12379,9467,1496,1,24.06
12380,9468,1208,1,13.27
12382,9470,3061,1,19.39
12385,9473,1704,1,23.98
12386,9474,4088,1,16.1
12387,9475,2254,1,11.09
12389,9477,789,1,21.4
12390,9478,3229,1,21
12391,9478,9085,1,22.11
12394,9480,5072,2,24.83
12396,9482,3529,1,13.28
12403,9486,2821,1,16.54
12404,9486,3363,1,24.84
12405,9487,4515,1,16.57
12409,9490,9147,2,18.3
12415,9494,714,1,18.32
12418,9497,3858,1,12.37
12419,9498,1389,1,22.24
12420,9499,128,1,15.01
12423,9502,252,1,9.56
12425,9504,4369,1,11.1
12426,9505,5307,2,22.75
12427,9506,288,1,10.92
12433,9511,237,1,20.91
12437,9514,1184,1,24.19
12438,9515,9085,1,22.11
12439,9515,7523,1,10.36
12440,9516,9473,1,9.3
12441,9517,5861,1,9.97
12442,9517,358,1,14.57
12444,9519,405,1,13.26
12445,9520,1729,1,18.67
12446,9521,5505,1,23.66
12447,9522,3795,1,11.33
12448,9523,900,1,16.3
12449,9524,2172,1,24.03
12450,9525,5508,1,16.43
12451,9526,1589,1,24.35
12452,9526,130,1,18.45
12453,9527,4496,1,14.24
12454,9527,4326,1,13.94
12457,9530,5439,1,18.58
12458,9531,1332,1,14.68
12460,9533,1748,1,16.91
12461,9533,1461,1,13.91
12462,9534,6968,2,23.29
12465,9537,3202,1,14.11
12466,9538,1496,3,24.06
12467,9539,4565,1,19.5
12469,9541,1105,1,22.09
12470,9542,2859,1,24.35
12472,9544,769,1,15.27
12474,9546,48,1,23.24
12477,9549,703,1,15.7
12481,9553,5100,1,19.06
12482,9553,1014,1,14.07
12483,9554,514,3,22.36
12489,9559,2494,1,12.28
12490,9560,3179,1,10.93
12491,9560,3547,1,19.36
12493,9562,377,1,22.85
12494,9563,3600,1,23.03
12495,9564,1058,1,12.61
12496,9565,135,2,24.85
12497,9565,7887,1,15.88
12498,9565,3363,1,24.84
12499,9565,1924,1,9.52
12501,9567,3362,3,11.26
12502,9568,3138,1,15.55
12503,9569,2086,1,20.95
12506,9572,3061,1,19.39
12507,9572,200,1,19.97
12514,9577,3138,1,15.55
12515,9578,413,2,9.12
12516,9579,804,1,11.4
12518,9581,282,1,18.55
12519,9581,1353,1,9.05
12520,9581,2677,1,19.7
12521,9581,6505,1,9.04
12522,9582,56,1,22.99
12524,9584,82,1,18.97
12525,9585,7921,1,19.08
12527,9587,5393,1,18.51
12528,9588,3287,1,12.97
12531,9591,2512,1,11.51
12532,9592,1924,1,9.52
12533,9593,2457,1,13.95
12534,9593,1729,1,18.67
12536,9595,789,1,21.4
12541,9597,6501,1,12.07
12543,9599,964,1,21.01
12544,9600,2666,1,15.19
12545,9601,958,1,12.37
12546,9601,6141,3,19.52
12547,9602,4728,1,14.91
12548,9603,6078,1,10.19
12549,9604,5568,1,12.31
12552,9607,894,2,22.46
12553,9608,322,1,13.89
12557,9611,347,2,11.65
12558,9612,9117,1,17.59
12559,9612,6497,1,9.43
12560,9613,5307,1,22.75
12561,9614,484,1,12.58
12562,9615,5707,1,21.28
12565,9617,7251,2,17.76
12566,9618,236,1,24.3
12567,9618,3229,1,21
12568,9618,1031,1,24.55
12569,9619,275,1,21.06
12571,9621,54,1,15.11
12572,9622,714,1,18.32
12575,9625,1589,1,24.35
12576,9626,8630,1,9.25
12577,9626,9758,1,15.69
12578,9627,364,1,23.46
12579,9628,2944,1,17.72
12580,9629,1741,1,14.36
12581,9630,2155,1,23.03
12582,9631,2084,1,11.03
12585,9633,488,1,23.51
12586,9633,432,1,17.91
12587,9634,2512,1,11.51
12588,9635,105,1,18.46
12589,9635,6497,1,9.43
12593,9638,3775,1,16.8
12594,9639,1410,1,24.31
12595,9639,953,1,15.16
12596,9640,6497,1,9.43
12598,9642,161,1,13.84
12599,9642,3179,2,10.93
12600,9643,5704,1,12.99
12601,9644,9,1,21.84
12602,9645,1704,1,23.98
12603,9646,2196,1,14.04
12604,9646,201,1,22.57
12605,9647,2149,1,13.19
12606,9647,127,1,19.1
12610,9649,4431,1,9.74
12612,9651,2512,1,11.51
12613,9651,305,1,21.7
12619,9657,3529,1,13.28
12620,9658,2860,1,17.24
12621,9659,322,1,13.89
12622,9660,6693,1,9.82
12623,9661,6417,1,24.62
12624,9662,892,1,14.87
12628,9665,3363,1,24.84
12629,9666,4877,1,24.63
12630,9667,2624,1,10.05
12631,9667,5812,1,22.41
12632,9667,4326,1,13.94
12633,9668,2583,1,18.3
12634,9669,503,2,13.65
12635,9670,9117,1,17.59
12636,9671,1410,1,24.31
12637,9672,9698,1,17.74
12642,9675,8371,1,12.3
12644,9677,623,1,13.63
12645,9677,2086,1,20.95
12646,9678,342,1,15.6
12647,9679,739,1,9.83
12648,9680,953,1,15.16
12649,9681,358,1,14.57
12650,9681,6273,1,9.42
12651,9681,201,1,22.57
12652,9682,3775,1,16.8
