date,ad_channel,impressions,clicks,ad_spend,country
2019-06-10,google,100,100,20.71,France
2019-06-10,google,120,120,22.62,UK
2019-06-10,instagram,288,288,111.76,Argentina
2019-06-11,facebook,232,232,107.0,Canada
2019-06-11,google,127,127,21.19,Brazil
2019-06-11,google,105,105,20.48,UK
2019-06-11,instagram,271,271,125.88,India
2019-06-11,instagram,609,609,243.53,Spain
2019-06-12,google,110,110,21.9,Danmark
2019-06-12,instagram,276,276,110.59,Canada
2019-06-12,instagram,315,315,97.65,Danmark
2019-06-12,instagram,309,309,114.12,UK
2019-06-13,instagram,309,309,107.06,Sweden
2019-06-13,instagram,271,271,109.41,UK
2019-06-13,instagram,271,271,130.59,US
2019-06-14,facebook,198,198,95.0,Germany
2019-06-14,facebook,170,170,97.0,India
2019-06-14,instagram,294,294,107.06,China
2019-06-14,instagram,297,297,107.06,France
2019-06-14,instagram,259,259,98.82,Spain
2019-06-15,facebook,168,168,94.0,India
2019-06-15,instagram,332,332,109.41,France
2019-06-16,facebook,468,468,212.0,US
2019-06-16,instagram,271,271,132.94,Argentina
2019-06-16,instagram,318,318,127.06,China
2019-06-16,instagram,288,288,125.88,France
2019-06-16,instagram,250,250,136.47,UK
2019-06-16,instagram,300,300,116.47,US
2019-06-17,instagram,250,250,131.76,Germany
2019-06-17,instagram,262,262,124.71,US
2019-06-18,facebook,226,226,115.0,US
2019-06-18,instagram,329,329,115.29,US
2019-06-19,facebook,220,220,95.0,Brazil
2019-06-19,facebook,200,200,89.0,Canada
2019-06-19,facebook,190,190,84.0,India
2019-06-20,facebook,390,390,212.0,China
2019-06-20,google,118,118,26.19,Canada
2019-06-20,instagram,338,338,112.94,Canada
2019-06-20,instagram,326,326,108.24,India
2019-06-21,facebook,178,178,107.0,Germany
2019-06-21,instagram,262,262,110.59,China
2019-06-22,facebook,198,198,104.0,Germany
2019-06-22,google,118,118,20.24,France
2019-06-22,google,96,96,24.52,UK
2019-06-22,instagram,235,235,104.71,Canada
2019-06-22,instagram,235,235,124.71,China
2019-06-23,facebook,214,214,112.0,Germany
2019-06-23,google,101,101,21.67,China
2019-06-23,google,108,108,21.43,US
2019-06-23,instagram,341,341,140.0,Germany
2019-06-23,instagram,274,274,94.12,US
2019-06-24,facebook,178,178,115.0,Danmark
2019-06-24,instagram,335,335,132.94,US
2019-06-25,facebook,218,218,86.0,US
2019-06-25,instagram,274,274,136.47,Canada
2019-06-26,google,110,110,23.81,France
2019-06-26,instagram,347,347,112.94,China
2019-06-27,facebook,190,190,113.0,US
2019-06-27,instagram,262,262,111.76,Argentina
2019-06-27,instagram,288,288,134.12,US
2019-06-28,facebook,184,184,110.0,Sweden
2019-06-28,facebook,164,164,116.0,US
2019-06-28,google,105,105,27.86,China
2019-06-28,google,99,99,20.48,Danmark
2019-06-28,google,110,110,20.0,India
2019-06-28,instagram,271,271,124.71,UK
2019-06-29,google,96,96,27.62,Canada
2019-06-30,facebook,226,226,118.0,US
2019-06-30,google,136,136,25.48,India
2019-06-30,instagram,350,350,100.0,Canada
2019-07-01,google,127,127,23.81,China
2019-07-01,instagram,282,282,130.59,Canada
2019-07-01,instagram,318,318,128.24,China
2019-07-02,facebook,234,234,82.0,Argentina
2019-07-02,facebook,196,196,105.0,China
2019-07-02,facebook,210,210,85.0,US
2019-07-02,google,111,111,25.95,US
2019-07-02,instagram,262,262,118.82,US
2019-07-03,facebook,184,184,106.0,US
2019-07-03,instagram,268,268,100.0,Danmark
2019-07-03,instagram,335,335,105.88,UK
2019-07-04,instagram,315,315,96.47,China
2019-07-04,instagram,247,247,131.76,UK
2019-07-04,instagram,309,309,124.71,US
2019-07-05,facebook,214,214,88.0,Spain
2019-07-05,instagram,326,326,114.12,UK
2019-07-06,facebook,376,376,211.0,China
2019-07-07,google,100,100,28.33,France
2019-07-07,google,104,104,21.43,Germany
2019-07-07,instagram,309,309,115.29,Argentina
2019-07-08,facebook,160,160,90.0,India
2019-07-08,instagram,285,285,110.59,China
2019-07-09,facebook,188,188,102.0,China
2019-07-09,facebook,164,164,100.0,US
2019-07-09,instagram,530,530,196.47,China
2019-07-09,instagram,262,262,94.12,Danmark
2019-07-09,instagram,312,312,103.53,Spain
2019-07-10,facebook,176,176,97.0,India
2019-07-10,instagram,253,253,100.0,Canada
2019-07-10,instagram,291,291,108.24,France
2019-07-11,facebook,202,202,102.0,Sweden
2019-07-11,facebook,174,174,89.0,US
2019-07-11,instagram,321,321,128.24,Germany
2019-07-11,instagram,679,679,214.12,Sweden
2019-07-12,facebook,532,532,300.0,China
2019-07-12,facebook,230,230,118.0,Germany
2019-07-12,facebook,210,210,114.0,US
2019-07-12,google,99,99,22.86,Brazil
2019-07-12,instagram,271,271,105.88,UK
2019-07-13,facebook,196,196,109.0,US
2019-07-13,google,105,105,23.57,Canada
2019-07-13,instagram,556,556,229.41,China
2019-07-13,instagram,627,627,227.06,US
2019-07-14,facebook,200,200,84.0,India
2019-07-14,facebook,456,456,206.0,US
2019-07-14,instagram,312,312,121.18,Brazil
2019-07-14,instagram,309,309,122.35,Sweden
2019-07-16,facebook,200,200,83.0,China
2019-07-16,facebook,218,218,87.0,US
2019-07-16,google,96,96,21.9,US
2019-07-16,instagram,288,288,112.94,US
2019-07-17,facebook,186,186,83.0,UK
2019-07-17,google,107,107,19.52,Canada
2019-07-17,instagram,291,291,98.82,France
2019-07-17,instagram,282,282,97.65,India
2019-07-18,facebook,160,160,91.0,Sweden
2019-07-18,instagram,326,326,97.65,China
2019-07-19,facebook,204,204,97.0,Brazil
2019-07-19,google,132,132,27.62,Brazil
2019-07-19,instagram,324,324,112.94,US
2019-07-20,facebook,228,228,83.0,Argentina
2019-07-20,facebook,212,212,83.0,Canada
2019-07-20,facebook,174,174,98.0,UK
2019-07-20,instagram,268,268,98.82,US
2019-07-21,facebook,214,214,112.0,US
2019-07-21,google,104,104,26.9,India
2019-07-22,facebook,214,214,93.0,Danmark
2019-07-22,facebook,184,184,105.0,India
2019-07-23,facebook,234,234,112.0,Danmark
2019-07-23,facebook,178,178,112.0,Germany
2019-07-23,instagram,288,288,129.41,France
2019-07-23,instagram,262,262,108.24,India
2019-07-24,facebook,182,182,93.0,Canada
2019-07-24,facebook,216,216,116.0,Spain
2019-07-24,facebook,436,436,203.0,US
2019-07-24,instagram,312,312,135.29,US
2019-07-25,facebook,172,172,111.0,Argentina
2019-07-25,instagram,279,279,96.47,Germany
2019-07-25,instagram,318,318,112.94,US
2019-07-26,facebook,194,194,118.0,Sweden
2019-07-26,instagram,324,324,108.24,Brazil
2019-07-26,instagram,256,256,110.59,India
2019-07-27,google,142,142,25.24,China
2019-07-27,instagram,318,318,130.59,Argentina
2019-07-27,instagram,276,276,125.88,India
2019-07-28,facebook,182,182,86.0,Canada
2019-07-28,google,139,139,24.29,Canada
2019-07-28,instagram,335,335,137.65,China
2019-07-28,instagram,321,321,115.29,India
2019-07-28,instagram,350,350,118.82,Spain
2019-07-28,instagram,326,326,116.47,US
2019-07-29,google,124,124,19.76,Sweden
2019-07-29,instagram,262,262,135.29,China
2019-07-29,instagram,338,338,124.71,France
2019-07-29,instagram,271,271,122.35,Germany
2019-07-31,facebook,186,186,81.0,Brazil
2019-07-31,facebook,162,162,87.0,China
2019-07-31,facebook,170,170,116.0,India
2019-07-31,facebook,198,198,100.0,UK
2019-07-31,google,104,104,19.52,China
2019-07-31,instagram,668,668,258.82,Argentina
2019-07-31,instagram,238,238,122.35,Sweden
2019-08-01,facebook,190,190,115.0,Brazil
2019-08-01,instagram,344,344,118.82,Argentina
2019-08-01,instagram,279,279,137.65,UK
2019-08-02,google,96,96,28.1,US
2019-08-02,instagram,332,332,107.06,China
2019-08-02,instagram,279,279,124.71,US
2019-08-03,facebook,174,174,90.0,US
2019-08-03,instagram,341,341,97.65,China
2019-08-03,instagram,265,265,128.24,UK
2019-08-03,instagram,282,282,112.94,US
2019-08-04,google,124,124,25.48,Spain
2019-08-04,instagram,306,306,135.29,China
2019-08-04,instagram,332,332,135.29,France
2019-08-05,instagram,350,350,105.88,Brazil
2019-08-05,instagram,797,797,357.65,China
2019-08-06,facebook,214,214,115.0,China
2019-08-06,facebook,162,162,84.0,Danmark
2019-08-06,facebook,170,170,86.0,Germany
2019-08-06,facebook,178,178,107.0,India
2019-08-06,instagram,268,268,108.24,France
2019-08-06,instagram,244,244,121.18,US
2019-08-07,google,140,140,24.05,Brazil
2019-08-08,facebook,178,178,80.0,US
2019-08-09,facebook,190,190,85.0,UK
2019-08-09,instagram,324,324,115.29,China
2019-08-10,facebook,172,172,109.0,Argentina
2019-08-10,google,123,123,28.1,India
2019-08-10,instagram,312,312,120.0,Canada
2019-08-11,instagram,617,617,248.24,India
2019-08-12,facebook,180,180,99.0,Spain
2019-08-12,instagram,341,341,110.59,Germany
2019-08-12,instagram,338,338,136.47,Spain
2019-08-13,facebook,172,172,92.0,Canada
2019-08-13,google,104,104,23.33,China
2019-08-13,instagram,297,297,102.35,UK
2019-08-13,instagram,1017,1017,336.47,US
2019-08-14,facebook,218,218,115.0,India
2019-08-15,facebook,172,172,80.0,China
2019-08-15,facebook,198,198,87.0,France
2019-08-15,google,130,130,22.86,France
2019-08-15,instagram,618,618,214.12,China
2019-08-15,instagram,274,274,117.65,France
2019-08-15,instagram,318,318,134.12,Germany
2019-08-16,google,106,106,22.62,Danmark
2019-08-16,instagram,350,350,109.41,India
2019-08-16,instagram,335,335,135.29,UK
2019-08-17,facebook,196,196,117.0,Brazil
2019-08-17,facebook,220,220,89.0,Canada
2019-08-17,facebook,160,160,113.0,China
2019-08-17,google,142,142,26.67,UK
2019-08-18,facebook,186,186,91.0,China
2019-08-18,instagram,547,547,217.65,China
2019-08-19,instagram,341,341,138.82,Brazil
2019-08-20,facebook,560,560,300.0,US
2019-08-20,google,226,226,50.48,US
2019-08-20,instagram,288,288,114.12,India
2019-08-21,facebook,210,210,101.0,US
2019-08-21,google,101,101,24.76,Sweden
2019-08-21,instagram,271,271,108.24,Canada
2019-08-21,instagram,347,347,117.65,US
2019-08-22,instagram,256,256,102.35,US
2019-08-23,google,133,133,25.24,UK
2019-08-23,instagram,341,341,105.88,France
2019-08-23,instagram,294,294,128.24,US
2019-08-24,google,124,124,19.76,Brazil
2019-08-24,instagram,332,332,108.24,Brazil
2019-08-25,facebook,202,202,105.0,Argentina
2019-08-25,facebook,222,222,82.0,Germany
2019-08-25,google,138,138,20.24,Brazil
2019-08-26,facebook,196,196,105.0,Sweden
2019-08-26,facebook,230,230,109.0,US
2019-08-26,google,99,99,19.05,US
2019-08-27,facebook,236,236,106.0,Canada
2019-08-27,facebook,212,212,104.0,France
2019-08-27,facebook,188,188,107.0,US
2019-08-28,facebook,202,202,102.0,China
2019-08-28,google,117,117,23.33,France
2019-08-29,facebook,202,202,116.0,India
2019-08-29,instagram,285,285,136.47,Brazil
2019-08-30,facebook,224,224,92.0,US
2019-08-30,instagram,300,300,97.65,Spain
2019-08-31,facebook,174,174,88.0,Brazil
2019-08-31,instagram,550,550,258.82,Danmark
2019-09-01,google,139,139,26.67,India
2019-09-01,google,131,131,26.43,Spain
2019-09-01,google,102,102,20.71,US
2019-09-01,instagram,306,306,97.65,Canada
2019-09-01,instagram,321,321,134.12,UK
2019-09-02,facebook,214,214,105.0,US
2019-09-02,google,101,101,23.33,China
2019-09-03,facebook,234,234,82.0,US
2019-09-03,google,115,115,23.81,Danmark
2019-09-03,google,113,113,23.33,India
2019-09-03,instagram,318,318,135.29,Argentina
2019-09-03,instagram,279,279,140.0,US
2019-09-04,facebook,194,194,83.0,UK
2019-09-04,google,119,119,27.38,Argentina
2019-09-04,google,106,106,22.62,Danmark
2019-09-04,instagram,250,250,125.88,Canada
2019-09-04,instagram,238,238,131.76,US
2019-09-05,instagram,306,306,104.71,China
2019-09-05,instagram,341,341,122.35,Germany
2019-09-06,facebook,200,200,117.0,China
2019-09-06,facebook,162,162,84.0,India
2019-09-06,google,129,129,27.38,India
2019-09-06,google,129,129,23.1,Sweden
2019-09-06,instagram,241,241,132.94,China
2019-09-07,facebook,184,184,116.0,China
2019-09-08,instagram,294,294,109.41,Canada
2019-09-08,instagram,276,276,98.82,US
2019-09-09,google,136,136,25.0,US
2019-09-09,instagram,329,329,117.65,US
2019-09-10,facebook,406,406,204.0,China
2019-09-10,instagram,268,268,94.12,US
2019-09-11,facebook,166,166,112.0,Brazil
2019-09-11,google,102,102,27.86,Danmark
2019-09-11,instagram,324,324,120.0,Sweden
2019-09-13,facebook,228,228,80.0,Sweden
2019-09-13,google,115,115,27.14,UK
2019-09-13,instagram,338,338,109.41,Argentina
2019-09-13,instagram,318,318,140.0,India
2019-09-13,instagram,321,321,128.24,US
2019-09-14,instagram,344,344,128.24,China
2019-09-14,instagram,303,303,114.12,India
2019-09-14,instagram,247,247,140.0,UK
2019-09-15,facebook,198,198,108.0,China
2019-09-15,facebook,220,220,82.0,US
2019-09-15,instagram,291,291,125.88,UK
2019-09-15,instagram,294,294,104.71,US
2019-09-16,facebook,194,194,117.0,US
2019-09-16,instagram,241,241,112.94,Argentina
2019-09-16,instagram,306,306,104.71,Canada
2019-09-17,facebook,172,172,109.0,Canada
2019-09-17,facebook,164,164,80.0,Spain
2019-09-17,facebook,194,194,86.0,Sweden
2019-09-17,facebook,210,210,96.0,UK
2019-09-17,google,108,108,22.38,Argentina
2019-09-17,instagram,288,288,136.47,India
2019-09-17,instagram,288,288,111.76,US
2019-09-18,facebook,206,206,103.0,Brazil
2019-09-18,facebook,216,216,86.0,US
2019-09-18,instagram,262,262,128.24,Canada
2019-09-19,facebook,168,168,93.0,UK
2019-09-19,google,98,98,27.86,US
2019-09-20,instagram,335,335,134.12,China
2019-09-20,instagram,282,282,135.29,India
2019-09-20,instagram,288,288,121.18,UK
2019-09-21,facebook,204,204,115.0,US
2019-09-21,google,117,117,23.81,Argentina
2019-09-21,google,96,96,21.43,UK
2019-09-21,instagram,312,312,135.29,Brazil
2019-09-22,google,372,372,64.29,US
2019-09-23,facebook,166,166,87.0,China
2019-09-23,facebook,206,206,87.0,Spain
2019-09-23,facebook,208,208,96.0,US
2019-09-23,google,136,136,23.81,US
2019-09-23,instagram,526,526,241.18,Spain
2019-09-24,facebook,222,222,111.0,US
2019-09-24,instagram,241,241,120.0,US
2019-09-25,facebook,236,236,90.0,Argentina
2019-09-25,facebook,196,196,100.0,Germany
2019-09-25,instagram,297,297,124.71,Canada
2019-09-25,instagram,567,567,245.88,China
2019-09-26,facebook,186,186,104.0,China
2019-09-26,facebook,236,236,103.0,US
2019-09-27,facebook,440,440,201.0,US
2019-09-28,instagram,256,256,134.12,China
2019-09-28,instagram,335,335,97.65,India
2019-09-29,facebook,160,160,81.0,US
2019-09-29,google,113,113,19.05,India
2019-09-29,instagram,238,238,95.29,Sweden
2019-09-29,instagram,326,326,105.88,US
2019-09-30,facebook,232,232,85.0,Danmark
2019-09-30,facebook,214,214,116.0,US
2019-09-30,instagram,235,235,112.94,China
2019-10-02,facebook,238,238,111.0,Sweden
2019-10-02,google,113,113,21.9,Argentina
2019-10-02,instagram,297,297,125.88,Brazil
2019-10-02,instagram,303,303,131.76,India
2019-10-02,instagram,321,321,131.76,Sweden
2019-10-02,instagram,268,268,124.71,US
2019-10-03,instagram,288,288,117.65,Canada
2019-10-03,instagram,309,309,121.18,Germany
2019-10-03,instagram,912,912,394.12,Spain
2019-10-04,facebook,202,202,97.0,UK
2019-10-04,facebook,164,164,98.0,US
2019-10-04,instagram,241,241,120.0,Argentina
2019-10-04,instagram,335,335,129.41,China
2019-10-05,google,142,142,25.48,US
2019-10-05,instagram,321,321,134.12,Brazil
2019-10-05,instagram,324,324,140.0,China
2019-10-05,instagram,338,338,118.82,UK
2019-10-06,facebook,190,190,101.0,Sweden
2019-10-06,instagram,259,259,111.76,Argentina
2019-10-06,instagram,335,335,120.0,China
2019-10-06,instagram,291,291,123.53,Germany
2019-10-06,instagram,338,338,115.29,India
2019-10-07,facebook,170,170,104.0,India
2019-10-07,google,119,119,27.38,Danmark
2019-10-07,google,139,139,25.71,India
2019-10-08,facebook,228,228,99.0,China
2019-10-08,facebook,186,186,118.0,Germany
2019-10-08,facebook,164,164,107.0,US
2019-10-08,google,99,99,19.76,Spain
2019-10-09,google,136,136,26.43,India
2019-10-09,instagram,341,341,128.24,US
2019-10-10,facebook,162,162,113.0,Germany
2019-10-10,google,100,100,24.76,China
2019-10-10,instagram,326,326,96.47,Brazil
2019-10-10,instagram,279,279,131.76,Germany
2019-10-11,instagram,294,294,95.29,Argentina
2019-10-11,instagram,256,256,135.29,UK
2019-10-11,instagram,332,332,140.0,US
2019-10-12,facebook,216,216,89.0,Canada
2019-10-13,facebook,176,176,91.0,Brazil
2019-10-13,facebook,226,226,109.0,France
2019-10-13,instagram,259,259,140.0,Canada
2019-10-14,google,99,99,25.0,US
2019-10-14,instagram,279,279,104.71,Argentina
2019-10-15,facebook,206,206,96.0,France
2019-10-15,instagram,241,241,118.82,US
2019-10-16,facebook,404,404,230.0,Canada
2019-10-16,facebook,356,356,214.0,China
2019-10-16,facebook,174,174,105.0,Germany
2019-10-16,google,137,137,28.33,US
2019-10-16,instagram,350,350,127.06,India
2019-10-16,instagram,256,256,118.82,Sweden
2019-10-16,instagram,259,259,127.06,US
2019-10-17,facebook,190,190,80.0,UK
2019-10-17,facebook,206,206,119.0,US
2019-10-17,instagram,235,235,125.88,Argentina
2019-10-17,instagram,235,235,140.0,China
2019-10-17,instagram,338,338,107.06,US
2019-10-18,facebook,184,184,89.0,France
2019-10-18,facebook,190,190,107.0,US
2019-10-18,google,104,104,25.24,India
2019-10-18,instagram,338,338,140.0,Germany
2019-10-18,instagram,318,318,140.0,India
2019-10-19,facebook,184,184,85.0,US
2019-10-20,facebook,194,194,88.0,India
2019-10-20,google,112,112,25.48,Sweden
2019-10-20,google,120,120,26.9,US
2019-10-20,instagram,341,341,108.24,Argentina
2019-10-20,instagram,338,338,136.47,Brazil
2019-10-20,instagram,247,247,128.24,India
2019-10-21,facebook,232,232,87.0,China
2019-10-21,facebook,196,196,107.0,Danmark
2019-10-21,facebook,166,166,89.0,UK
2019-10-21,google,112,112,23.57,US
2019-10-21,instagram,297,297,107.06,China
2019-10-21,instagram,315,315,116.47,Danmark
2019-10-22,facebook,182,182,85.0,India
2019-10-22,facebook,172,172,98.0,US
2019-10-22,instagram,306,306,107.06,Canada
2019-10-22,instagram,309,309,128.24,China
2019-10-22,instagram,318,318,103.53,US
2019-10-23,facebook,172,172,83.0,Canada
2019-10-23,facebook,172,172,92.0,US
2019-10-23,instagram,262,262,121.18,India
2019-10-23,instagram,282,282,118.82,Sweden
2019-10-24,facebook,222,222,113.0,France
2019-10-24,facebook,218,218,105.0,UK
2019-10-24,google,119,119,25.24,France
2019-10-24,instagram,294,294,95.29,France
2019-10-24,instagram,303,303,138.82,India
2019-10-24,instagram,306,306,135.29,Sweden
2019-10-24,instagram,324,324,128.24,UK
2019-10-24,instagram,274,274,124.71,US
2019-10-25,facebook,388,388,186.0,Germany
2019-10-25,instagram,244,244,94.12,Brazil
2019-10-26,facebook,230,230,118.0,Argentina
2019-10-26,facebook,210,210,100.0,Danmark
2019-10-26,facebook,214,214,114.0,India
2019-10-26,google,104,104,27.62,UK
2019-10-26,instagram,291,291,112.94,China
2019-10-26,instagram,547,547,229.41,US
2019-10-27,facebook,216,216,118.0,Danmark
2019-10-27,facebook,162,162,114.0,India
2019-10-27,google,142,142,25.95,China
2019-10-27,google,137,137,23.57,France
2019-10-27,instagram,594,594,236.47,China
2019-10-27,instagram,300,300,112.94,Germany
2019-10-27,instagram,262,262,117.65,Spain
2019-10-27,instagram,235,235,112.94,US
2019-10-28,facebook,166,166,91.0,Brazil
2019-10-28,facebook,194,194,93.0,India
2019-10-28,google,133,133,25.24,UK
2019-10-28,instagram,350,350,130.59,Argentina
2019-10-28,instagram,271,271,120.0,Sweden
2019-10-30,facebook,180,180,94.0,China
2019-10-30,instagram,250,250,114.12,Danmark
2019-10-30,instagram,691,691,242.35,India
2019-10-31,facebook,216,216,116.0,China
2019-10-31,facebook,202,202,93.0,Germany
2019-10-31,facebook,188,188,85.0,US
2019-10-31,instagram,259,259,116.47,Canada
2019-11-01,facebook,192,192,100.0,US
2019-11-01,instagram,306,306,123.53,Danmark
2019-11-01,instagram,262,262,96.47,India
2019-11-01,instagram,315,315,98.82,US
2019-11-02,google,137,137,24.29,US
2019-11-02,instagram,244,244,102.35,Argentina
2019-11-03,facebook,206,206,96.0,Brazil
2019-11-03,facebook,182,182,111.0,Danmark
2019-11-03,google,112,112,27.86,Germany
2019-11-03,google,135,135,24.29,UK
2019-11-03,instagram,291,291,129.41,Germany
2019-11-04,facebook,186,186,117.0,US
2019-11-05,facebook,202,202,89.0,India
2019-11-05,google,118,118,26.9,Brazil
2019-11-05,google,102,102,19.52,France
2019-11-05,google,105,105,20.0,Sweden
2019-11-05,instagram,297,297,111.76,US
2019-11-06,facebook,196,196,97.0,US
2019-11-06,google,106,106,27.14,India
2019-11-06,google,105,105,23.81,US
2019-11-06,instagram,241,241,96.47,Canada
2019-11-06,instagram,532,532,254.12,India
2019-11-07,instagram,532,532,269.41,US
2019-11-08,facebook,196,196,83.0,France
2019-11-08,instagram,241,241,105.88,China
2019-11-09,google,118,118,24.05,UK
2019-11-09,instagram,326,326,128.24,China
2019-11-10,facebook,194,194,82.0,UK
2019-11-10,google,100,100,20.71,Brazil
2019-11-10,instagram,303,303,136.47,China
2019-11-10,instagram,312,312,102.35,US
2019-11-11,google,129,129,23.33,China
2019-11-11,google,124,124,24.52,India
2019-11-12,facebook,198,198,113.0,Spain
2019-11-12,instagram,274,274,105.88,China
2019-11-12,instagram,250,250,114.12,Germany
2019-11-12,instagram,312,312,100.0,India
2019-11-13,facebook,220,220,83.0,China
2019-11-13,facebook,226,226,97.0,India
2019-11-13,instagram,268,268,129.41,Brazil
2019-11-13,instagram,324,324,131.76,UK
2019-11-13,instagram,626,626,256.47,US
2019-11-14,facebook,170,170,105.0,Germany
2019-11-14,facebook,196,196,118.0,Spain
2019-11-14,google,140,140,26.67,Sweden
2019-11-14,instagram,318,318,129.41,China
2019-11-15,facebook,212,212,102.0,India
2019-11-15,instagram,515,515,238.82,Argentina
2019-11-15,instagram,350,350,115.29,India
2019-11-15,instagram,294,294,129.41,US
2019-11-16,google,242,242,43.33,US
2019-11-16,instagram,324,324,127.06,Germany
2019-11-16,instagram,309,309,111.76,India
2019-11-16,instagram,303,303,105.88,US
2019-11-17,facebook,204,204,81.0,India
2019-11-17,facebook,164,164,100.0,Sweden
2019-11-17,instagram,259,259,125.88,China
2019-11-17,instagram,265,265,129.41,India
2019-11-19,facebook,168,168,99.0,China
2019-11-19,instagram,271,271,95.29,China
2019-11-19,instagram,329,329,118.82,France
2019-11-19,instagram,315,315,122.35,Spain
2019-11-19,instagram,326,326,100.0,US
2019-11-20,instagram,250,250,107.06,China
2019-11-20,instagram,285,285,117.65,India
2019-11-21,facebook,192,192,109.0,China
2019-11-21,facebook,162,162,99.0,France
2019-11-22,facebook,234,234,101.0,Danmark
2019-11-22,google,142,142,21.9,France
2019-11-23,facebook,206,206,90.0,China
2019-11-23,facebook,178,178,111.0,Germany
2019-11-23,facebook,166,166,96.0,India
2019-11-23,instagram,324,324,138.82,India
2019-11-23,instagram,309,309,138.82,US
2019-11-24,google,106,106,22.38,Sweden
2019-11-24,google,129,129,25.0,US
2019-11-24,instagram,274,274,98.82,France
2019-11-25,instagram,344,344,127.06,Germany
2019-11-26,facebook,232,232,97.0,India
2019-11-26,instagram,306,306,94.12,US
2019-11-27,facebook,194,194,108.0,Brazil
2019-11-27,facebook,218,218,82.0,US
2019-11-27,instagram,274,274,104.71,US
2019-11-28,facebook,228,228,90.0,France
2019-11-28,google,108,108,28.33,Danmark
2019-11-28,instagram,291,291,127.06,US
2019-11-29,facebook,184,184,110.0,Germany
2019-11-29,google,123,123,22.86,India
2019-11-29,instagram,259,259,132.94,US
2019-11-30,facebook,182,182,111.0,France
2019-11-30,instagram,235,235,114.12,Argentina
2019-11-30,instagram,303,303,102.35,Brazil
2019-11-30,instagram,341,341,136.47,India
2019-11-30,instagram,288,288,97.65,US
2019-12-01,google,124,124,23.57,UK
2019-12-01,instagram,274,274,125.88,China
2019-12-01,instagram,303,303,95.29,Sweden
2019-12-01,instagram,279,279,132.94,UK
2019-12-01,instagram,653,653,221.18,US
2019-12-02,facebook,202,202,100.0,China
2019-12-02,facebook,470,470,175.0,US
2019-12-02,instagram,300,300,127.06,Spain
2019-12-03,facebook,382,382,218.0,China
2019-12-03,facebook,212,212,109.0,Spain
2019-12-03,facebook,392,392,214.0,US
2019-12-03,instagram,324,324,102.35,Germany
2019-12-03,instagram,326,326,117.65,US
2019-12-04,facebook,222,222,104.0,Argentina
2019-12-04,facebook,198,198,113.0,UK
2019-12-05,facebook,166,166,111.0,Brazil
2019-12-05,facebook,186,186,115.0,US
2019-12-05,google,138,138,28.33,Brazil
2019-12-05,instagram,285,285,118.82,Argentina
2019-12-05,instagram,262,262,125.88,US
2019-12-06,facebook,174,174,86.0,China
2019-12-06,instagram,297,297,114.12,India
2019-12-07,facebook,394,394,206.0,US
2019-12-07,google,112,112,20.71,US
2019-12-07,instagram,318,318,95.29,Canada
2019-12-07,instagram,271,271,108.24,Spain
2019-12-08,google,120,120,28.1,Argentina
2019-12-08,instagram,247,247,102.35,Germany
2019-12-09,facebook,216,216,85.0,Canada
2019-12-09,facebook,180,180,85.0,India
2019-12-09,google,112,112,24.05,China
2019-12-09,google,117,117,23.57,Danmark
2019-12-09,instagram,274,274,134.12,France
2019-12-09,instagram,276,276,108.24,US
2019-12-10,facebook,176,176,107.0,Spain
2019-12-10,facebook,196,196,82.0,US
2019-12-10,google,99,99,23.81,India
2019-12-10,instagram,288,288,104.71,China
2019-12-10,instagram,294,294,116.47,France
2019-12-10,instagram,279,279,129.41,Sweden
2019-12-11,facebook,218,218,100.0,China
2019-12-11,google,124,124,24.76,Canada
2019-12-12,facebook,216,216,87.0,Canada
2019-12-12,facebook,160,160,108.0,US
2019-12-12,instagram,244,244,121.18,Brazil
2019-12-12,instagram,265,265,114.12,UK
2019-12-13,google,252,252,48.33,Canada
2019-12-13,instagram,238,238,131.76,Spain
2019-12-14,facebook,228,228,118.0,Canada
2019-12-14,facebook,188,188,85.0,US
2019-12-14,google,95,95,22.86,India
2019-12-14,google,129,129,25.24,UK
2019-12-14,instagram,268,268,94.12,France
2019-12-14,instagram,350,350,140.0,UK
2019-12-14,instagram,315,315,109.41,US
2019-12-15,facebook,390,390,189.0,Brazil
2019-12-15,facebook,230,230,117.0,Canada
2019-12-15,facebook,160,160,101.0,India
2019-12-15,instagram,303,303,112.94,Argentina
2019-12-17,facebook,356,356,163.0,US
2019-12-17,instagram,276,276,130.59,Germany
2019-12-18,facebook,168,168,94.0,Spain
2019-12-18,facebook,170,170,95.0,Sweden
2019-12-19,facebook,180,180,83.0,Germany
2019-12-19,google,121,121,23.1,Canada
2019-12-19,google,136,136,28.1,India
2019-12-20,facebook,216,216,105.0,China
2019-12-20,google,111,111,25.24,France
2019-12-20,google,133,133,22.86,India
2019-12-20,instagram,318,318,115.29,India
2019-12-20,instagram,253,253,111.76,US
2019-12-21,facebook,162,162,109.0,Sweden
2019-12-21,google,114,114,27.62,Argentina
2019-12-21,google,131,131,23.57,Germany
2019-12-21,google,99,99,24.29,UK
2019-12-21,instagram,615,615,214.12,US
2019-12-22,facebook,204,204,96.0,UK
2019-12-22,instagram,253,253,124.71,China
2019-12-22,instagram,338,338,102.35,US
2019-12-23,facebook,176,176,106.0,Argentina
2019-12-24,facebook,224,224,108.0,Germany
2019-12-24,facebook,178,178,99.0,Sweden
