date,city,ad_channel,cost,number_of_clients
2023-09-02,Москва,google,2978.69,6
2023-09-01,Санкт-Петербург,youtube,4497.07,42
2023-09-05,Самара,instagram,1277.44,28
2023-09-03,Москва,influencers,4495.41,45
2023-09-02,Казань,google,4478.52,17
2023-09-03,Екатеринбург,tv,844.75,25
2023-09-02,Санкт-Петербург,influencers,4491.97,34
2023-09-01,Москва,google,305.5,76
2023-09-01,Омск,instagram,1764.65,71
2023-09-05,Санкт-Петербург,instagram,1909.3,58
2023-09-01,Санкт-Петербург,google,2724.2,60
2023-09-01,Москва,influencers,1993.92,63
2023-09-04,Москва,google,4245.66,30
2023-09-01,Екатеринбург,instagram,2029.99,60
2023-09-05,Москва,google,3349.19,84
2023-09-03,Омск,influencers,586.14,75
2023-09-04,Санкт-Петербург,google,4763.45,67
2023-09-02,Москва,tv,1404.06,29
2023-09-04,Санкт-Петербург,facebook,4055.09,64
2023-09-02,Санкт-Петербург,influencers,3695.07,34
2023-09-03,Москва,influencers,795.9,85
2023-09-04,Москва,tv,3519.5,55
2023-09-05,Санкт-Петербург,facebook,3304.05,39
2023-09-02,Москва,youtube,3272.24,67
2023-09-05,Москва,tv,86.71,98
2023-09-05,Москва,facebook,1529.48,6
2023-09-02,Москва,instagram,4748.61,32
2023-09-04,Екатеринбург,influencers,2576.06,30
2023-09-02,Казань,youtube,698.59,51
2023-09-04,Москва,google,4939.17,23
2023-09-01,Москва,google,942.97,22
2023-09-05,Москва,youtube,2934.77,57
2023-09-01,Москва,google,3789.58,67
2023-09-04,Санкт-Петербург,facebook,1980.7,39
2023-09-05,Москва,influencers,3803.36,78
2023-09-05,Москва,google,1981.46,29
2023-09-05,Москва,instagram,186.38,67
2023-09-05,Челябинск,tv,3957.58,45
2023-09-02,Москва,youtube,2239.41,69
2023-09-01,Санкт-Петербург,instagram,3728.29,17
2023-09-05,Санкт-Петербург,instagram,4354.7,32
2023-09-02,Москва,influencers,3112.19,14
2023-09-02,Санкт-Петербург,influencers,4200.42,85
2023-09-04,Омск,facebook,4056.57,57
2023-09-03,Санкт-Петербург,google,1945.73,53
2023-09-03,Москва,instagram,4358.8,33
2023-09-04,Москва,google,1722.66,88
2023-09-05,Москва,google,2618.07,34
2023-09-01,Санкт-Петербург,google,3776.52,84
2023-09-04,Санкт-Петербург,google,4068.52,43
2023-09-02,Екатеринбург,facebook,664.95,41
2023-09-04,Москва,youtube,2699.33,16
2023-09-05,Уфа,google,649.81,68
2023-09-01,Челябинск,youtube,352.62,5
2023-09-02,Омск,influencers,1241.58,7
2023-09-01,Москва,facebook,587.63,44
2023-09-01,Москва,influencers,2689.31,62
2023-09-01,Самара,facebook,4180.95,89
2023-09-05,Челябинск,google,1726.83,29
2023-09-04,Санкт-Петербург,instagram,1859.76,62
2023-09-03,Санкт-Петербург,tv,3521.0,22
2023-09-04,Санкт-Петербург,instagram,1540.5,29
2023-09-02,Омск,youtube,4252.14,46
2023-09-04,Москва,google,812.46,68
2023-09-05,Санкт-Петербург,google,286.34,89
2023-09-03,Москва,google,3691.79,56
2023-09-05,Москва,google,2915.26,4
2023-09-03,Москва,influencers,2454.83,18
2023-09-02,Челябинск,youtube,2955.09,18
2023-09-01,Санкт-Петербург,influencers,1632.47,67
2023-09-03,Москва,instagram,4620.37,25
2023-09-05,Омск,instagram,2289.96,61
2023-09-05,Москва,facebook,3313.61,76
2023-09-01,Москва,youtube,422.87,76
2023-09-02,Москва,influencers,4731.03,25
2023-09-03,Москва,instagram,3105.83,94
2023-09-04,Москва,youtube,319.6,16
2023-09-01,Москва,influencers,4485.49,78
2023-09-01,Москва,tv,271.11,40
2023-09-05,Москва,google,3670.24,84
2023-09-05,Москва,facebook,4106.38,98
2023-09-01,Санкт-Петербург,google,246.9,23
2023-09-03,Москва,google,916.98,67
2023-09-01,Санкт-Петербург,google,2618.09,32
2023-09-05,Москва,instagram,3912.53,56
2023-09-03,Москва,google,805.83,3
2023-09-03,Москва,instagram,772.24,89
2023-09-03,Москва,tv,1444.51,29
2023-09-03,Омск,tv,3053.78,20
2023-09-01,Ростов-на-Дону,tv,1724.97,81
2023-09-03,Санкт-Петербург,tv,598.63,95
2023-09-03,Санкт-Петербург,youtube,1391.17,46
2023-09-02,Нижний Новгород,influencers,4451.99,100
2023-09-01,Санкт-Петербург,tv,563.31,28
2023-09-02,Омск,tv,1003.11,100
2023-09-03,Москва,instagram,4623.7,44
2023-09-01,Москва,youtube,717.14,35
2023-09-01,Санкт-Петербург,influencers,4463.12,91
2023-09-04,Санкт-Петербург,instagram,3836.32,14
2023-09-05,Москва,influencers,4102.37,89
2023-09-02,Москва,youtube,4641.39,39
2023-09-03,Москва,youtube,3389.1,70
2023-09-03,Москва,youtube,2803.01,50
2023-09-02,Москва,facebook,2814.88,69
2023-09-03,Москва,instagram,1768.75,10
2023-09-02,Москва,youtube,1275.98,96
2023-09-03,Ростов-на-Дону,instagram,3359.56,72
2023-09-01,Москва,tv,1601.64,27
2023-09-04,Санкт-Петербург,instagram,1917.23,87
2023-09-03,Москва,youtube,2221.78,88
2023-09-04,Челябинск,facebook,88.55,78
2023-09-01,Москва,influencers,2935.58,25
2023-09-05,Москва,tv,307.61,59
2023-09-05,Самара,facebook,849.2,65
2023-09-02,Самара,google,288.68,40
2023-09-02,Омск,instagram,407.68,45
2023-09-01,Санкт-Петербург,instagram,1239.7,77
2023-09-01,Москва,youtube,3588.87,58
2023-09-01,Санкт-Петербург,tv,2648.59,95
2023-09-01,Москва,youtube,1277.13,12
2023-09-03,Москва,tv,4215.94,33
2023-09-03,Санкт-Петербург,youtube,4722.99,39
2023-09-04,Москва,facebook,2849.89,48
2023-09-04,Москва,influencers,3087.81,62
2023-09-02,Санкт-Петербург,instagram,4266.39,14
2023-09-05,Москва,google,618.46,13
2023-09-05,Москва,youtube,2487.0,55
2023-09-03,Москва,instagram,183.12,5
2023-09-04,Санкт-Петербург,google,2674.52,55
2023-09-01,Екатеринбург,google,1796.29,29
2023-09-05,Москва,facebook,824.7,59
2023-09-02,Москва,facebook,1586.63,22
2023-09-05,Москва,instagram,884.02,62
2023-09-04,Москва,facebook,944.71,95
2023-09-02,Москва,facebook,294.15,53
2023-09-01,Ростов-на-Дону,tv,4497.34,49
2023-09-01,Нижний Новгород,influencers,1203.95,97
2023-09-02,Москва,tv,3260.34,38
2023-09-01,Москва,google,4606.82,16
2023-09-03,Санкт-Петербург,instagram,1534.61,73
2023-09-03,Москва,youtube,1751.84,92
2023-09-03,Москва,tv,3330.78,14
2023-09-02,Нижний Новгород,instagram,3520.38,73
2023-09-04,Санкт-Петербург,google,625.94,96
2023-09-02,Санкт-Петербург,influencers,3303.39,64
2023-09-05,Санкт-Петербург,facebook,1276.53,71
2023-09-03,Санкт-Петербург,instagram,4109.55,47
2023-09-04,Санкт-Петербург,google,2406.94,85
2023-09-05,Москва,google,1797.09,11
2023-09-02,Санкт-Петербург,tv,1119.66,42
2023-09-03,Москва,tv,1010.94,38
2023-09-03,Москва,influencers,3044.27,92
2023-09-04,Москва,youtube,3961.37,91
2023-09-05,Екатеринбург,google,4059.03,33
2023-09-01,Москва,youtube,2407.63,81
2023-09-02,Москва,influencers,3523.44,79
2023-09-03,Санкт-Петербург,influencers,1195.81,19
2023-09-04,Санкт-Петербург,google,579.45,24
2023-09-02,Москва,google,1661.84,48
2023-09-05,Санкт-Петербург,tv,2685.47,8
2023-09-02,Санкт-Петербург,youtube,2728.24,22
2023-09-02,Москва,youtube,4933.28,5
2023-09-04,Москва,youtube,1770.69,72
2023-09-03,Москва,influencers,2863.11,13
2023-09-03,Москва,tv,1368.76,59
2023-09-05,Санкт-Петербург,influencers,1850.52,94
2023-09-02,Москва,instagram,4891.45,99
2023-09-05,Самара,instagram,766.88,65
2023-09-03,Москва,instagram,3909.61,30
2023-09-03,Санкт-Петербург,influencers,1163.31,50
2023-09-03,Уфа,facebook,1011.85,14
2023-09-01,Санкт-Петербург,google,4406.61,7
2023-09-04,Екатеринбург,facebook,1526.19,12
2023-09-05,Москва,youtube,325.13,47
2023-09-02,Москва,youtube,4401.41,97
2023-09-03,Москва,facebook,4628.64,2
2023-09-01,Санкт-Петербург,instagram,303.42,42
2023-09-03,Санкт-Петербург,google,1360.06,87
2023-09-02,Москва,tv,872.05,90
2023-09-03,Санкт-Петербург,google,3588.3,53
2023-09-04,Москва,influencers,2717.42,98
2023-09-02,Москва,influencers,4728.05,35
2023-09-03,Самара,youtube,2116.88,18
2023-09-03,Москва,instagram,2852.33,4
2023-09-02,Санкт-Петербург,influencers,3557.45,83
2023-09-02,Казань,facebook,1272.59,90
2023-09-05,Нижний Новгород,facebook,1837.84,72
2023-09-04,Ростов-на-Дону,tv,1596.5,26
2023-09-02,Челябинск,google,4819.96,23
2023-09-03,Москва,instagram,2620.98,87
2023-09-01,Москва,influencers,3488.81,70
2023-09-04,Москва,influencers,811.42,42
2023-09-03,Москва,youtube,1767.12,15
2023-09-01,Москва,youtube,3543.64,44
2023-09-02,Нижний Новгород,instagram,1034.38,69
2023-09-05,Санкт-Петербург,google,4485.69,86
2023-09-01,Санкт-Петербург,facebook,259.76,30
2023-09-03,Москва,youtube,4956.74,35
2023-09-02,Москва,instagram,1176.34,42
2023-09-01,Екатеринбург,tv,398.12,10
2023-09-02,Уфа,influencers,2008.25,55
2023-09-01,Москва,facebook,4631.99,21
2023-09-03,Москва,google,2023.71,45
2023-09-03,Москва,instagram,3073.27,35
2023-09-01,Москва,tv,2425.03,87
2023-09-03,Санкт-Петербург,facebook,3279.41,65
2023-09-02,Москва,instagram,755.25,63
2023-09-03,Москва,facebook,3009.24,86
2023-09-04,Санкт-Петербург,influencers,3684.39,60
2023-09-03,Санкт-Петербург,google,2770.96,76
2023-09-02,Москва,influencers,3716.62,99
2023-09-04,Санкт-Петербург,youtube,2000.2,74
2023-09-01,Омск,facebook,4162.73,31
2023-09-03,Москва,facebook,1548.45,44
2023-09-05,Москва,facebook,3013.5,52
2023-09-04,Санкт-Петербург,tv,113.94,64
2023-09-05,Санкт-Петербург,youtube,2856.88,22
2023-09-02,Санкт-Петербург,influencers,2223.89,81
2023-09-05,Москва,google,2706.88,56
2023-09-05,Москва,tv,2308.4,23
2023-09-01,Москва,facebook,2269.96,34
2023-09-02,Санкт-Петербург,tv,1496.44,60
2023-09-04,Уфа,facebook,2349.09,71
2023-09-01,Санкт-Петербург,influencers,3502.88,84
2023-09-04,Челябинск,youtube,2880.04,26
2023-09-02,Санкт-Петербург,influencers,921.82,68
2023-09-02,Екатеринбург,instagram,3258.42,98
2023-09-04,Москва,youtube,3358.39,19
2023-09-05,Москва,youtube,2154.42,78
2023-09-01,Москва,tv,1874.39,22
2023-09-01,Омск,google,1511.79,45
2023-09-05,Санкт-Петербург,influencers,4140.57,38
2023-09-01,Москва,tv,4672.84,75
2023-09-05,Москва,instagram,1064.22,1
2023-09-02,Нижний Новгород,facebook,3997.25,11
2023-09-04,Санкт-Петербург,youtube,209.87,73
2023-09-05,Санкт-Петербург,facebook,501.8,14
2023-09-05,Москва,instagram,830.53,33
2023-09-05,Санкт-Петербург,influencers,1760.05,11
2023-09-05,Санкт-Петербург,influencers,4220.19,42
2023-09-03,Санкт-Петербург,instagram,2852.79,1
2023-09-01,Санкт-Петербург,facebook,2213.68,95
2023-09-04,Санкт-Петербург,google,994.77,44
2023-09-03,Москва,google,3261.94,66
2023-09-02,Екатеринбург,youtube,1913.53,29
2023-09-01,Москва,youtube,1315.71,55
2023-09-05,Омск,facebook,1935.35,98
2023-09-03,Санкт-Петербург,youtube,4790.67,77
2023-09-01,Москва,facebook,4367.39,50
2023-09-02,Казань,instagram,1622.83,81
2023-09-05,Москва,facebook,422.79,36
2023-09-05,Москва,facebook,4634.62,2
2023-09-05,Москва,tv,2944.43,6
2023-09-05,Москва,facebook,2118.28,20
2023-09-05,Москва,instagram,360.3,5
2023-09-05,Уфа,google,4140.64,46
2023-09-04,Санкт-Петербург,instagram,138.56,98
2023-09-05,Санкт-Петербург,google,3604.72,10
2023-09-04,Новосибирск,tv,2480.69,79
2023-09-04,Санкт-Петербург,facebook,2292.02,46
2023-09-05,Москва,facebook,993.08,55
2023-09-01,Москва,tv,565.46,57
2023-09-03,Москва,influencers,1025.77,63
2023-09-05,Санкт-Петербург,youtube,4379.45,99
2023-09-04,Москва,google,484.91,41
2023-09-03,Уфа,instagram,4914.54,15
2023-09-03,Москва,facebook,1251.63,18
2023-09-02,Москва,google,3850.31,2
2023-09-02,Омск,google,3322.82,69
2023-09-01,Санкт-Петербург,instagram,1698.18,64
2023-09-04,Москва,google,2585.72,24
2023-09-01,Москва,tv,3270.23,35
2023-09-05,Москва,youtube,1241.98,10
2023-09-02,Санкт-Петербург,tv,349.64,71
2023-09-03,Москва,youtube,1684.23,61
2023-09-02,Уфа,youtube,644.62,33
2023-09-03,Омск,instagram,2622.41,89
2023-09-03,Санкт-Петербург,facebook,4252.12,15
2023-09-03,Казань,tv,2777.55,20
2023-09-02,Самара,influencers,1028.51,57
2023-09-05,Москва,youtube,3062.31,99
2023-09-04,Санкт-Петербург,instagram,77.9,58
2023-09-03,Санкт-Петербург,influencers,3651.33,93
2023-09-04,Екатеринбург,youtube,2881.1,47
2023-09-04,Москва,google,4355.11,29
2023-09-04,Москва,tv,3134.62,47
2023-09-03,Москва,instagram,3563.62,100
2023-09-01,Казань,instagram,1492.92,42
2023-09-01,Екатеринбург,facebook,3361.12,63
2023-09-01,Москва,tv,3320.25,89
2023-09-05,Санкт-Петербург,youtube,596.52,28
2023-09-03,Санкт-Петербург,influencers,3124.56,11
2023-09-03,Самара,tv,3998.61,28
2023-09-01,Ростов-на-Дону,google,833.18,98
2023-09-05,Екатеринбург,tv,881.63,43
2023-09-02,Новосибирск,influencers,2003.55,40
2023-09-03,Самара,influencers,4832.81,27
2023-09-05,Москва,influencers,1724.21,2
2023-09-01,Санкт-Петербург,instagram,4357.48,55
2023-09-02,Москва,tv,4108.51,23
2023-09-02,Москва,facebook,3063.4,62
2023-09-04,Москва,influencers,1513.62,51
2023-09-03,Санкт-Петербург,influencers,2375.04,31
2023-09-05,Москва,google,759.05,53
2023-09-01,Санкт-Петербург,facebook,1153.32,87
2023-09-04,Москва,facebook,4620.85,4
2023-09-05,Самара,facebook,2594.82,36
2023-09-03,Москва,facebook,1243.92,100
2023-09-02,Санкт-Петербург,google,2674.43,40
2023-09-03,Санкт-Петербург,influencers,1744.89,99
2023-09-02,Санкт-Петербург,influencers,4812.68,45
2023-09-03,Москва,youtube,3260.28,80
2023-09-05,Санкт-Петербург,instagram,1819.5,27
2023-09-03,Санкт-Петербург,youtube,941.96,2
2023-09-03,Екатеринбург,google,2858.45,93
2023-09-01,Москва,facebook,4074.96,4
2023-09-03,Санкт-Петербург,youtube,3980.85,25
2023-09-01,Санкт-Петербург,influencers,828.05,17
2023-09-01,Москва,google,2799.47,71
2023-09-02,Санкт-Петербург,facebook,1981.94,67
2023-09-02,Санкт-Петербург,instagram,2776.47,11
2023-09-01,Москва,youtube,1097.28,88
2023-09-01,Челябинск,tv,3097.95,22
2023-09-05,Москва,instagram,4992.05,26
2023-09-02,Москва,google,1093.99,15
2023-09-02,Москва,instagram,1857.98,35
2023-09-01,Москва,google,1144.28,34
2023-09-05,Санкт-Петербург,tv,484.37,4
2023-09-01,Екатеринбург,google,1520.31,66
2023-09-01,Москва,influencers,2810.65,5
2023-09-04,Москва,google,4175.45,7
2023-09-04,Ростов-на-Дону,instagram,3958.67,39
2023-09-03,Уфа,tv,739.5,81
2023-09-03,Москва,google,4776.72,15
2023-09-04,Санкт-Петербург,youtube,706.43,90
2023-09-03,Санкт-Петербург,youtube,3544.62,14
2023-09-01,Санкт-Петербург,instagram,4005.12,8
2023-09-03,Ростов-на-Дону,google,1880.58,78
2023-09-04,Москва,tv,535.52,52
2023-09-02,Москва,youtube,297.84,59
2023-09-01,Москва,youtube,3831.79,52
2023-09-04,Москва,tv,4880.94,84
2023-09-03,Санкт-Петербург,youtube,4376.61,25
2023-09-01,Москва,tv,4768.07,71
2023-09-04,Москва,instagram,3897.65,79
2023-09-04,Санкт-Петербург,influencers,4514.91,8
2023-09-01,Москва,youtube,3217.64,40
2023-09-04,Санкт-Петербург,instagram,1195.0,1
2023-09-04,Москва,facebook,2083.97,45
2023-09-02,Омск,influencers,982.67,5
2023-09-05,Санкт-Петербург,google,3666.56,84
2023-09-04,Санкт-Петербург,facebook,3878.66,70
2023-09-04,Санкт-Петербург,influencers,1025.32,62
2023-09-03,Москва,facebook,511.77,8
2023-09-03,Санкт-Петербург,google,382.01,22
2023-09-04,Москва,facebook,3289.32,83
2023-09-04,Омск,youtube,3971.19,85
2023-09-05,Москва,google,4955.74,96
2023-09-03,Москва,facebook,1043.47,10
2023-09-01,Москва,facebook,743.36,76
2023-09-04,Москва,instagram,535.78,53
2023-09-02,Москва,tv,686.73,31
2023-09-03,Москва,facebook,1556.14,71
2023-09-04,Самара,instagram,1181.35,48
2023-09-02,Москва,google,4770.88,77
2023-09-01,Ростов-на-Дону,youtube,1999.58,74
2023-09-05,Москва,tv,2243.38,54
2023-09-04,Уфа,influencers,3121.41,53
2023-09-01,Москва,facebook,2252.0,93
2023-09-02,Москва,instagram,3886.87,85
2023-09-05,Уфа,tv,4231.22,87
2023-09-02,Москва,youtube,2843.79,71
2023-09-05,Москва,influencers,1149.88,15
2023-09-01,Нижний Новгород,facebook,4656.51,27
2023-09-03,Москва,google,3285.37,86
2023-09-05,Москва,instagram,1839.91,42
2023-09-04,Москва,facebook,553.82,58
2023-09-03,Санкт-Петербург,google,3392.4,40
2023-09-04,Москва,google,2892.97,74
2023-09-01,Самара,influencers,763.03,48
2023-09-03,Санкт-Петербург,influencers,4514.83,11
2023-09-03,Москва,influencers,526.41,46
2023-09-03,Казань,google,3867.62,85
2023-09-03,Казань,google,1733.88,8
2023-09-01,Санкт-Петербург,instagram,826.88,86
2023-09-02,Москва,instagram,2547.54,84
2023-09-05,Москва,influencers,4241.46,57
2023-09-02,Москва,influencers,1869.96,45
2023-09-03,Самара,tv,733.86,79
2023-09-04,Москва,youtube,4041.5,78
2023-09-01,Санкт-Петербург,tv,4568.59,74
2023-09-05,Москва,instagram,2618.69,83
2023-09-05,Санкт-Петербург,facebook,785.67,46
2023-09-01,Москва,influencers,4655.37,73
2023-09-03,Москва,instagram,985.11,96
2023-09-02,Санкт-Петербург,tv,3518.53,59
2023-09-05,Москва,google,3867.45,19
2023-09-03,Санкт-Петербург,instagram,2329.04,67
2023-09-03,Москва,google,4161.65,47
2023-09-01,Москва,google,1812.61,22
2023-09-04,Москва,google,1077.68,94
2023-09-02,Екатеринбург,tv,3868.98,48
2023-09-01,Москва,instagram,3683.83,52
2023-09-05,Санкт-Петербург,instagram,2441.64,91
2023-09-03,Москва,tv,1838.7,90
2023-09-02,Москва,tv,498.87,25
2023-09-05,Москва,youtube,4922.61,8
2023-09-05,Москва,youtube,682.94,94
2023-09-02,Москва,influencers,359.11,68
2023-09-01,Новосибирск,tv,277.66,49
2023-09-02,Казань,influencers,2414.29,92
2023-09-04,Санкт-Петербург,tv,4068.88,39
2023-09-04,Москва,youtube,589.41,85
2023-09-03,Москва,influencers,3705.76,12
2023-09-04,Санкт-Петербург,google,3660.39,85
2023-09-04,Москва,tv,2216.68,8
2023-09-02,Москва,influencers,939.31,63
2023-09-05,Самара,instagram,4804.4,2
2023-09-02,Санкт-Петербург,facebook,3064.33,23
2023-09-02,Санкт-Петербург,youtube,1247.35,58
2023-09-03,Екатеринбург,tv,3250.5,50
2023-09-01,Санкт-Петербург,influencers,4403.41,84
2023-09-02,Москва,google,2632.54,23
2023-09-01,Санкт-Петербург,youtube,1593.77,55
2023-09-03,Москва,tv,4408.27,2
2023-09-05,Нижний Новгород,google,1056.27,27
2023-09-03,Санкт-Петербург,tv,773.29,67
2023-09-05,Москва,influencers,4689.56,88
2023-09-05,Москва,influencers,1622.75,82
2023-09-05,Санкт-Петербург,instagram,3136.68,100
2023-09-01,Москва,youtube,3715.36,78
2023-09-01,Москва,facebook,4366.91,29
2023-09-05,Москва,facebook,3770.81,70
2023-09-05,Санкт-Петербург,tv,4783.82,79
2023-09-03,Москва,tv,1545.59,67
2023-09-03,Санкт-Петербург,facebook,1552.65,100
2023-09-05,Москва,instagram,418.56,11
2023-09-03,Москва,facebook,2502.24,14
2023-09-01,Москва,youtube,1561.86,45
2023-09-01,Москва,google,4995.73,75
2023-09-04,Москва,tv,3988.91,42
2023-09-01,Санкт-Петербург,influencers,3498.71,43
2023-09-03,Москва,influencers,1380.34,18
2023-09-01,Казань,tv,4937.77,22
2023-09-05,Ростов-на-Дону,facebook,434.4,13
2023-09-02,Уфа,instagram,2696.65,36
2023-09-01,Санкт-Петербург,tv,4870.53,12
2023-09-02,Санкт-Петербург,youtube,3541.33,52
2023-09-04,Москва,tv,481.37,65
2023-09-04,Санкт-Петербург,instagram,2224.09,82
2023-09-04,Москва,facebook,2761.67,55
2023-09-05,Москва,instagram,4769.2,31
2023-09-04,Москва,youtube,2991.68,30
2023-09-01,Москва,tv,600.55,70
2023-09-05,Москва,google,4072.6,7
2023-09-02,Москва,google,4443.46,30
2023-09-02,Москва,facebook,2537.98,36
2023-09-01,Санкт-Петербург,influencers,840.69,64
2023-09-05,Москва,tv,890.47,32
2023-09-05,Москва,youtube,3457.51,3
2023-09-03,Челябинск,influencers,360.69,13
2023-09-05,Москва,tv,1425.24,93
2023-09-05,Санкт-Петербург,facebook,3714.08,11
2023-09-01,Санкт-Петербург,google,4612.43,39
2023-09-04,Уфа,influencers,989.37,55
2023-09-05,Москва,youtube,4508.3,20
2023-09-04,Москва,influencers,4921.64,41
2023-09-04,Москва,influencers,4708.91,9
2023-09-02,Москва,influencers,3881.23,6
2023-09-03,Санкт-Петербург,instagram,507.38,95
2023-09-04,Москва,youtube,650.67,16
2023-09-03,Санкт-Петербург,tv,1908.82,94
2023-09-01,Уфа,youtube,2099.23,52
2023-09-04,Москва,youtube,3904.13,56
2023-09-04,Санкт-Петербург,youtube,3575.46,31
2023-09-04,Санкт-Петербург,youtube,124.21,71
2023-09-02,Москва,google,2762.17,46
2023-09-04,Москва,instagram,2253.01,54
2023-09-03,Москва,influencers,311.28,68
2023-09-01,Москва,influencers,3368.09,11
2023-09-02,Москва,influencers,4241.67,47
2023-09-04,Ростов-на-Дону,youtube,154.45,79
2023-09-04,Санкт-Петербург,instagram,2144.48,54
2023-09-01,Санкт-Петербург,influencers,1823.27,3
2023-09-01,Москва,tv,1359.92,6
2023-09-01,Москва,instagram,584.57,99
2023-09-05,Москва,instagram,214.21,51
2023-09-01,Ростов-на-Дону,instagram,1456.69,76
2023-09-02,Санкт-Петербург,google,861.92,56
2023-09-01,Москва,tv,1348.91,6
2023-09-03,Омск,facebook,1876.64,30
2023-09-02,Санкт-Петербург,tv,3099.91,95
2023-09-01,Санкт-Петербург,facebook,3338.45,6
2023-09-02,Санкт-Петербург,youtube,1508.6,73
2023-09-03,Омск,facebook,1344.12,20
2023-09-01,Москва,google,178.47,75
2023-09-02,Санкт-Петербург,instagram,4596.2,54
2023-09-04,Москва,google,2332.76,98
2023-09-01,Москва,youtube,3198.62,73
2023-09-02,Санкт-Петербург,tv,1938.74,8
2023-09-03,Москва,instagram,2394.17,12
2023-09-05,Москва,youtube,813.94,73
2023-09-02,Москва,youtube,856.3,97
2023-09-03,Москва,facebook,97.42,58
2023-09-01,Москва,facebook,2076.67,53
2023-09-03,Москва,instagram,4692.69,32
2023-09-05,Москва,facebook,4200.58,96
2023-09-02,Санкт-Петербург,influencers,4453.79,67
2023-09-05,Санкт-Петербург,google,446.85,78
2023-09-04,Ростов-на-Дону,google,279.9,41
2023-09-02,Санкт-Петербург,influencers,1338.8,28
2023-09-01,Москва,google,2531.47,79
2023-09-02,Нижний Новгород,influencers,323.31,71
2023-09-04,Москва,influencers,3655.9,45
2023-09-05,Екатеринбург,instagram,2246.41,47
2023-09-03,Москва,google,4301.22,42
2023-09-05,Санкт-Петербург,tv,893.78,15
2023-09-02,Москва,youtube,386.9,90
2023-09-02,Санкт-Петербург,google,2225.74,98
2023-09-02,Москва,youtube,1156.59,80
2023-09-04,Москва,google,1525.57,18
2023-09-02,Санкт-Петербург,influencers,262.73,33
2023-09-01,Санкт-Петербург,instagram,823.93,58
2023-09-02,Москва,influencers,4157.34,72
2023-09-02,Санкт-Петербург,youtube,71.33,87
2023-09-04,Москва,google,3897.71,23
2023-09-03,Москва,instagram,429.99,91
2023-09-05,Москва,google,1527.8,29
2023-09-05,Москва,google,725.0,68
2023-09-04,Ростов-на-Дону,google,4957.88,46
2023-09-02,Санкт-Петербург,instagram,1335.09,57
2023-09-05,Москва,tv,1914.01,25
2023-09-03,Санкт-Петербург,youtube,1126.67,50
2023-09-05,Санкт-Петербург,youtube,533.1,88
2023-09-01,Москва,google,731.3,14
2023-09-02,Москва,instagram,4054.62,61
2023-09-02,Санкт-Петербург,instagram,123.95,6
2023-09-04,Москва,youtube,2242.85,69
2023-09-01,Москва,facebook,3963.52,14
2023-09-05,Москва,tv,419.77,18
2023-09-04,Санкт-Петербург,facebook,1785.51,65
2023-09-03,Москва,facebook,1053.22,85
2023-09-04,Нижний Новгород,google,3637.51,13
2023-09-01,Санкт-Петербург,facebook,319.87,27
2023-09-05,Казань,instagram,3349.26,39
2023-09-05,Нижний Новгород,influencers,658.62,34
2023-09-04,Санкт-Петербург,tv,2828.53,27
2023-09-01,Москва,facebook,623.02,61
2023-09-05,Челябинск,facebook,3294.15,64
2023-09-03,Москва,influencers,1615.72,100
2023-09-03,Москва,youtube,542.07,83
2023-09-04,Москва,tv,3828.83,11
2023-09-04,Москва,youtube,3699.68,90
2023-09-03,Москва,tv,1765.89,9
2023-09-01,Москва,tv,3241.53,28
2023-09-04,Москва,facebook,4073.52,20
2023-09-02,Москва,influencers,3999.65,2
2023-09-03,Омск,facebook,2007.9,37
2023-09-04,Екатеринбург,google,3602.76,69
2023-09-02,Москва,tv,4712.1,41
2023-09-03,Москва,google,3564.02,93
2023-09-02,Москва,tv,4097.61,91
2023-09-02,Москва,instagram,3523.44,77
2023-09-04,Ростов-на-Дону,instagram,1381.14,26
2023-09-03,Омск,facebook,2370.15,80
2023-09-02,Новосибирск,tv,2793.68,64
2023-09-05,Москва,instagram,2645.45,34
2023-09-02,Уфа,tv,165.38,67
2023-09-05,Москва,google,3958.09,32
2023-09-04,Уфа,influencers,54.72,72
2023-09-05,Москва,influencers,4177.67,98
2023-09-01,Санкт-Петербург,tv,2762.32,24
2023-09-03,Челябинск,youtube,899.88,82
2023-09-02,Омск,facebook,1682.66,17
2023-09-04,Москва,google,2509.84,62
2023-09-04,Самара,tv,1632.84,18
2023-09-02,Москва,facebook,1627.01,90
2023-09-02,Омск,google,4578.85,8
2023-09-02,Санкт-Петербург,instagram,4837.03,86
2023-09-01,Москва,instagram,2333.2,23
2023-09-03,Москва,influencers,4064.27,18
2023-09-03,Санкт-Петербург,tv,3246.52,17
2023-09-02,Санкт-Петербург,influencers,3763.23,9
2023-09-03,Москва,influencers,3818.08,35
2023-09-02,Москва,google,2819.28,100
2023-09-04,Санкт-Петербург,google,3311.63,56
2023-09-05,Москва,youtube,4977.82,24
2023-09-04,Санкт-Петербург,tv,805.27,68
2023-09-01,Москва,tv,3046.43,80
2023-09-01,Москва,tv,3442.77,50
2023-09-01,Санкт-Петербург,instagram,4013.19,28
2023-09-05,Москва,facebook,1559.04,23
2023-09-03,Москва,facebook,2361.15,32
2023-09-01,Москва,google,3416.02,39
2023-09-04,Москва,instagram,3645.22,82
2023-09-02,Нижний Новгород,tv,4474.53,26
2023-09-03,Казань,influencers,2054.75,56
2023-09-01,Москва,facebook,4083.86,54
